"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2023-2024","01/06/2024","North Greenville","Conference Carolinas","@ Purdue Fort Wayne","L 0-3",3,NA,37,19,93,0.194,35,3,14,20,4,3,4,NA,45,NA
"2023-2024","01/20/2024","North Greenville","Conference Carolinas","@ Lincoln Memorial","L 2-3",5,NA,54,20,123,0.276,50,5,24,29,12,4,NA,NA,63,NA
"2023-2024","01/23/2024","North Greenville","Conference Carolinas","@ Tusculum","W 3-1",4,NA,50,19,104,0.298,48,8,19,36,9,3,8,NA,65,NA
"2023-2024","02/06/2024","North Greenville","Conference Carolinas","Belmont Abbey","W 3-1",4,NA,49,18,106,0.292,45,6,21,42,4,2,4,1,59,NA
"2023-2024","02/10/2024","North Greenville","Conference Carolinas","@ Erskine","W 3-2",5,NA,69,24,147,0.306,66,7,23,50,6,3,14,2,86,NA
"2023-2024","02/16/2024","North Greenville","Conference Carolinas","Mount Olive","W 3-1",4,NA,58,25,118,0.28,54,8,17,34,3,2,3,1,69.5,NA
"2023-2024","02/17/2024","North Greenville","Conference Carolinas","Barton","W 3-1",4,NA,53,23,126,0.238,50,9,13,48,5,NA,14,NA,69,NA
"2023-2024","02/20/2024","North Greenville","Conference Carolinas","@ Lees-McRae","W 3-0",3,NA,30,12,61,0.295,24,4,16,18,NA,1,10,NA,40,1
"2023-2024","02/24/2024","North Greenville","Conference Carolinas","@ King (TN)","L 0-3",3,NA,27,18,75,0.12,25,4,12,23,3,2,6,NA,36,2
"2023-2024","02/27/2024","North Greenville","Conference Carolinas","@ Belmont Abbey","L 1-3",4,NA,36,26,109,0.092,33,2,13,33,7,2,7,3,43.5,NA
"2023-2024","03/01/2024","North Greenville","Conference Carolinas","Emmanuel (GA)","W 3-1",4,NA,45,15,119,0.252,42,6,21,45,7,NA,6,4,54,NA
"2023-2024","03/07/2024","North Greenville","Conference Carolinas","Mt. Vernon Naz.","L 1-3",4,NA,40,20,143,0.14,38,6,15,52,6,1,18,6,56,NA
"2023-2024","03/08/2024","North Greenville","Conference Carolinas","Pepperdine","L 1-3",4,NA,43,22,121,0.174,38,4,15,42,5,2,14,6,56,NA
"2023-2024","03/15/2024","North Greenville","Conference Carolinas","Charleston (WV) @Belmont, NC","W 3-1",4,NA,52,16,113,0.319,52,5,15,37,8,3,14,2,67,NA
"2023-2024","03/22/2024","North Greenville","Conference Carolinas","@ Barton","L 2-3",5,NA,69,24,159,0.283,NA,3,14,58,4,1,8,NA,77,NA
"2023-2024","03/23/2024","North Greenville","Conference Carolinas","@ Mount Olive","W 3-2",5,NA,53,28,141,0.177,46,NA,16,39,5,2,23,NA,76.5,NA
"2023-2024","03/26/2024","North Greenville","Conference Carolinas","Tusculum","W 3-1",4,NA,52,18,133,0.256,48,7,16,45,1,NA,2,NA,60,NA
"2023-2024","03/27/2024","North Greenville","Conference Carolinas","Erskine","W 3-0",3,NA,43,9,72,0.472,40,8,9,28,NA,1,10,1,57,NA
"2023-2024","04/03/2024","North Greenville","Conference Carolinas","King (TN)","W 3-0",3,NA,42,10,89,0.36,37,5,14,31,2,NA,6,NA,50,NA
"2023-2024","04/06/2024","North Greenville","Conference Carolinas","Lees-McRae","W 3-0",3,NA,36,10,70,0.371,34,9,9,24,1,NA,9,NA,49.5,NA
"2023-2024","04/11/2024","North Greenville","Conference Carolinas","@ Emmanuel (GA)","W 3-2",5,NA,67,18,130,0.377,64,3,NA,45,5,3,14,NA,80,2
"2023-2024","04/19/2024","North Greenville","Conference Carolinas","#6 King (TN) @North Charleston, SC (2024 CC MVB Tournament)","W 3-1",4,NA,58,18,117,0.342,56,7,18,40,5,NA,21,NA,75.5,NA
"2023-2024","04/20/2024","North Greenville","Conference Carolinas","#1 Belmont Abbey @North Charleston, SC (2024 CC MVB Tournament)","L 1-3",4,NA,53,29,136,0.176,47,3,14,48,7,NA,12,NA,62,NA
"2023-2024","01/09/2024","Lincoln Memorial","DI Independent","Thomas More","W 3-0",3,NA,49,11,72,0.528,43,3,17,17,1,1,16,NA,61,NA
"2023-2024","01/13/2024","Lincoln Memorial","DI Independent","@ Southern California","L 1-3",4,NA,44,22,109,0.202,44,8,14,34,4,2,9,2,58.5,NA
"2023-2024","01/14/2024","Lincoln Memorial","DI Independent","@ Pepperdine","L 0-3",3,NA,22,24,73,-0.027,21,2,8,17,6,NA,7,4,27.5,NA
"2023-2024","01/20/2024","Lincoln Memorial","DI Independent","North Greenville","W 3-2",5,NA,49,17,101,0.317,41,NA,17,32,5,4,7,NA,68.5,NA
"2023-2024","01/26/2024","Lincoln Memorial","DI Independent","Emmanuel (GA)","W 3-0",3,NA,45,7,67,NA,42,7,13,18,NA,NA,10,NA,57,NA
"2023-2024","01/27/2024","Lincoln Memorial","DI Independent","Charleston (WV)","W 3-2",5,NA,55,20,111,0.315,48,6,24,29,4,3,15,NA,71.5,NA
"2023-2024","02/02/2024","Lincoln Memorial","DI Independent","@ Erskine","W 3-1",4,NA,39,15,77,0.312,37,7,13,25,8,4,18,2,59,NA
"2023-2024","02/03/2024","Lincoln Memorial","DI Independent","@ Emmanuel (GA)","W 3-1",4,NA,55,21,133,0.256,53,4,17,51,6,1,22,1,71,1
"2023-2024","02/09/2024","Lincoln Memorial","DI Independent","@ Princeton","W 3-1",4,NA,46,26,107,0.187,40,5,10,38,6,1,22,NA,63,1
"2023-2024","02/10/2024","Lincoln Memorial","DI Independent","@ Harvard","L 2-3",5,NA,66,30,147,0.245,NA,7,19,44,6,1,14,NA,81,NA
"2023-2024","02/14/2024","Lincoln Memorial","DI Independent","King (TN)","W 3-0",3,NA,40,6,63,0.54,36,7,13,20,2,NA,18,NA,56,NA
"2023-2024","02/20/2024","Lincoln Memorial","DI Independent","@ Tusculum","W 3-0",3,NA,41,11,70,0.429,40,6,13,17,1,1,8,NA,52,NA
"2023-2024","02/24/2024","Lincoln Memorial","DI Independent","Lees-McRae","W 3-0",3,NA,46,6,75,0.533,39,4,6,25,3,1,10,NA,56,NA
"2023-2024","03/01/2024","Lincoln Memorial","DI Independent","@ Lindenwood","L 1-3",4,NA,51,17,111,0.306,48,6,13,38,12,4,NA,NA,61,2
"2023-2024","03/02/2024","Lincoln Memorial","DI Independent","@ Quincy","W 3-0",3,NA,39,16,80,0.288,38,6,13,29,1,7,NA,NA,52,NA
"2023-2024","03/09/2024","Lincoln Memorial","DI Independent","Mount Olive","L 1-3",4,NA,53,19,128,0.266,47,6,16,32,6,NA,14,NA,66,2
"2023-2024","03/10/2024","Lincoln Memorial","DI Independent","Mount Olive","W 3-2",5,NA,63,30,135,0.244,55,9,18,37,7,1,NA,NA,NA,NA
"2023-2024","03/15/2024","Lincoln Memorial","DI Independent","@ Thomas More","W 3-1",4,NA,53,19,102,0.333,48,7,17,41,5,6,4,NA,68,NA
"2023-2024","03/16/2024","Lincoln Memorial","DI Independent","D'Youville @Wilberforce, OH","W 3-0",3,NA,38,10,67,0.418,35,5,15,21,3,NA,8,2,47,NA
"2023-2024","03/16/2024","Lincoln Memorial","DI Independent","@ Central St. (OH)","W 3-0",3,NA,44,14,85,0.353,41,4,12,40,1,NA,8,2,52,NA
"2023-2024","03/19/2024","Lincoln Memorial","DI Independent","@ King (TN)","W 3-0",3,NA,47,9,80,0.475,44,4,13,22,2,NA,11,3,56.5,NA
"2023-2024","03/25/2024","Lincoln Memorial","DI Independent","Missouri S&T","W 3-0",3,NA,31,5,49,0.531,26,10,14,21,1,2,8,1,47,NA
"2023-2024","03/26/2024","Lincoln Memorial","DI Independent","Missouri S&T","W 3-0",3,NA,36,13,71,0.324,34,7,10,31,3,1,NA,1,56,NA
"2023-2024","04/06/2024","Lincoln Memorial","DI Independent","Tusculum","W 3-0",3,NA,40,9,68,0.456,35,3,9,26,NA,1,10,NA,49,NA
"2023-2024","04/12/2024","Lincoln Memorial","DI Independent","#4 Tusculum @Crestview Hills, KY (2024 IVA MVB Tournament)","W 3-0",3,NA,42,11,79,0.392,39,4,10,29,1,7,NA,NA,53,NA
"2023-2024","04/13/2024","Lincoln Memorial","DI Independent","@#3 Thomas More 2024 IVA MVB Tournament","W 3-0",3,NA,42,11,72,0.431,41,5,12,30,1,3,NA,NA,50,NA
"2023-2024","01/13/2024","Maryville (MO)","DI Independent","Kentucky St.","W 3-0",3,NA,34,11,74,0.311,33,2,5,33,2,1,13,NA,43.5,NA
"2023-2024","01/18/2024","Maryville (MO)","DI Independent","@ IIT","W 3-0",3,NA,42,10,104,0.308,38,6,10,43,1,5,2,NA,54,NA
"2023-2024","01/19/2024","Maryville (MO)","DI Independent","@ Purdue Fort Wayne","L 0-3",3,NA,39,20,99,0.192,38,1,9,27,3,1,2,NA,42,NA
"2023-2024","01/25/2024","Maryville (MO)","DI Independent","Lindenwood","W 3-1",4,NA,39,22,121,0.14,31,4,13,48,4,1,10,1,49,1
"2023-2024","01/27/2024","Maryville (MO)","DI Independent","McKendree","L 1-3",4,NA,34,24,114,0.088,33,1,11,37,8,NA,2,NA,36,NA
"2023-2024","02/02/2024","Maryville (MO)","DI Independent","Olivet Nazarene","W 3-0",3,NA,25,14,74,0.149,19,9,11,34,2,2,12,NA,42,NA
"2023-2024","02/06/2024","Maryville (MO)","DI Independent","@ Mo. Baptist","L 1-3",4,NA,33,20,108,0.12,31,8,19,27,9,1,14,1,49,NA
"2023-2024","02/09/2024","Maryville (MO)","DI Independent","Central St. (OH)","W 3-0",3,NA,31,10,62,0.339,28,7,20,23,2,1,10,NA,44,1
"2023-2024","02/10/2024(1)","Maryville (MO)","DI Independent","Talladega","W 3-0",3,NA,45,7,77,0.494,42,4,18,30,2,1,9,NA,54.5,NA
"2023-2024","02/10/2024(2)","Maryville (MO)","DI Independent","Talladega","W 3-0",3,NA,46,6,82,0.488,40,7,10,43,2,4,6,NA,60,1
"2023-2024","02/13/2024","Maryville (MO)","DI Independent","Missouri S&T","W 3-1",4,NA,47,15,124,0.258,42,5,12,56,6,1,12,2,59,1
"2023-2024","02/16/2024","Maryville (MO)","DI Independent","Cumberland (TN)","W 3-0",3,NA,39,10,79,0.367,34,3,15,29,3,2,10,2,49,NA
"2023-2024","02/17/2024","Maryville (MO)","DI Independent","Roosevelt","W 3-0",3,NA,43,12,85,0.365,37,9,12,31,4,NA,4,1,54,NA
"2023-2024","02/23/2024","Maryville (MO)","DI Independent","@ Thomas More","W 3-1",4,NA,49,22,113,0.239,44,7,20,33,4,NA,2,1,67,NA
"2023-2024","02/24/2024","Maryville (MO)","DI Independent","@ Kentucky St.","W 3-0",3,NA,38,11,63,0.429,33,2,13,21,6,3,12,NA,49,NA
"2023-2024","02/27/2024","Maryville (MO)","DI Independent","@ Fontbonne","W 3-0",3,NA,43,9,76,0.447,35,4,13,27,2,2,8,NA,53,NA
"2023-2024","03/01/2024","Maryville (MO)","DI Independent","@ Tusculum","W 3-0",3,NA,40,12,71,0.394,37,3,12,22,2,1,10,NA,49,NA
"2023-2024","03/02/2024","Maryville (MO)","DI Independent","@ Tusculum","W 3-0",3,NA,33,9,73,0.329,31,9,12,27,4,2,6,NA,47,2
"2023-2024","03/05/2024","Maryville (MO)","DI Independent","@ Missouri S&T","W 3-2",5,NA,58,23,151,0.232,53,4,19,47,3,6,10,1,73,NA
"2023-2024","03/08/2024","Maryville (MO)","DI Independent","Quincy","W 3-2",5,NA,52,22,124,0.242,42,5,14,54,5,4,8,1,65,NA
"2023-2024","03/09/2024","Maryville (MO)","DI Independent","@ McKendree","L 1-3",4,NA,44,24,131,0.153,42,4,9,44,5,1,4,4,51,NA
"2023-2024","03/11/2024","Maryville (MO)","DI Independent","Clarke","W 3-0",3,NA,41,17,97,0.247,39,6,10,30,3,3,6,NA,53,1
"2023-2024","03/19/2024","Maryville (MO)","DI Independent","Fontbonne","W 3-0",3,NA,38,10,83,0.337,33,4,16,30,5,3,NA,1,45,NA
"2023-2024","03/23/2024","Maryville (MO)","DI Independent","Thomas More","L 2-3",5,NA,41,25,114,0.14,38,8,15,45,10,3,7,1,55.5,NA
"2023-2024","03/26/2024","Maryville (MO)","DI Independent","@ Quincy","W 3-1",4,NA,49,22,112,0.241,48,7,17,34,3,7,NA,1,63,NA
"2023-2024","04/04/2024","Maryville (MO)","DI Independent","@ Central St. (OH)","W 3-2",5,NA,63,26,140,0.264,55,3,22,59,4,4,18,4,79,NA
"2023-2024","04/05/2024","Maryville (MO)","DI Independent","@ Ohio St.","L 0-3",3,NA,18,19,72,-0.014,18,NA,10,21,5,NA,NA,2,18,NA
"2023-2024","04/12/2024","Maryville (MO)","DI Independent","@#3 Thomas More 2024 IVA MVB Tournament","L 2-3",5,NA,54,NA,NA,0.129,49,4,18,61,5,9,8,NA,71,NA
"2023-2024","04/13/2024","Maryville (MO)","DI Independent","#4 Tusculum @Crestview Hills, KY (2024 IVA MVB Tournament)","L 1-3",4,NA,59,20,134,0.291,54,4,14,43,5,6,2,NA,70,NA
"2023-2024","01/14/2024","Missouri S&T","DI Independent","Dominican (IL)","W 3-0",3,NA,48,12,116,0.31,43,3,13,49,2,1,10,NA,57,2
"2023-2024","01/26/2024","Missouri S&T","DI Independent","@ Morningside","L 2-3",5,NA,51,20,109,0.284,45,9,15,29,3,7,8,3,71,1
"2023-2024","01/26/2024","Missouri S&T","DI Independent","Viterbo @Parkville, Mo","W 3-0",3,NA,42,13,81,0.358,38,7,9,28,2,4,2,1,54,NA
"2023-2024","01/27/2024","Missouri S&T","DI Independent","Ottawa (KS) @Parkville, MO","W 3-0",3,NA,44,18,94,0.277,41,6,7,30,2,1,8,NA,55,NA
"2023-2024","01/27/2024","Missouri S&T","DI Independent","@ Park (MO)","L 1-3",4,NA,45,18,105,0.257,44,6,16,26,3,2,16,NA,61,NA
"2023-2024","01/30/2024","Missouri S&T","DI Independent","@ Quincy","L 0-3",3,NA,26,20,67,0.09,25,4,7,23,8,4,2,NA,35,1
"2023-2024","02/02/2024","Missouri S&T","DI Independent","St. Xavier","W 3-2",5,NA,56,13,113,0.381,55,7,18,31,4,3,14,2,73,1
"2023-2024","02/03/2024","Missouri S&T","DI Independent","@ McKendree","L 0-3",3,NA,21,10,73,0.151,21,NA,9,23,8,1,14,1,29,1
"2023-2024","02/07/2024","Missouri S&T","DI Independent","Lindenwood","L 0-3",3,NA,31,13,68,0.265,30,2,16,15,4,NA,4,NA,35,NA
"2023-2024","02/09/2024","Missouri S&T","DI Independent","Talladega","W 3-0",3,NA,41,16,83,0.301,39,7,14,24,1,1,8,NA,53,NA
"2023-2024","02/10/2024","Missouri S&T","DI Independent","Central St. (OH)","W 3-0",3,NA,33,10,54,0.426,30,4,11,15,2,4,4,NA,43,NA
"2023-2024","02/13/2024","Missouri S&T","DI Independent","@ Maryville (MO)","L 1-3",4,NA,47,27,140,0.143,45,6,19,51,5,4,2,1,58,1
"2023-2024","02/16/2024","Missouri S&T","DI Independent","Roosevelt  @St. Louis, MO","W 3-0",3,NA,44,13,85,0.365,39,5,14,26,3,NA,16,NA,57,1
"2023-2024","02/17/2024","Missouri S&T","DI Independent","Cumberland (TN) @St. Louis, MO","W 3-0",3,NA,40,9,74,0.419,35,4,10,22,5,4,6,3,51,1
"2023-2024","02/22/2024","Missouri S&T","DI Independent","@ Hawaii","L 0-3",3,NA,24,20,76,0.053,22,1,11,13,4,1,2,5,27,NA
"2023-2024","02/23/2024","Missouri S&T","DI Independent","@ Hawaii","L 0-3",3,NA,23,12,63,0.175,23,3,11,18,12,1,2,1,28,NA
"2023-2024","03/05/2024","Missouri S&T","DI Independent","Maryville (MO)","L 2-3",5,NA,64,24,144,0.278,56,3,21,62,4,3,8,1,74,1
"2023-2024","03/06/2024","Missouri S&T","DI Independent","McKendree","L 0-3",3,NA,29,15,83,0.169,29,5,14,22,7,1,6,1,38,2
"2023-2024","03/09/2024","Missouri S&T","DI Independent","Quincy","W 3-1",4,NA,52,14,91,0.418,48,8,16,28,5,NA,14,NA,67,1
"2023-2024","03/22/2024","Missouri S&T","DI Independent","Thomas More","W 3-0",3,NA,34,13,72,0.292,31,3,14,32,2,2,6,NA,42,NA
"2023-2024","03/25/2024","Missouri S&T","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,16,17,58,-0.017,16,1,16,7,10,1,5,NA,20.5,1
"2023-2024","03/26/2024","Missouri S&T","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,27,19,81,0.099,24,3,12,15,7,NA,10,NA,35,NA
"2023-2024","01/30/2024","Roosevelt","DI Independent","Concordia Chicago","W 3-0",3,NA,36,18,91,0.198,34,7,10,41,1,1,10,1,49,NA
"2023-2024","02/16/2024","Roosevelt","DI Independent","Missouri S&T @St. Louis, MO","L 0-3",3,NA,26,18,77,0.104,24,3,7,23,5,2,4,NA,33,NA
"2023-2024","02/17/2024","Roosevelt","DI Independent","@ Maryville (MO)","L 0-3",3,NA,28,12,75,0.213,27,4,10,28,9,1,NA,2,33,NA
"2023-2024","02/23/2024","Roosevelt","DI Independent","Olivet @Elgin, IL","W 3-0",3,NA,31,13,58,0.31,28,4,15,17,1,4,2,NA,40,NA
"2023-2024","02/24/2024","Roosevelt","DI Independent","Calvin @Elgin, IL","W 3-0",3,NA,37,17,96,0.208,36,4,13,34,4,4,2,1,46,NA
"2023-2024","03/01/2024","Roosevelt","DI Independent","Maranatha Baptist","W 3-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-2024","01/03/2024","Thomas More","DI Independent","@ Ball St.","L 0-3",3,NA,20,18,73,0.027,20,1,15,23,10,NA,6,NA,24,1
"2023-2024","01/03/2024","Thomas More","DI Independent","Wabash @Muncie, IN","W 3-1",4,NA,59,17,122,0.344,54,10,27,38,5,2,12,1,77,NA
"2023-2024","01/05/2024","Thomas More","DI Independent","@ Purdue Fort Wayne","L 0-3",3,NA,18,10,60,0.133,17,NA,10,16,9,1,4,3,21,NA
"2023-2024","01/09/2024","Thomas More","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,21,12,54,0.167,19,1,9,6,3,1,NA,NA,23,1
"2023-2024","01/11/2024","Thomas More","DI Independent","Kentucky St.","W 3-0",3,NA,34,11,83,0.277,32,4,14,39,4,1,4,NA,41,1
"2023-2024","01/16/2024","Thomas More","DI Independent","Central St. (OH)","W 3-0",3,NA,35,22,92,0.141,33,5,16,41,2,2,8,NA,46,NA
"2023-2024","01/19/2024","Thomas More","DI Independent","Quincy","L 0-3",3,NA,28,19,81,0.111,25,4,18,20,4,2,3,NA,35.5,NA
"2023-2024","01/23/2024","Thomas More","DI Independent","Mt. St. Joseph","W 3-0",3,NA,39,22,94,0.181,35,7,15,39,6,8,4,NA,56,1
"2023-2024","02/02/2024","Thomas More","DI Independent","@ Charleston (WV)","L 0-3",3,NA,20,20,73,NA,17,1,10,20,6,NA,18,NA,30,1
"2023-2024","02/10/2024(1)","Thomas More","DI Independent","Roberts Wesleyan","W 3-1",4,NA,33,13,90,0.222,29,7,20,35,4,6,6,NA,49,1
"2023-2024","02/10/2024(2)","Thomas More","DI Independent","Roberts Wesleyan","W 3-0",3,NA,29,13,80,0.2,29,6,15,45,1,3,8,NA,42,1
"2023-2024","02/13/2024","Thomas More","DI Independent","@ Kentucky St.","W 3-2",5,NA,51,22,112,0.259,46,5,NA,35,4,NA,6,NA,59,NA
"2023-2024","02/16/2024","Thomas More","DI Independent","Tusculum","L 2-3",5,NA,53,19,126,0.27,49,8,18,49,3,4,2,NA,66,1
"2023-2024","02/21/2024","Thomas More","DI Independent","@ Mt. St. Joseph","W 3-0",3,NA,50,22,108,0.259,46,4,13,28,8,4,14,4,65,1
"2023-2024","02/23/2024","Thomas More","DI Independent","Maryville (MO)","L 1-3",4,NA,39,24,107,0.14,35,4,15,33,7,6,2,1,50,NA
"2023-2024","03/02/2024","Thomas More","DI Independent","@ Roberts Wesleyan","W 3-0",3,NA,39,15,95,0.253,39,3,17,31,7,2,14,2,51,NA
"2023-2024","03/04/2024","Thomas More","DI Independent","@ D'Youville","L 0-3",3,NA,28,18,74,0.135,28,2,22,21,5,2,8,1,36,NA
"2023-2024","03/05/2024","Thomas More","DI Independent","@ Daemen","L 0-3",3,NA,29,22,84,0.083,25,9,13,17,5,2,NA,NA,40,1
"2023-2024","03/11/2024","Thomas More","DI Independent","Edward Waters","W 3-0",3,NA,41,15,89,0.292,40,7,19,42,3,4,4,NA,54,NA
"2023-2024","03/13/2024","Thomas More","DI Independent","@ Central St. (OH)","W 3-1",4,NA,47,22,118,0.212,42,5,19,36,4,1,10,2,58,NA
"2023-2024","03/15/2024","Thomas More","DI Independent","Lincoln Memorial","L 1-3",4,NA,32,17,100,0.15,31,5,20,23,7,NA,NA,NA,47,1
"2023-2024","03/22/2024","Thomas More","DI Independent","@ Missouri S&T","L 0-3",3,NA,27,17,83,0.12,24,2,21,21,3,2,8,NA,35,NA
"2023-2024","03/23/2024","Thomas More","DI Independent","@ Maryville (MO)","W 3-2",5,NA,51,21,124,0.242,40,10,18,42,8,2,15,NA,70.5,NA
"2023-2024","03/29/2024","Thomas More","DI Independent","@ Tusculum","W 3-2",5,NA,58,23,134,0.261,57,4,14,44,4,5,12,4,73,NA
"2023-2024","03/30/2024","Thomas More","DI Independent","@ Lees-McRae","W 3-2",5,NA,46,32,126,0.111,40,7,15,33,5,4,9,NA,61.5,1
"2023-2024","04/04/2024","Thomas More","DI Independent","Midway","W 3-0",3,NA,37,19,94,0.191,35,7,14,35,2,5,2,NA,50,1
"2023-2024","04/12/2024","Thomas More","DI Independent","#2 Maryville (MO) 2024 IVA MVB Tournament","W 3-2",5,NA,52,32,157,0.127,46,5,11,NA,4,9,8,NA,70,NA
"2023-2024","04/13/2024","Thomas More","DI Independent","#1 Lincoln Memorial 2024 IVA MVB Tournament","L 0-3",3,NA,28,16,79,0.152,24,1,11,18,5,3,4,NA,34,NA
"2023-2024","01/10/2024","Tusculum","DI Independent","Erskine","L 0-3",3,NA,30,19,77,0.143,29,1,14,16,2,3,12,1,40,1
"2023-2024","01/12/2024","Tusculum","DI Independent","@ Ball St.","L 1-3",4,NA,41,23,116,0.155,40,2,16,38,5,3,6,NA,49,1
"2023-2024","01/13/2024","Tusculum","DI Independent","@ Ball St.","L 0-3",3,NA,22,18,70,0.057,21,NA,8,23,8,2,4,2,26,NA
"2023-2024","01/18/2024","Tusculum","DI Independent","@ King (TN)","W 3-2",5,NA,NA,24,150,0.293,62,3,21,53,6,4,14,1,82,NA
"2023-2024","01/23/2024","Tusculum","DI Independent","North Greenville","L 1-3",4,NA,40,19,106,0.198,37,9,18,31,8,5,6,2,57,NA
"2023-2024","01/24/2024","Tusculum","DI Independent","@ Erskine","L 0-3",3,NA,26,9,72,0.236,24,2,16,18,4,2,4,NA,32,NA
"2023-2024","01/28/2024","Tusculum","DI Independent","Charleston (WV)","L 0-3",3,NA,27,22,75,0.067,24,2,13,13,6,1,8,1,34,NA
"2023-2024","02/02/2024","Tusculum","DI Independent","@ Hawaii","L 0-3",3,NA,25,15,68,0.147,23,3,11,12,10,NA,NA,3,28,NA
"2023-2024","02/04/2024","Tusculum","DI Independent","@ Hawaii","L 0-3",3,NA,13,15,54,-0.037,13,2,9,9,NA,1,2,5,17,NA
"2023-2024","02/09/2024","Tusculum","DI Independent","Emmanuel (GA)","W 3-0",3,NA,38,21,88,0.193,37,5,15,32,1,2,10,NA,50,1
"2023-2024","02/16/2024","Tusculum","DI Independent","@ Thomas More","W 3-2",5,NA,55,25,141,0.213,51,4,21,45,8,6,4,NA,67,2
"2023-2024","02/20/2024","Tusculum","DI Independent","Lincoln Memorial","L 0-3",3,NA,26,17,69,0.13,25,1,9,16,6,3,4,3,32,1
"2023-2024","02/27/2024","Tusculum","DI Independent","Lees-McRae","W 3-1",4,NA,51,18,95,0.347,49,10,19,29,NA,3,12,2,70,NA
"2023-2024","03/01/2024","Tusculum","DI Independent","Maryville (MO)","L 0-3",3,NA,34,15,79,0.241,33,2,17,16,3,2,NA,NA,38,NA
"2023-2024","03/02/2024","Tusculum","DI Independent","Maryville (MO)","L 0-3",3,NA,35,16,87,0.218,31,4,16,26,9,1,2,NA,41,NA
"2023-2024","03/08/2024","Tusculum","DI Independent","@ Daemen","L 0-3",3,NA,27,10,74,0.23,24,1,17,19,5,1,4,1,31,NA
"2023-2024","03/09/2024","Tusculum","DI Independent","@ D'Youville","L 1-3",4,NA,38,25,105,0.124,35,6,20,32,4,3,4,2,49,NA
"2023-2024","03/11/2024","Tusculum","DI Independent","@ Saint Francis","L 0-3",3,NA,33,17,76,0.211,27,3,11,31,6,1,6,NA,40,NA
"2023-2024","03/15/2024","Tusculum","DI Independent","@ Belmont Abbey","L 1-3",4,NA,47,22,123,0.203,46,3,17,33,4,4,12,4,60,NA
"2023-2024","03/16/2024","Tusculum","DI Independent","Fort Valley St. @Charlotte, NC","W 3-2",5,NA,67,24,145,0.297,61,2,19,52,8,2,8,NA,75,NA
"2023-2024","03/16/2024","Tusculum","DI Independent","@ Queens (NC)","L 0-3",3,NA,26,17,76,0.118,24,1,15,21,9,6,2,1,34,NA
"2023-2024","03/19/2024","Tusculum","DI Independent","@ Lees-McRae","W 3-0",3,NA,40,12,80,0.35,37,6,18,24,3,1,12,NA,53,1
"2023-2024","03/22/2024","Tusculum","DI Independent","@ George Mason","L 0-3",3,NA,30,16,68,0.206,30,2,8,19,11,4,2,NA,37,NA
"2023-2024","03/23/2024","Tusculum","DI Independent","@ George Mason","L 0-3",3,NA,31,15,83,0.193,26,3,6,29,7,4,4,NA,40,NA
"2023-2024","03/26/2024","Tusculum","DI Independent","@ North Greenville","L 1-3",4,NA,51,14,118,0.314,49,1,19,52,7,3,12,NA,61,NA
"2023-2024","03/28/2024","Tusculum","DI Independent","@ Emmanuel (GA)","L 0-3",3,NA,35,19,95,0.168,33,2,12,26,2,NA,10,NA,42,1
"2023-2024","03/29/2024","Tusculum","DI Independent","Thomas More","L 2-3",5,NA,66,31,149,0.235,62,4,16,48,4,3,2,NA,74,1
"2023-2024","04/06/2024","Tusculum","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,25,18,76,0.092,23,NA,14,16,3,1,4,NA,28,NA
"2023-2024","04/09/2024","Tusculum","DI Independent","King (TN)","W 3-0",3,NA,39,9,71,0.423,36,NA,9,28,2,3,4,1,44,1
"2023-2024","04/12/2024","Tusculum","DI Independent","#1 Lincoln Memorial @Crestview Hills, KY (2024 IVA MVB Tournament)","L 0-3",3,NA,28,18,78,0.128,27,1,10,21,4,3,NA,NA,32,NA
"2023-2024","04/13/2024","Tusculum","DI Independent","#2 Maryville (MO) @Crestview Hills, KY (2024 IVA MVB Tournament)","W 3-1",4,NA,60,27,140,0.236,59,5,7,51,4,4,2,NA,70,1
"2023-2024","01/11/2024","American Int'l","ECC","Regis (MA)","W 3-2",5,NA,60,28,140,0.229,59,2,21,48,4,3,12,3,71,NA
"2023-2024","01/19/2024","American Int'l","ECC","@ D'Youville","L 0-3",3,NA,15,20,66,-0.076,12,6,8,18,5,2,8,4,27,NA
"2023-2024","01/20/2024","American Int'l","ECC","@ Daemen","L 0-3",3,NA,24,29,80,-0.063,22,3,7,30,7,1,NA,2,28,NA
"2023-2024","01/26/2024","American Int'l","ECC","@ Merrimack","L 0-3",3,NA,15,17,64,-0.031,15,NA,14,17,4,2,NA,1,17,NA
"2023-2024","02/02/2024","American Int'l","ECC","@ Sacred Heart","L 0-3",3,NA,21,21,67,NA,20,1,7,15,7,1,NA,1,23,1
"2023-2024","02/04/2024","American Int'l","ECC","Daemen","L 0-3",3,NA,27,16,82,0.134,26,3,11,23,9,1,4,2,33,NA
