"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2023-2024","02/02/2024","Hawaii","Big West","Tusculum","W 3-0",3,NA,39,5,58,0.586,35,10,11,24,3,3,8,NA,56,NA
"2023-2024","02/04/2024","Hawaii","Big West","Tusculum","W 3-0",3,NA,35,7,51,0.549,31,NA,10,20,2,NA,17,NA,59.5,NA
"2023-2024","02/07/2024","Hawaii","Big West","Stanford","W 3-1",4,NA,50,14,104,0.346,46,6,10,39,5,5,13,1,67.5,NA
"2023-2024","02/09/2024","Hawaii","Big West","Stanford","W 3-0",3,NA,44,3,69,NA,38,5,13,23,5,1,13,NA,56.5,NA
"2023-2024","02/22/2024","Hawaii","Big West","Missouri S&T","W 3-0",3,NA,40,9,63,0.492,35,4,9,23,1,2,16,2,54,NA
"2023-2024","02/23/2024","Hawaii","Big West","Missouri S&T","W 3-0",3,NA,39,11,71,0.394,35,12,12,21,3,NA,4,1,53,NA
"2023-2024","03/01/2024","Hawaii","Big West","Sacred Heart","W 3-0",3,NA,33,13,58,0.345,29,6,11,21,2,NA,7,NA,49.5,NA
"2023-2024","03/03/2024","Hawaii","Big West","Sacred Heart","W 3-0",3,NA,35,10,65,0.385,33,10,10,29,2,1,11,NA,51.5,1
"2023-2024","03/07/2024","Hawaii","Big West","Lewis","W 3-0",3,NA,36,9,59,0.458,32,10,11,19,1,2,9,1,52.5,NA
"2023-2024","03/08/2024","Hawaii","Big West","Grand Canyon","W 3-0",3,NA,41,10,69,0.449,41,8,7,19,1,1,20,NA,60,NA
"2023-2024","03/10/2024","Hawaii","Big West","UC Irvine","W 3-2",5,NA,59,20,151,0.258,57,9,13,48,4,1,32,2,85,NA
"2023-2024","03/15/2024","Hawaii","Big West","@ Long Beach St.","L 0-3",3,NA,39,18,89,0.236,34,1,12,30,5,1,10,1,46,NA
"2023-2024","03/16/2024","Hawaii","Big West","@ Long Beach St.","L 2-3",5,NA,70,NA,153,0.248,68,6,26,52,3,1,15,4,84.5,NA
"2023-2024","03/22/2024","Hawaii","Big West","CSUN","W 3-1",4,NA,49,11,98,0.388,48,6,15,35,5,1,26,2,69,1
"2023-2024","03/23/2024","Hawaii","Big West","CSUN","L 1-3",4,NA,47,23,100,0.24,46,6,14,32,5,NA,21,1,63.5,NA
"2023-2024","03/29/2024","Hawaii","Big West","UC Santa Barbara","W 3-0",3,NA,43,10,83,0.398,40,3,12,31,7,1,11,3,52.5,NA
"2023-2024","03/30/2024","Hawaii","Big West","UC Santa Barbara","W 3-2",5,NA,57,23,134,0.254,55,5,19,50,4,2,33,1,80.5,NA
"2023-2024","04/05/2024","Hawaii","Big West","@ UC Irvine","L 0-3",3,NA,37,18,93,0.204,34,2,11,26,1,NA,6,5,42,NA
"2023-2024","04/06/2024","Hawaii","Big West","@ UC Irvine","W 3-1",4,NA,56,14,116,0.362,55,4,22,44,6,2,22,NA,73,1
"2023-2024","04/12/2024","Hawaii","Big West","@ UC San Diego","W 3-1",4,NA,43,17,91,0.286,41,10,18,28,5,3,9,NA,60.5,NA
"2023-2024","04/13/2024","Hawaii","Big West","@ UC San Diego","L 0-3",3,NA,40,12,83,0.337,39,4,11,31,9,NA,14,NA,51,NA
"2023-2024","04/18/2024","Hawaii","Big West","#6 UC Santa Barbara 2024 Big West MVB Tournament","W 3-1",4,NA,42,13,88,0.33,37,6,20,32,3,NA,20,3,58,NA
"2023-2024","04/19/2024","Hawaii","Big West","#2 UC Irvine 2024 Big West MVB Tournament","L 0-3",3,NA,51,16,111,0.315,47,4,19,38,6,NA,8,3,59,NA
"2023-2024","01/12/2024","Long Beach St.","Big West","LIU","W 3-0",3,NA,36,11,82,0.305,35,6,12,23,3,4,10,2,51,NA
"2023-2024","01/13/2024","Long Beach St.","Big West","Saint Francis","W 3-1",4,NA,45,15,96,0.313,44,11,22,34,4,2,25,3,70.5,NA
"2023-2024","01/17/2024","Long Beach St.","Big West","@ Merrimack","W 3-0",3,NA,35,6,52,0.558,30,11,14,20,1,4,4,NA,52,1
"2023-2024","01/19/2024","Long Beach St.","Big West","George Mason @Newark, NJ","W 3-1",4,NA,47,14,102,0.324,46,6,15,25,4,1,26,2,67,NA
"2023-2024","01/20/2024","Long Beach St.","Big West","@ NJIT","W 3-1",4,NA,53,13,109,0.367,52,4,16,26,5,NA,35,2,74.5,1
"2023-2024","01/26/2024","Long Beach St.","Big West","Pepperdine","W 3-0",3,NA,29,10,66,0.288,29,7,10,28,2,2,26,1,51,1
"2023-2024","01/27/2024","Long Beach St.","Big West","CUI","W 3-0",3,NA,32,3,50,0.58,32,6,8,25,1,NA,27,NA,51.5,NA
"2023-2024","02/02/2024","Long Beach St.","Big West","King (TN)","W 3-0",3,NA,39,6,57,0.579,36,7,17,15,1,1,8,6,51,NA
"2023-2024","02/03/2024","Long Beach St.","Big West","King (TN)","W 3-0",3,NA,30,6,55,0.436,28,3,16,21,1,3,25,1,48.5,NA
"2023-2024","02/09/2024","Long Beach St.","Big West","UCLA","W 3-1",4,NA,51,17,119,0.286,50,6,15,33,7,3,22,NA,71,NA
"2023-2024","02/10/2024","Long Beach St.","Big West","@ UCLA","L 1-3",4,NA,51,21,126,0.238,48,1,15,36,6,3,17,2,63.5,NA
"2023-2024","02/16/2024","Long Beach St.","Big West","Central St. (OH)","W 3-0",3,NA,34,8,58,0.448,34,5,9,32,1,2,21,NA,51.5,1
"2023-2024","02/17/2024","Long Beach St.","Big West","Edward Waters","W 3-0",3,NA,33,7,52,0.5,31,9,13,16,2,1,17,NA,51.5,1
"2023-2024","02/23/2024","Long Beach St.","Big West","Lewis","W 3-1",4,NA,52,23,112,0.259,50,9,15,42,2,1,18,1,71,NA
"2023-2024","03/01/2024","Long Beach St.","Big West","Penn St.","W 3-1",4,NA,47,12,103,0.34,45,12,18,43,4,5,21,4,74.5,NA
"2023-2024","03/08/2024","Long Beach St.","Big West","UC Santa Barbara","W 3-1",4,NA,60,14,112,0.411,58,3,18,38,4,NA,13,1,69.5,NA
"2023-2024","03/09/2024","Long Beach St.","Big West","@ UC Santa Barbara","W 3-2",5,NA,61,20,144,0.285,59,3,22,52,2,2,18,4,75,NA
"2023-2024","03/15/2024","Long Beach St.","Big West","Hawaii","W 3-0",3,NA,45,13,95,0.337,42,5,16,27,1,NA,21,2,60.5,1
"2023-2024","03/16/2024","Long Beach St.","Big West","Hawaii","W 3-2",5,NA,48,12,129,0.279,46,3,19,41,6,5,31,NA,71.5,NA
"2023-2024","03/29/2024","Long Beach St.","Big West","UC San Diego","W 3-0",3,NA,37,10,73,0.37,33,4,8,23,1,NA,27,5,54.5,NA
"2023-2024","03/30/2024","Long Beach St.","Big West","@ UC San Diego","W 3-0",3,NA,42,15,97,0.278,40,5,13,29,2,2,10,NA,54,NA
"2023-2024","04/05/2024","Long Beach St.","Big West","CSUN","W 3-0",3,NA,38,12,81,0.321,37,5,11,24,4,1,19,NA,53.5,NA
"2023-2024","04/06/2024","Long Beach St.","Big West","@ CSUN","W 3-0",3,NA,43,15,78,0.359,39,7,15,23,1,1,10,NA,56,NA
"2023-2024","04/12/2024","Long Beach St.","Big West","@ UC Irvine","L 0-3",3,NA,33,12,77,0.273,33,3,13,17,6,1,12,3,43,NA
"2023-2024","04/13/2024","Long Beach St.","Big West","UC Irvine","W 3-0",3,NA,40,9,72,0.431,40,7,11,18,2,NA,17,4,55.5,NA
"2023-2024","04/19/2024","Long Beach St.","Big West","#5 CSUN @Honolulu, HI (2024 Big West MVB Tournament)","W 3-1",4,NA,54,15,109,0.358,52,3,16,26,5,3,16,4,68,NA
"2023-2024","04/20/2024","Long Beach St.","Big West","#2 UC Irvine @Honolulu, HI (2024 Big West MVB Tournament)","W 3-1",4,NA,51,13,107,0.355,48,11,19,42,7,NA,23,2,73.5,NA
"2023-2024","04/30/2024","Long Beach St.","Big West","#7 Belmont Abbey 2024 NC MVB Championship","W 3-0",3,NA,45,7,85,0.447,44,4,11,37,NA,NA,7,NA,52.5,NA
"2023-2024","05/02/2024","Long Beach St.","Big West","#3 Grand Canyon 2024 NC MVB Championship","W 3-2",5,NA,66,22,135,0.326,61,7,21,39,2,3,21,4,86.5,NA
"2023-2024","05/04/2024","Long Beach St.","Big West","#1 UCLA 2024 NC MVB Championship","L 1-3",4,NA,48,24,112,0.214,44,4,19,34,6,2,19,1,63.5,NA
"2023-2024","01/09/2024","UC Irvine","Big West","George Mason","L 2-3",5,NA,53,22,112,0.277,51,4,16,35,10,1,26,NA,71,NA
"2023-2024","01/10/2024","UC Irvine","Big West","Saint Francis","W 3-0",3,NA,43,14,89,0.326,42,8,10,30,2,1,16,2,60,NA
"2023-2024","01/13/2024","UC Irvine","Big West","Princeton","W 3-1",4,NA,46,14,82,0.39,46,13,18,17,10,2,19,1,70.5,NA
"2023-2024","01/17/2024","UC Irvine","Big West","McKendree","W 3-0",3,NA,37,9,68,0.412,34,4,16,23,5,NA,17,NA,49.5,NA
"2023-2024","01/26/2024","UC Irvine","Big West","@ BYU","W 3-1",4,NA,60,23,127,0.291,57,9,18,41,2,2,10,4,76,1
"2023-2024","01/27/2024","UC Irvine","Big West","@ BYU","W 3-2",5,NA,58,18,130,0.308,56,4,24,40,7,2,30,4,79,1
"2023-2024","01/31/2024","UC Irvine","Big West","UCLA","L 2-3",5,NA,46,20,115,0.226,45,4,17,32,7,NA,28,4,64,NA
"2023-2024","02/02/2024","UC Irvine","Big West","@ UCLA","L 1-3",4,NA,55,14,115,0.357,47,5,12,42,10,3,7,2,66.5,NA
"2023-2024","02/07/2024","UC Irvine","Big West","Southern California","W 3-1",4,NA,65,15,128,0.391,60,7,20,29,4,1,15,NA,80.5,NA
"2023-2024","02/10/2024","UC Irvine","Big West","@ Southern California","L 1-3",4,NA,51,20,124,0.25,48,2,13,39,3,4,18,1,66,NA
"2023-2024","02/16/2024","UC Irvine","Big West","@ Stanford","W 3-1",4,NA,56,13,117,0.368,53,8,17,41,3,1,12,4,71,NA
"2023-2024","02/17/2024","UC Irvine","Big West","@ Stanford","W 3-1",4,NA,62,16,134,0.343,60,2,14,51,1,2,15,2,73.5,NA
"2023-2024","02/23/2024","UC Irvine","Big West","CUI","W 3-0",3,NA,46,8,77,0.494,44,3,10,30,1,NA,15,1,56.5,NA
"2023-2024","02/24/2024","UC Irvine","Big West","@ CUI","W 3-0",3,NA,43,14,95,0.305,38,4,11,34,1,1,4,4,50,NA
"2023-2024","03/01/2024","UC Irvine","Big West","@ UC San Diego","W 3-0",3,NA,45,8,79,0.468,42,5,9,31,NA,1,4,2,53,NA
"2023-2024","03/03/2024","UC Irvine","Big West","UC San Diego","W 3-0",3,NA,43,14,84,0.345,39,8,12,26,3,NA,5,1,53.5,1
"2023-2024","03/07/2024","UC Irvine","Big West","Grand Canyon @Honolulu, HI","W 3-2",5,NA,72,15,154,0.37,69,7,15,NA,8,3,14,3,NA,1
"2023-2024","03/08/2024","UC Irvine","Big West","Lewis @Honolulu, HI","L 2-3",5,NA,NA,20,147,0.361,NA,4,17,46,3,2,10,5,84,NA
"2023-2024","03/10/2024","UC Irvine","Big West","@ Hawaii","L 2-3",5,NA,67,21,154,0.299,63,4,14,55,9,1,18,NA,81,NA
"2023-2024","03/13/2024","UC Irvine","Big West","UC Santa Barbara","W 3-0",3,NA,40,11,78,0.372,37,9,9,26,1,1,19,1,59.5,1
"2023-2024","03/15/2024","UC Irvine","Big West","@ UC Santa Barbara","W 3-0",3,NA,44,11,92,0.359,43,5,9,40,1,4,8,1,57,1
"2023-2024","03/29/2024","UC Irvine","Big West","@ CSUN","L 1-3",4,NA,45,30,128,0.117,45,5,15,39,4,2,14,1,59,NA
"2023-2024","03/30/2024","UC Irvine","Big West","CSUN","W 3-0",3,NA,51,11,97,0.412,48,3,9,26,7,NA,17,NA,62.5,NA
"2023-2024","04/05/2024","UC Irvine","Big West","Hawaii","W 3-0",3,NA,45,8,87,0.425,41,1,13,26,2,NA,20,NA,56,NA
"2023-2024","04/06/2024","UC Irvine","Big West","Hawaii","L 1-3",4,NA,42,24,123,0.146,36,6,14,40,4,1,16,NA,57,1
"2023-2024","04/12/2024","UC Irvine","Big West","Long Beach St.","W 3-0",3,NA,42,11,78,0.397,42,6,12,24,3,NA,12,1,54,NA
"2023-2024","04/13/2024","UC Irvine","Big West","@ Long Beach St.","L 0-3",3,NA,40,12,78,0.359,40,2,18,20,7,1,10,1,48,NA
"2023-2024","04/19/2024","UC Irvine","Big West","@#3 Hawaii 2024 Big West MVB Tournament","W 3-0",3,NA,46,8,101,0.376,45,6,10,37,4,3,9,1,59.5,NA
"2023-2024","04/20/2024","UC Irvine","Big West","#1 Long Beach St. @Honolulu, HI (2024 Big West MVB Tournament)","L 1-3",4,NA,38,14,106,0.226,37,7,20,32,11,NA,7,3,48.5,NA
"2023-2024","04/30/2024","UC Irvine","Big West","#5 Penn St. @Long Beach, CA (2024 NC MVB Championship)","W 3-0",3,NA,40,15,88,0.284,37,3,9,26,2,3,14,3,53,NA
"2023-2024","05/02/2024","UC Irvine","Big West","#1 UCLA @Long Beach, CA (2024 NC MVB Championship)","L 2-3",5,NA,55,19,119,0.303,51,6,27,32,4,3,9,3,68.5,NA
"2023-2024","01/04/2024","UC San Diego","Big West","George Mason @Santa Barbara, CA","W 3-1",4,NA,52,22,119,0.252,50,7,24,37,5,3,14,NA,69,1
"2023-2024","01/05/2024","UC San Diego","Big West","Grand Canyon @Santa Barbara, CA","L 0-3",3,NA,32,19,79,0.165,32,3,13,23,7,4,9,1,43.5,NA
"2023-2024","01/06/2024","UC San Diego","Big West","NJIT @Santa Barbara, CA","W 3-2",5,NA,58,17,135,0.304,55,5,26,39,10,3,NA,3,84,NA
"2023-2024","01/11/2024","UC San Diego","Big West","@ Ball St.","L 0-3",3,NA,36,12,82,0.293,35,1,11,14,4,NA,NA,NA,37,NA
"2023-2024","01/13/2024","UC San Diego","Big West","@ Ohio St.","L 2-3",5,NA,39,15,113,0.212,34,4,18,26,9,2,19,1,54.5,NA
"2023-2024","01/16/2024","UC San Diego","Big West","Princeton","L 0-3",3,NA,23,13,61,0.164,22,3,12,18,12,2,12,NA,34,NA
"2023-2024","01/19/2024","UC San Diego","Big West","Grand Canyon","L 0-3",3,NA,25,19,77,0.078,22,3,10,15,7,1,13,NA,35.5,NA
"2023-2024","01/26/2024","UC San Diego","Big West","UCLA","L 0-3",3,NA,25,13,67,0.179,24,2,15,19,4,NA,10,1,32,NA
"2023-2024","01/31/2024","UC San Diego","Big West","Southern California","W 3-2",5,NA,57,24,124,0.266,55,14,26,32,5,NA,12,1,77,NA
"2023-2024","02/02/2024","UC San Diego","Big West","@ Southern California","L 0-3",3,NA,32,22,90,0.111,31,3,19,21,2,NA,15,NA,42.5,NA
"2023-2024","02/08/2024","UC San Diego","Big West","@ CUI","L 0-3",3,NA,25,27,83,-0.024,22,4,19,19,4,1,5,NA,32.5,2
"2023-2024","02/15/2024","UC San Diego","Big West","Central St. (OH) @Long Beach, CA","W 3-0",3,NA,38,6,61,0.525,36,8,25,18,3,NA,9,NA,50.5,NA
"2023-2024","02/16/2024","UC San Diego","Big West","Edward Waters @Long Beach, CA","W 3-0",3,NA,42,6,73,0.493,40,4,13,19,1,NA,11,2,51.5,1
"2023-2024","02/23/2024","UC San Diego","Big West","UC Santa Barbara","W 3-1",4,NA,46,9,92,0.402,43,4,20,40,7,3,20,2,63,NA
"2023-2024","02/28/2024","UC San Diego","Big West","Charleston (WV)","W 3-1",4,NA,47,18,107,0.271,44,6,21,35,6,4,22,2,68,NA
"2023-2024","03/01/2024","UC San Diego","Big West","UC Irvine","L 0-3",3,NA,40,14,89,0.292,37,NA,11,22,5,1,5,1,43.5,NA
"2023-2024","03/03/2024","UC San Diego","Big West","@ UC Irvine","L 0-3",3,NA,32,12,79,0.253,29,3,11,21,8,2,8,NA,41,NA
"2023-2024","03/06/2024","UC San Diego","Big West","St. Katherine","W 3-0",3,NA,35,5,64,0.469,32,5,10,22,3,1,12,1,47,NA
"2023-2024","03/12/2024","UC San Diego","Big West","Harvard","W 3-1",4,NA,50,22,114,0.246,45,9,8,32,2,1,10,1,65,NA
"2023-2024","03/14/2024","UC San Diego","Big West","CSUN","W 3-1",4,NA,39,12,92,0.293,38,8,12,29,5,1,22,NA,59,NA
"2023-2024","03/15/2024","UC San Diego","Big West","@ CSUN","W 3-2",5,NA,56,19,117,0.316,53,4,18,36,5,1,14,2,68,NA
"2023-2024","03/29/2024","UC San Diego","Big West","@ Long Beach St.","L 0-3",3,NA,29,21,79,0.101,27,1,12,24,4,NA,4,NA,32,NA
"2023-2024","03/30/2024","UC San Diego","Big West","Long Beach St.","L 0-3",3,NA,32,19,88,0.148,31,2,8,31,5,2,8,NA,40,1
"2023-2024","04/05/2024","UC San Diego","Big West","@ UC Santa Barbara","L 2-3",5,NA,49,15,120,0.283,47,2,20,44,9,4,23,1,66.5,NA
"2023-2024","04/12/2024","UC San Diego","Big West","Hawaii","L 1-3",4,NA,41,16,95,0.263,37,5,17,30,10,2,15,NA,55.5,NA
"2023-2024","04/13/2024","UC San Diego","Big West","Hawaii","W 3-0",3,NA,43,11,91,0.352,40,9,11,22,4,1,14,NA,60,NA
"2023-2024","04/18/2024","UC San Diego","Big West","#5 CSUN @Honolulu, HI (2024 Big West MVB Tournament)","L 0-3",3,NA,27,12,73,0.205,24,5,12,17,8,NA,19,1,41.5,NA
"2023-2024","01/04/2024","UC Santa Barbara","Big West","NJIT","W 3-1",4,NA,54,14,91,0.44,50,11,23,22,7,1,15,3,73.5,1
"2023-2024","01/05/2024","UC Santa Barbara","Big West","George Mason","W 3-2",5,NA,62,22,125,0.32,56,3,21,36,6,2,9,1,71.5,NA
"2023-2024","01/06/2024","UC Santa Barbara","Big West","Grand Canyon","L 1-3",4,NA,44,20,113,0.212,36,6,19,38,8,1,6,2,54,NA
"2023-2024","01/12/2024","UC Santa Barbara","Big West","Stanford","L 2-3",5,NA,50,24,131,0.198,46,6,16,47,8,1,14,1,64,NA
"2023-2024","01/13/2024","UC Santa Barbara","Big West","Stanford","L 1-3",4,NA,55,25,139,0.216,52,5,15,37,6,1,8,3,65,NA
"2023-2024","01/19/2024","UC Santa Barbara","Big West","BYU","L 1-3",4,NA,48,18,104,0.288,48,10,20,28,7,1,28,4,73,2
"2023-2024","01/20/2024","UC Santa Barbara","Big West","BYU","L 0-3",3,NA,32,14,72,0.25,29,3,12,15,4,2,9,3,41.5,NA
"2023-2024","01/25/2024","UC Santa Barbara","Big West","@ UCLA","W 3-2",5,NA,66,25,140,0.293,62,9,17,44,6,3,12,NA,84,1
"2023-2024","01/31/2024","UC Santa Barbara","Big West","@ Princeton","L 1-3",4,NA,41,18,113,0.204,37,7,19,30,10,2,18,NA,59,NA
"2023-2024","02/02/2024","UC Santa Barbara","Big West","Daemen @Cambridge, MA","L 2-3",5,NA,54,21,132,0.25,53,5,27,36,3,NA,12,NA,65,NA
"2023-2024","02/03/2024","UC Santa Barbara","Big West","@ Harvard","W 3-0",3,NA,36,13,85,0.271,33,3,14,28,1,5,14,3,51,NA
"2023-2024","02/08/2024","UC Santa Barbara","Big West","Pepperdine","L 2-3",5,NA,53,21,114,0.281,52,5,18,35,3,2,12,2,66,2
"2023-2024","02/10/2024","UC Santa Barbara","Big West","@ Pepperdine","L 0-3",3,NA,29,19,75,0.133,28,4,8,19,2,1,2,5,35,NA
"2023-2024","02/15/2024","UC Santa Barbara","Big West","@ Cal Lutheran","W 3-1",4,NA,53,16,111,0.333,52,3,20,35,2,NA,9,NA,60.5,1
"2023-2024","02/23/2024","UC Santa Barbara","Big West","@ UC San Diego","L 1-3",4,NA,45,22,120,0.192,43,7,22,36,4,1,12,2,59,NA
"2023-2024","02/29/2024","UC Santa Barbara","Big West","@ CUI","W 3-2",5,NA,56,22,124,0.274,53,8,20,37,6,1,23,1,76.5,NA
"2023-2024","03/02/2024","UC Santa Barbara","Big West","Charleston (WV)","W 3-0",3,NA,30,13,66,0.258,28,8,16,20,3,2,13,2,46.5,NA
"2023-2024","03/08/2024","UC Santa Barbara","Big West","@ Long Beach St.","L 1-3",4,NA,49,12,111,0.333,48,4,20,31,3,NA,9,2,57.5,NA
"2023-2024","03/09/2024","UC Santa Barbara","Big West","Long Beach St.","L 2-3",5,NA,62,24,147,0.259,59,2,17,54,3,NA,14,6,71,NA
"2023-2024","03/13/2024","UC Santa Barbara","Big West","@ UC Irvine","L 0-3",3,NA,34,15,84,0.226,33,1,10,24,9,NA,13,2,41.5,NA
"2023-2024","03/15/2024","UC Santa Barbara","Big West","UC Irvine","L 0-3",3,NA,35,17,98,0.184,33,1,8,29,5,2,8,3,42,NA
"2023-2024","03/29/2024","UC Santa Barbara","Big West","@ Hawaii","L 0-3",3,NA,38,15,92,0.25,36,7,15,24,3,NA,4,1,47,NA
"2023-2024","03/30/2024","UC Santa Barbara","Big West","@ Hawaii","L 2-3",5,NA,59,28,NA,0.194,57,4,20,45,5,1,13,NA,70.5,NA
"2023-2024","04/05/2024","UC Santa Barbara","Big West","UC San Diego","W 3-2",5,NA,56,25,133,0.233,54,9,20,54,2,NA,8,3,69,NA
"2023-2024","04/12/2024","UC Santa Barbara","Big West","CSUN","W 3-1",4,NA,55,14,104,0.394,54,14,20,30,6,NA,7,NA,72.5,NA
"2023-2024","04/13/2024","UC Santa Barbara","Big West","@ CSUN","L 1-3",4,NA,48,20,99,0.283,45,4,19,19,12,1,12,NA,59,NA
"2023-2024","04/18/2024","UC Santa Barbara","Big West","@#3 Hawaii 2024 Big West MVB Tournament","L 1-3",4,NA,48,22,108,0.241,42,3,28,27,6,NA,16,1,59,NA
"2023-2024","01/12/2024","Barton","Conference Carolinas","FDU @Atlantic City, NJ","L 1-3",4,NA,43,23,99,0.202,39,9,11,30,7,2,16,2,62,NA
