"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2024-2025","04/23/2025","Harvard","EIVA","#3 Penn St. @Princeton, NJ (2025 MVB EIVA Tournament)","L 0-3",3,NA,34,20,80,0.175,31,3,17,17,7,2,10,2,44,NA
"2024-2025","01/10/2025","NJIT","EIVA","Grand Canyon","L 1-3",4,NA,58,23,142,0.246,54,2,20,43,4,2,13,1,68.5,1
"2024-2025","01/11/2025","NJIT","EIVA","Grand Canyon","L 1-3",4,NA,43,21,92,0.239,41,1,15,25,7,1,9,2,49.5,NA
"2024-2025","01/17/2025","NJIT","EIVA","Roberts Wesleyan","W 3-0",3,NA,43,5,75,NA,41,2,10,25,2,NA,12,2,51,NA
"2024-2025","01/24/2025","NJIT","EIVA","Queens (NC)","W 3-2",5,NA,63,19,122,0.361,57,4,19,41,7,NA,14,NA,74,2
"2024-2025","01/25/2025","NJIT","EIVA","Saint Francis","W 3-0",3,NA,41,9,79,0.405,37,4,12,27,4,NA,6,1,48,NA
"2024-2025","01/31/2025","NJIT","EIVA","@ LIU","W 3-0",3,NA,43,13,80,0.375,39,8,10,27,2,1,10,NA,57,NA
"2024-2025","02/01/2025","NJIT","EIVA","Dominican (NY)","W 3-0",3,NA,33,13,63,0.317,29,9,12,19,1,2,14,NA,51,NA
"2024-2025","02/07/2025","NJIT","EIVA","George Mason","W 3-2",5,NA,62,26,131,0.275,60,7,21,55,8,2,16,3,79,NA
"2024-2025","02/14/2025","NJIT","EIVA","Princeton","L 1-3",4,NA,43,19,101,0.238,40,7,22,23,5,4,13,3,60.5,1
"2024-2025","02/21/2025","NJIT","EIVA","Penn St.","W 3-0",3,NA,44,14,79,0.38,44,8,20,22,3,1,6,NA,56,NA
"2024-2025","02/22/2025","NJIT","EIVA","Penn St.","L 1-3",4,NA,52,20,119,0.269,51,2,17,29,2,NA,9,2,58.5,NA
"2024-2025","02/28/2025","NJIT","EIVA","@ Princeton","L 1-3",4,NA,34,31,94,0.032,31,4,13,23,7,2,12,NA,46,NA
"2024-2025","03/02/2025","NJIT","EIVA","Lincoln Memorial","L 0-3",3,NA,33,27,101,0.059,32,6,11,26,2,1,14,1,47,NA
"2024-2025","03/07/2025","NJIT","EIVA","Ohio St.","L 0-3",3,NA,23,19,63,0.063,22,1,15,17,9,NA,14,NA,31,NA
"2024-2025","03/08/2025","NJIT","EIVA","Ohio St.","L 0-3",3,NA,32,20,82,0.146,30,2,9,23,5,NA,10,1,39,NA
"2024-2025","03/11/2025","NJIT","EIVA","@ St. Thomas Aquinas","L 2-3",5,NA,48,31,136,0.125,47,3,9,36,3,2,16,NA,61,NA
"2024-2025","03/14/2025","NJIT","EIVA","@ George Mason","L 1-3",4,NA,46,19,94,0.287,45,3,15,24,9,8,NA,NA,57,NA
"2024-2025","03/21/2025","NJIT","EIVA","@ Long Beach St.","L 1-3",4,NA,34,28,100,0.06,32,2,14,28,8,NA,8,1,40,NA
"2024-2025","03/22/2025","NJIT","EIVA","@ Long Beach St.","L 0-3",3,NA,21,18,68,0.044,20,3,9,15,7,NA,8,3,28,NA
"2024-2025","03/29/2025","NJIT","EIVA","D'Youville","W 3-0",3,NA,44,10,82,0.415,40,4,9,30,2,1,4,1,51,NA
"2024-2025","04/04/2025","NJIT","EIVA","@ Charleston (WV)","W 3-1",4,NA,47,12,108,0.324,41,5,16,36,4,4,14,NA,63,NA
"2024-2025","04/05/2025","NJIT","EIVA","@ Charleston (WV)","W 3-0",3,NA,47,14,97,0.34,45,1,15,28,1,5,17,NA,61.5,NA
"2024-2025","04/11/2025","NJIT","EIVA","@ Sacred Heart","W 3-1",4,NA,47,21,108,0.241,46,7,18,41,6,7,24,1,73,NA
"2024-2025","04/12/2025","NJIT","EIVA","@ Sacred Heart","W 3-0",3,NA,37,8,85,0.341,37,5,11,26,4,3,18,5,54,NA
"2024-2025","04/18/2025","NJIT","EIVA","Harvard","W 3-0",3,NA,34,9,67,0.373,32,5,12,21,3,3,11,2,47.5,NA
"2024-2025","04/19/2025","NJIT","EIVA","Harvard","W 3-1",4,NA,46,10,97,0.371,44,2,15,26,7,3,20,2,61,NA
"2024-2025","04/24/2025","NJIT","EIVA","#3 Penn St. @Princeton, NJ (2025 MVB EIVA Tournament)","L 0-3",3,NA,38,15,78,0.295,38,1,11,19,5,2,15,2,48.5,NA
"2024-2025","01/10/2025","Penn St.","EIVA","@ Loyola Chicago","L 1-3",4,NA,39,16,89,0.258,36,3,24,30,9,2,21,2,54.5,NA
"2024-2025","01/11/2025","Penn St.","EIVA","@ Lewis","L 0-3",3,NA,33,16,72,0.236,31,3,19,20,8,NA,6,1,39,NA
"2024-2025","01/17/2025","Penn St.","EIVA","UCLA @Austin, TX","L 0-3",3,NA,22,22,60,NA,18,4,21,10,5,1,8,NA,31,NA
"2024-2025","01/18/2025","Penn St.","EIVA","Stanford @Austin, TX","L 1-3",4,NA,38,23,108,0.139,35,5,NA,31,6,1,22,1,55,NA
"2024-2025","01/23/2025","Penn St.","EIVA","Ohio St.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/26/2025","Penn St.","EIVA","@ Ohio St.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/31/2025","Penn St.","EIVA","UCLA @Columbus, OH","L 0-3",3,NA,27,16,64,0.172,26,5,15,16,6,1,6,1,36,NA
"2024-2025","02/01/2025","Penn St.","EIVA","Southern California @Columbus, OH","L 1-3",4,NA,52,16,109,0.33,50,5,16,35,4,2,7,2,62.5,NA
"2024-2025","02/07/2025","Penn St.","EIVA","@ Harvard","L 0-3",3,NA,29,18,77,0.143,28,1,15,22,7,2,5,1,34.5,1
"2024-2025","02/08/2025","Penn St.","EIVA","@ Harvard","W 3-0",3,NA,36,18,85,0.212,32,4,6,24,3,3,18,2,52,NA
"2024-2025","02/14/2025","Penn St.","EIVA","@ Saint Francis","W 3-0",3,NA,29,10,68,0.279,27,3,12,21,2,5,14,NA,44,NA
"2024-2025","02/15/2025","Penn St.","EIVA","Saint Francis","W 3-0",3,NA,37,14,67,0.343,35,5,12,25,4,1,8,1,47,NA
"2024-2025","02/21/2025","Penn St.","EIVA","@ NJIT","L 0-3",3,NA,32,15,70,0.243,32,3,11,16,8,3,6,NA,41,1
"2024-2025","02/22/2025","Penn St.","EIVA","@ NJIT","W 3-1",4,NA,57,23,117,0.291,54,2,16,34,2,1,23,3,71.5,1
"2024-2025","02/28/2025","Penn St.","EIVA","Merrimack","W 3-1",4,NA,46,13,98,0.337,44,6,18,27,7,5,14,2,64,NA
"2024-2025","03/08/2025","Penn St.","EIVA","@ Grand Canyon","L 0-3",3,NA,26,18,78,0.103,19,2,13,22,8,1,8,NA,33,NA
"2024-2025","03/09/2025","Penn St.","EIVA","@ Grand Canyon","L 0-3",3,NA,34,18,95,0.168,32,3,11,33,2,1,19,NA,47.5,NA
"2024-2025","03/13/2025","Penn St.","EIVA","Southern California @Honolulu, HI","L 0-3",3,NA,28,31,86,-0.035,26,7,8,16,6,1,21,NA,46.5,NA
"2024-2025","03/14/2025","Penn St.","EIVA","@ Hawaii","L 0-3",3,NA,25,21,81,0.049,24,1,8,22,6,NA,4,2,28,NA
"2024-2025","03/15/2025","Penn St.","EIVA","Ball St. @Honolulu, HI","L 2-3",5,NA,52,23,120,0.242,50,5,17,32,9,2,10,NA,64,NA
"2024-2025","03/28/2025","Penn St.","EIVA","Charleston (WV)","W 3-0",3,NA,37,10,73,0.37,35,5,15,19,3,2,14,3,51,NA
"2024-2025","03/29/2025","Penn St.","EIVA","Charleston (WV)","L 1-3",4,NA,61,19,133,0.316,61,7,11,33,4,3,19,4,80.5,NA
"2024-2025","04/04/2025","Penn St.","EIVA","Sacred Heart","W 3-0",3,NA,36,12,80,0.3,31,6,14,26,2,1,13,4,49.5,NA
"2024-2025","04/05/2025","Penn St.","EIVA","Sacred Heart","W 3-1",4,NA,57,15,100,0.42,53,6,14,27,6,2,18,2,74,NA
"2024-2025","04/11/2025","Penn St.","EIVA","@ George Mason","W 3-2",5,NA,56,21,122,0.287,54,4,17,47,3,1,16,1,69,NA
"2024-2025","04/12/2025","Penn St.","EIVA","@ George Mason","W 3-2",5,NA,71,NA,NA,0.231,68,7,19,49,7,1,33,1,NA,NA
"2024-2025","04/18/2025","Penn St.","EIVA","Princeton","L 1-3",4,NA,46,31,131,0.115,43,3,15,45,4,1,20,1,60,NA
"2024-2025","04/19/2025","Penn St.","EIVA","Princeton","W 3-0",3,NA,40,12,76,0.368,39,11,14,18,2,NA,9,1,55.5,NA
"2024-2025","04/23/2025","Penn St.","EIVA","#6 Harvard @Princeton, NJ (2025 MVB EIVA Tournament)","W 3-0",3,NA,36,16,76,0.263,34,7,13,24,3,1,14,NA,51,NA
"2024-2025","04/24/2025","Penn St.","EIVA","#2 NJIT @Princeton, NJ (2025 MVB EIVA Tournament)","W 3-0",3,NA,44,14,85,0.353,43,5,10,14,1,1,21,2,60.5,NA
"2024-2025","04/26/2025","Penn St.","EIVA","@#1 Princeton 2025 MVB EIVA Tournament","W 3-0",3,NA,45,16,100,0.29,40,5,7,34,7,NA,16,1,58,1
"2024-2025","05/02/2025","Penn St.","EIVA","@#7 Daemen 2025 NC MVB NCAA Tournament","W 3-0",3,NA,33,7,71,0.366,33,8,13,26,7,3,7,1,47.5,NA
"2024-2025","05/08/2025","Penn St.","EIVA","#2 Hawaii @Columbus, OH (2025 NC MVB NCAA Tournament)","L 1-3",4,NA,48,24,114,0.211,43,4,10,37,10,NA,17,1,60.5,NA
"2024-2025","01/11/2025","Princeton","EIVA","@ Southern California","L 0-3",3,NA,32,20,96,0.125,30,1,10,34,2,1,5,1,36.5,NA
"2024-2025","01/15/2025","Princeton","EIVA","@ Hawaii","L 1-3",4,NA,42,13,81,0.358,40,6,17,15,NA,1,10,2,54,NA
"2024-2025","01/17/2025","Princeton","EIVA","@ Hawaii","L 0-3",3,NA,29,19,74,0.135,28,NA,8,20,9,1,15,1,37.5,NA
"2024-2025","01/24/2025","Princeton","EIVA","Saint Francis","W 3-2",5,NA,47,19,96,0.292,45,7,NA,41,11,1,3,3,56.5,NA
"2024-2025","01/26/2025","Princeton","EIVA","Queens (NC)","W 3-0",3,NA,37,9,66,0.424,35,7,16,20,3,1,4,NA,47,1
"2024-2025","01/31/2025","Princeton","EIVA","FDU","W 3-0",3,NA,32,8,59,0.407,31,9,16,21,4,2,18,NA,52,NA
"2024-2025","02/07/2025","Princeton","EIVA","LIU","L 1-3",4,NA,49,29,134,0.149,43,3,14,50,4,2,17,NA,62.5,1
"2024-2025","02/14/2025","Princeton","EIVA","@ NJIT","W 3-1",4,NA,50,17,96,0.344,48,5,17,31,7,2,17,NA,65.5,NA
"2024-2025","02/21/2025","Princeton","EIVA","@ Charleston (WV)","L 1-3",4,NA,53,18,119,0.294,52,7,22,32,6,2,12,NA,68,NA
"2024-2025","02/22/2025","Princeton","EIVA","@ Charleston (WV)","W 3-1",4,NA,54,18,109,0.33,51,6,16,35,3,9,10,NA,74,NA
"2024-2025","02/28/2025","Princeton","EIVA","NJIT","W 3-1",4,NA,43,17,83,0.313,36,7,18,22,4,4,23,NA,65.5,NA
"2024-2025","03/01/2025","Princeton","EIVA","Lincoln Memorial","L 0-3",3,NA,33,12,82,0.256,30,2,15,20,7,2,9,NA,41.5,NA
"2024-2025","03/10/2025","Princeton","EIVA","@ UC San Diego","L 1-3",4,NA,39,17,90,0.244,36,2,20,24,10,1,16,NA,50,1
"2024-2025","03/12/2025","Princeton","EIVA","@ CSUN","L 1-3",4,NA,54,22,101,0.317,52,4,19,27,3,3,6,NA,64,NA
"2024-2025","03/15/2025","Princeton","EIVA","@ Long Beach St.","L 0-3",3,NA,27,15,74,0.162,26,1,13,18,8,1,13,NA,35.5,NA
"2024-2025","03/22/2025","Princeton","EIVA","Daemen","W 3-1",4,NA,47,13,95,0.358,43,12,18,26,6,1,15,NA,67.5,NA
"2024-2025","03/28/2025","Princeton","EIVA","@ Sacred Heart","W 3-1",4,NA,42,25,106,0.16,41,4,15,41,1,2,20,2,58,NA
"2024-2025","03/29/2025","Princeton","EIVA","@ Sacred Heart","W 3-0",3,NA,37,10,75,0.36,33,6,9,27,4,1,14,NA,51,NA
"2024-2025","04/04/2025","Princeton","EIVA","George Mason","W 3-1",4,NA,53,15,114,0.333,51,8,16,48,4,2,NA,NA,86,NA
"2024-2025","04/05/2025","Princeton","EIVA","George Mason","W 3-0",3,NA,38,14,74,0.324,33,5,14,31,3,4,10,NA,52,NA
"2024-2025","04/11/2025","Princeton","EIVA","Harvard","W 3-0",3,NA,51,13,97,0.392,48,4,16,27,3,4,7,NA,62.5,NA
"2024-2025","04/12/2025","Princeton","EIVA","Harvard","W 3-2",5,NA,51,26,122,0.205,47,6,16,34,10,5,8,NA,66,NA
"2024-2025","04/18/2025","Princeton","EIVA","@ Penn St.","W 3-1",4,NA,49,23,121,0.215,46,4,18,40,3,2,32,NA,71,NA
"2024-2025","04/19/2025","Princeton","EIVA","@ Penn St.","L 0-3",3,NA,31,11,62,0.323,29,2,12,20,11,NA,10,NA,38,1
"2024-2025","04/24/2025","Princeton","EIVA","#4 George Mason 2025 MVB EIVA Tournament","W 3-1",4,NA,60,19,115,0.357,57,7,20,29,3,NA,26,5,80,NA
"2024-2025","04/26/2025","Princeton","EIVA","#3 Penn St. 2025 MVB EIVA Tournament","L 0-3",3,NA,32,18,88,0.159,31,7,9,28,5,2,9,3,45.5,NA
"2024-2025","01/17/2025","Sacred Heart","EIVA","@ FDU","W 3-2",5,NA,55,25,125,0.24,50,4,17,42,6,3,12,5,68,NA
"2024-2025","01/21/2025","Sacred Heart","EIVA","American Int'l","W 3-0",3,NA,35,8,65,0.415,31,10,11,25,NA,3,6,2,51,NA
"2024-2025","01/26/2025","Sacred Heart","EIVA","LIU","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024-2025","01/31/2025","Sacred Heart","EIVA","Dominican (NY)","W 3-0",3,NA,33,8,70,0.357,31,7,14,35,1,2,12,NA,48,NA
"2024-2025","02/01/2025","Sacred Heart","EIVA","Merrimack","L 1-3",4,NA,41,22,98,0.194,39,2,26,25,5,1,8,4,48,NA
"2024-2025","02/08/2025","Sacred Heart","EIVA","Charleston (WV)","L 0-3",3,NA,34,13,88,0.239,34,2,14,24,5,5,12,NA,47,NA
"2024-2025","02/09/2025","Sacred Heart","EIVA","Charleston (WV)","L 1-3",4,NA,33,18,97,0.155,33,2,10,21,7,4,18,NA,48,NA
"2024-2025","02/14/2025","Sacred Heart","EIVA","@ George Mason","L 0-3",3,NA,33,14,81,0.235,28,9,11,23,6,4,2,NA,47,NA
"2024-2025","02/15/2025","Sacred Heart","EIVA","@ George Mason","L 1-3",4,NA,45,21,99,0.242,42,5,26,27,9,1,2,NA,52,NA
"2024-2025","02/22/2025","Sacred Heart","EIVA","@ Harvard","L 0-3",3,NA,21,23,82,-0.024,21,1,14,22,6,NA,7,2,25.5,NA
"2024-2025","02/23/2025","Sacred Heart","EIVA","@ Harvard","L 0-3",3,NA,30,20,71,0.141,30,1,16,12,5,NA,13,NA,37.5,NA
"2024-2025","03/03/2025","Sacred Heart","EIVA","@ CSUN","L 0-3",3,NA,28,20,68,0.118,28,6,11,12,6,1,2,1,36,NA
"2024-2025","03/05/2025","Sacred Heart","EIVA","@ UC San Diego","L 0-3",3,NA,22,14,67,0.119,20,6,11,24,6,2,4,NA,32,NA
"2024-2025","03/07/2025","Sacred Heart","EIVA","@ Long Beach St.","L 0-3",3,NA,30,8,75,0.293,25,1,16,22,12,NA,4,1,33,NA
"2024-2025","03/08/2025","Sacred Heart","EIVA","@ UC Irvine","L 0-3",3,NA,23,19,72,0.056,20,2,10,18,10,1,7,NA,29.5,NA
"2024-2025","03/15/2025","Sacred Heart","EIVA","FDU","W 3-1",4,NA,40,17,94,0.245,38,2,20,30,1,3,22,2,56,NA
"2024-2025","03/21/2025","Sacred Heart","EIVA","@ Merrimack","W 3-1",4,NA,41,14,118,0.229,36,7,16,45,NA,1,11,NA,54.5,NA
"2024-2025","03/22/2025","Sacred Heart","EIVA","St. Thomas Aquinas","W 3-2",5,NA,54,27,131,0.206,51,NA,17,45,8,NA,14,1,77,NA
"2024-2025","03/28/2025","Sacred Heart","EIVA","Princeton","L 1-3",4,NA,48,23,124,0.202,45,1,28,32,4,3,18,3,61,NA
"2024-2025","03/29/2025","Sacred Heart","EIVA","Princeton","L 0-3",3,NA,25,22,78,0.038,25,4,9,20,6,1,6,NA,33,NA
"2024-2025","04/04/2025","Sacred Heart","EIVA","@ Penn St.","L 0-3",3,NA,33,18,86,0.174,32,2,14,24,6,1,16,NA,44,NA
"2024-2025","04/05/2025","Sacred Heart","EIVA","@ Penn St.","L 1-3",4,NA,44,21,103,0.223,42,6,16,21,6,2,15,5,59.5,NA
"2024-2025","04/11/2025","Sacred Heart","EIVA","NJIT","L 1-3",4,NA,31,28,108,0.028,28,6,16,29,7,4,10,1,46,NA
"2024-2025","04/12/2025","Sacred Heart","EIVA","NJIT","L 0-3",3,NA,34,20,89,0.157,34,4,12,25,5,1,4,3,41,NA
"2024-2025","01/03/2025","Ball St.","MIVA","Wabash","W 3-0",3,NA,40,7,68,0.485,36,10,12,14,1,1,10,2,56,NA
"2024-2025","01/05/2025","Ball St.","MIVA","Trine","W 3-0",3,NA,39,8,70,0.443,33,9,12,21,NA,NA,9,1,52.5,NA
"2024-2025","01/10/2025","Ball St.","MIVA","@ Stanford","W 3-0",3,NA,42,5,90,0.411,39,4,10,25,5,1,11,4,52.5,NA
"2024-2025","01/11/2025","Ball St.","MIVA","@ Stanford","L 0-3",3,NA,36,13,85,0.271,34,4,14,15,5,1,16,2,49,NA
"2024-2025","01/16/2025","Ball St.","MIVA","BYU","L 2-3",5,NA,47,23,137,0.175,38,6,20,44,3,3,20,NA,66,NA
"2024-2025","01/17/2025","Ball St.","MIVA","BYU","L 2-3",5,NA,63,25,147,0.259,59,4,16,38,3,NA,23,1,78.5,NA
"2024-2025","01/23/2025","Ball St.","MIVA","Lees-McRae","W 3-0",3,NA,38,8,72,0.417,35,5,10,29,NA,3,21,1,56.5,NA
"2024-2025","01/24/2025","Ball St.","MIVA","Maryville (MO)","W 3-0",3,NA,46,7,76,0.513,43,5,6,27,1,1,15,2,59.5,NA
"2024-2025","01/30/2025","Ball St.","MIVA","Tusculum","W 3-0",3,NA,39,11,76,0.368,33,7,8,26,2,1,14,NA,54,NA
"2024-2025","01/31/2025","Ball St.","MIVA","Tusculum","W 3-0",3,NA,38,11,72,0.375,32,6,16,18,NA,NA,17,2,52.5,NA
"2024-2025","02/06/2025","Ball St.","MIVA","Purdue Fort Wayne","W 3-2",5,NA,64,19,127,0.354,61,7,18,32,9,4,16,1,83,NA
"2024-2025","02/13/2025","Ball St.","MIVA","Lewis","W 3-1",4,NA,59,18,121,0.339,55,3,12,42,6,NA,20,NA,72,NA
"2024-2025","02/14/2025","Ball St.","MIVA","Lewis","L 2-3",5,NA,62,16,117,0.393,58,4,19,39,9,2,26,1,81,NA
"2024-2025","02/20/2025","Ball St.","MIVA","@ Lindenwood","W 3-0",3,NA,32,7,57,0.439,32,6,9,13,4,7,13,1,51.5,NA
"2024-2025","02/22/2025","Ball St.","MIVA","@ McKendree","L 2-3",5,NA,62,27,156,0.224,60,3,14,60,2,2,11,2,72.5,NA
"2024-2025","02/27/2025","Ball St.","MIVA","Ohio St.","W 3-2",5,NA,49,15,101,0.337,45,7,23,38,7,NA,18,NA,65,NA
"2024-2025","03/01/2025","Ball St.","MIVA","Lindenwood","W 3-1",4,NA,55,15,114,0.351,51,4,15,32,6,2,10,NA,66,NA
"2024-2025","03/04/2025","Ball St.","MIVA","@ Quincy","W 3-1",4,NA,53,22,122,0.254,51,7,14,42,5,7,6,1,70,NA
"2024-2025","03/07/2025","Ball St.","MIVA","Loyola Chicago","L 1-3",4,NA,52,24,111,0.252,42,1,14,31,2,NA,13,1,59.5,NA
"2024-2025","03/13/2025","Ball St.","MIVA","@ Hawaii","L 0-3",3,NA,30,16,77,0.182,29,2,10,22,7,2,10,3,39,NA
"2024-2025","03/14/2025","Ball St.","MIVA","Southern California @Honolulu, HI","L 0-3",3,NA,33,13,79,0.253,32,NA,7,17,5,1,9,2,38.5,NA
"2024-2025","03/15/2025","Ball St.","MIVA","Penn St. @Honolulu, HI","W 3-2",5,NA,55,20,118,0.297,51,9,15,39,5,1,14,5,72,NA
"2024-2025","03/20/2025","Ball St.","MIVA","@ Queens (NC)","W 3-2",5,NA,NA,16,146,0.384,65,8,18,57,3,2,15,3,89.5,NA
"2024-2025","03/22/2025","Ball St.","MIVA","@ Queens (NC)","W 3-1",4,NA,62,16,115,0.4,60,4,13,43,7,2,20,2,78,NA
"2024-2025","03/28/2025","Ball St.","MIVA","Quincy","L 2-3",5,NA,54,20,119,0.286,49,7,13,36,8,4,14,4,72,NA
"2024-2025","03/29/2025","Ball St.","MIVA","McKendree","W 3-1",4,NA,58,17,122,0.336,57,5,14,36,1,3,19,1,75.5,NA
"2024-2025","04/03/2025","Ball St.","MIVA","@ Ohio St.","L 1-3",4,NA,49,16,105,0.314,47,6,7,34,11,1,13,1,62.5,NA
"2024-2025","04/05/2025","Ball St.","MIVA","@ Purdue Fort Wayne","L 1-3",4,NA,44,22,108,0.204,41,2,16,32,11,NA,11,5,51.5,NA
"2024-2025","04/12/2025","Ball St.","MIVA","@ Loyola Chicago","L 1-3",4,NA,52,20,118,0.271,47,1,17,34,8,3,19,1,65.5,NA
"2024-2025","04/19/2025","Ball St.","MIVA","@#4 Lewis 2025 MVB MIVA Tournament","L 2-3",5,NA,55,25,133,0.226,51,5,11,46,5,2,11,4,67.5,NA
"2024-2025","01/10/2025","Lewis","MIVA","Maryville (MO)","W 3-0",3,NA,43,9,87,0.391,41,4,11,31,3,NA,15,NA,54.5,NA
"2024-2025","01/11/2025","Lewis","MIVA","Penn St.","W 3-0",3,NA,32,8,65,0.369,30,8,8,20,3,2,15,1,49.5,NA
"2024-2025","01/14/2025","Lewis","MIVA","Roosevelt","W 3-0",3,NA,41,6,74,0.473,40,5,9,27,6,NA,16,1,54,NA
"2024-2025","01/17/2025","Lewis","MIVA","Rockhurst","W 3-0",3,NA,40,15,83,0.301,34,7,8,30,2,1,5,2,50.5,NA
"2024-2025","01/18/2025","Lewis","MIVA","Long Beach St.","L 1-3",4,NA,50,16,120,0.283,46,3,10,41,8,1,11,1,59.5,NA
"2024-2025","01/24/2025","Lewis","MIVA","Mount Olive","W 3-2",5,NA,71,23,146,0.329,67,9,22,47,6,2,13,2,88.5,NA
"2024-2025","01/25/2025","Lewis","MIVA","Missouri S&T","W 3-0",3,NA,45,5,72,NA,41,4,10,39,3,NA,10,2,54,NA
"2024-2025","01/31/2025","Lewis","MIVA","@ UC Santa Barbara","W 3-1",4,NA,47,16,113,0.274,45,5,15,48,8,1,17,3,61.5,NA
"2024-2025","02/01/2025","Lewis","MIVA","@ Pepperdine","L 0-3",3,NA,31,14,69,0.246,28,3,10,20,8,4,NA,1,38,NA
"2024-2025","02/05/2025","Lewis","MIVA","Lindenwood","W 3-1",4,NA,60,16,119,0.37,54,4,15,40,NA,1,8,2,69,NA
"2024-2025","02/08/2025","Lewis","MIVA","McKendree","L 1-3",4,NA,62,14,143,0.336,61,3,17,41,6,1,7,2,69.5,NA
"2024-2025","02/13/2025","Lewis","MIVA","@ Ball St.","L 1-3",4,NA,45,20,112,0.223,41,6,11,30,3,NA,11,NA,56.5,1
"2024-2025","02/14/2025","Lewis","MIVA","@ Ball St.","W 3-2",5,NA,47,22,120,0.208,44,9,12,32,4,NA,18,NA,65,NA
"2024-2025","02/21/2025","Lewis","MIVA","Quincy","W 3-2",5,NA,55,22,137,0.241,53,6,14,58,11,3,20,2,74,NA
"2024-2025","02/22/2025","Lewis","MIVA","Purdue Fort Wayne","W 3-2",5,NA,57,15,121,0.347,45,12,13,42,4,2,32,1,87,NA
"2024-2025","02/27/2025","Lewis","MIVA","@ Loyola Chicago","W 3-1",4,NA,47,13,98,0.347,47,8,15,40,5,2,21,1,67.5,NA
"2024-2025","03/01/2025","Lewis","MIVA","@ Quincy","W 3-2",5,NA,54,19,104,0.337,49,9,20,30,6,8,2,1,72,1
"2024-2025","03/06/2025","Lewis","MIVA","@ Emmanuel (GA)","W 3-1",4,NA,57,7,91,0.549,50,7,28,32,4,NA,12,1,70,NA
"2024-2025","03/08/2025","Lewis","MIVA","Morehouse @Fort Valley, GA","W 3-0",3,NA,40,10,71,0.423,34,12,12,30,1,1,10,NA,58,NA
"2024-2025","03/08/2025","Lewis","MIVA","@ Fort Valley St.","W 3-0",3,NA,42,7,81,0.432,39,4,9,34,1,2,19,NA,57.5,NA
"2024-2025","03/13/2025","Lewis","MIVA","@ Lindenwood","L 1-3",4,NA,43,12,91,0.341,42,3,18,23,8,3,4,1,51,NA
"2024-2025","03/15/2025","Lewis","MIVA","@ McKendree","L 2-3",5,NA,63,22,137,0.299,62,3,17,59,6,2,12,2,74,NA
"2024-2025","03/20/2025","Lewis","MIVA","CSUN","L 2-3",5,NA,60,12,137,0.35,50,8,21,39,11,NA,22,NA,79,NA
"2024-2025","03/22/2025","Lewis","MIVA","Ohio St.","W 3-2",5,NA,52,25,134,0.201,45,5,13,52,4,1,30,2,73,NA
"2024-2025","03/27/2025","Lewis","MIVA","Queens (NC)","W 3-0",3,NA,46,14,98,0.327,37,11,10,40,3,NA,12,2,63,NA
"2024-2025","03/29/2025","Lewis","MIVA","Queens (NC)","W 3-2",5,NA,55,23,121,0.264,46,7,13,45,8,1,18,1,72,NA
"2024-2025","04/03/2025","Lewis","MIVA","@ Purdue Fort Wayne","W 3-0",3,NA,40,5,69,0.507,38,6,11,19,2,NA,21,NA,56.5,NA
"2024-2025","04/05/2025","Lewis","MIVA","@ Ohio St.","L 1-3",4,NA,50,17,124,0.266,50,6,18,40,4,2,30,4,73,NA
"2024-2025","04/10/2025","Lewis","MIVA","Loyola Chicago","W 3-0",3,NA,46,6,79,0.506,44,5,11,20,4,2,15,1,60.5,NA
"2024-2025","04/19/2025","Lewis","MIVA","#5 Ball St. 2025 MVB MIVA Tournament","W 3-2",5,NA,60,18,134,0.313,53,5,21,41,5,2,28,NA,81,NA
"2024-2025","04/23/2025","Lewis","MIVA","@#1 Loyola Chicago 2025 MVB MIVA Tournament","L 0-3",3,NA,31,9,71,0.31,30,2,12,26,6,1,9,3,38.5,NA
"2024-2025","01/10/2025","Lindenwood","MIVA","Rockhurst","W 3-0",3,NA,49,12,96,0.385,44,4,19,31,1,5,2,NA,59,NA
"2024-2025","01/15/2025","Lindenwood","MIVA","Long Beach St.","L 0-3",3,NA,36,13,71,0.324,34,2,15,20,2,2,NA,NA,40,NA
"2024-2025","01/17/2025","Lindenwood","MIVA","UC San Diego @Northridge, CA","L 1-3",4,NA,42,30,117,0.103,39,9,20,34,5,2,10,2,58,NA
"2024-2025","01/18/2025","Lindenwood","MIVA","@ CSUN","L 1-3",4,NA,44,22,120,0.183,43,4,9,37,3,NA,15,NA,55.5,NA
"2024-2025","01/26/2025","Lindenwood","MIVA","Charleston (WV)","W 3-0",3,NA,39,6,67,0.493,37,7,14,20,NA,2,10,NA,53,NA
"2024-2025","02/01/2025","Lindenwood","MIVA","Maryville (MO)","W 3-1",4,NA,71,16,122,0.451,64,8,15,48,6,4,4,NA,85,NA
