"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",2,"Sylvia Lawson","S",3,0,4,2,7,0.286,18,0,0,0,0,0,0,0,0,4,0
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",17,"Chloe Salcedo","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",14,"Bryanne Soares","S",3,0,1,0,3,0.333,14,1,1,3,0,0,0,0,0,2,0
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",1,"Jeslyn Spencer","OH",2,0,1,1,12,0,0,1,0,6,5,0,1,0,0.5,2.5,0
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",13,"Sarah Thiessen","L/DS",3,0,0,0,0,0,4,4,0,14,1,0,0,0,0,4,0
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",9,"Aixa Vigil","OH",3,0,11,3,26,0.308,0,2,0,8,0,0,0,0,0,13,0
"Oral Roberts","2021-2022",2021-02-07,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",7,"Jaxie Wakley","MB",3,0,12,0,19,0.632,2,0,2,4,0,0,3,1,2.5,13.5,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",15,"Morgan Blomquist","MB",5,0,4,3,16,0.063,1,0,0,0,0,0,0,1,1,4,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",6,"Kaia Dunford","OH",5,0,10,2,41,0.195,1,1,1,25,0,0,2,0,1,12,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",4,"Sakira LaCour","MB",4,0,5,2,16,0.188,1,2,1,3,0,1,1,0,1.5,8.5,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",2,"Sylvia Lawson","S",3,0,2,0,7,0.286,11,0,0,2,0,0,0,0,0,2,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",17,"Chloe Salcedo","DS",4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",14,"Bryanne Soares","S",5,0,0,1,7,-0.143,35,1,2,9,0,0,0,0,0,1,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",1,"Jeslyn Spencer","OH",3,0,10,9,39,0.026,0,0,2,10,1,0,0,0,0,10,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",13,"Sarah Thiessen","L/DS",5,0,0,0,3,0,7,1,3,36,0,0,0,0,0,1,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",9,"Aixa Vigil","OH",5,0,16,3,42,0.31,0,0,0,13,0,0,0,0,0,16,0
"Oral Roberts","2021-2022",2021-02-08,"Oral Roberts","Summit League","Western Ill.","Summit League","Away",7,"Jaxie Wakley","MB",5,0,12,8,31,0.129,0,1,0,5,0,0,3,0,1.5,14.5,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",15,"Morgan Blomquist","MB",3,0,0,0,3,0,0,0,0,2,0,1,0,0,1,1,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",6,"Kaia Dunford","OH",5,0,12,5,38,0.184,4,1,2,14,4,0,0,0,0,13,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",4,"Sakira LaCour","MB",5,0,4,3,13,0.077,0,1,0,3,0,1,2,0,2,7,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",2,"Sylvia Lawson","S",5,0,4,2,12,0.167,16,0,0,1,0,0,0,2,2,4,1
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",17,"Chloe Salcedo","DS",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",14,"Bryanne Soares","S",5,0,0,1,3,-0.333,27,1,0,11,0,0,0,0,0,1,1
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",1,"Jeslyn Spencer","OH",3,0,2,8,19,-0.316,0,0,0,7,0,0,1,0,0.5,2.5,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",13,"Sarah Thiessen","L/DS",5,0,0,0,0,0,8,3,0,21,2,0,0,0,0,3,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",9,"Aixa Vigil","OH",5,0,21,12,64,0.141,0,2,1,19,0,1,2,0,2,25,0
"Oral Roberts","2021-2022",2021-03-06,"Oral Roberts","Summit League","South Dakota","Summit League","Away",7,"Jaxie Wakley","MB",5,0,16,5,37,0.297,0,2,1,7,0,0,1,0,0.5,18.5,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",15,"Morgan Blomquist","MB",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",6,"Kaia Dunford","OH",2,0,2,2,13,0,0,0,0,5,1,0,3,0,1.5,3.5,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",4,"Sakira LaCour","MB",3,0,3,1,9,0.222,0,1,0,1,0,0,5,0,2.5,6.5,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",14,"Bryanne Soares","S",3,0,0,2,4,-0.5,17,0,0,9,0,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",1,"Jeslyn Spencer","OH",3,0,4,4,16,0,1,1,2,4,3,0,0,0,0,5,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",13,"Sarah Thiessen","L/DS",3,0,0,0,1,0,2,0,0,12,1,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",9,"Aixa Vigil","OH",3,0,8,9,35,-0.029,0,1,0,9,3,0,3,0,1.5,10.5,0
"Oral Roberts","2021-2022",2021-03-07,"Oral Roberts","Summit League","South Dakota","Summit League","Away",7,"Jaxie Wakley","MB",3,0,4,9,27,-0.185,0,1,2,2,0,1,2,0,2,7,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",6,"Kaia Dunford","OH",3,0,4,4,18,0,1,1,0,9,2,0,0,0,0,5,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",4,"Sakira LaCour","MB",3,0,3,1,11,0.182,0,0,0,0,0,0,2,0,1,4,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",2,"Sylvia Lawson","S",3,0,4,1,11,0.273,12,0,0,3,0,0,3,0,1.5,5.5,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",8,"Victoria Mayes","OH",2,0,3,2,10,0.1,0,0,1,0,0,0,0,0,0,3,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",17,"Chloe Salcedo","DS",2,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",14,"Bryanne Soares","S",2,0,0,0,5,0,11,0,0,7,0,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",1,"Jeslyn Spencer","OH",2,0,6,4,18,0.111,0,0,2,2,2,0,0,0,0,6,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",13,"Sarah Thiessen","L/DS",3,0,0,0,1,0,3,1,0,21,1,0,0,0,0,1,1
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",9,"Aixa Vigil","OH",3,0,8,4,40,0.1,0,0,1,11,0,0,0,0,0,8,0
"Oral Roberts","2021-2022",2021-03-19,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",7,"Jaxie Wakley","MB",3,0,4,2,15,0.133,0,3,0,3,0,1,1,0,1.5,8.5,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",6,"Kaia Dunford","OH",3,0,12,2,30,0.333,0,0,0,10,2,0,2,0,1,13,1
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",4,"Sakira LaCour","MB",3,0,9,0,20,0.45,0,0,0,0,0,0,5,0,2.5,11.5,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",2,"Sylvia Lawson","S",3,0,6,0,11,0.545,38,2,4,10,0,0,0,0,0,8,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",8,"Victoria Mayes","OH",3,0,6,7,18,-0.056,0,0,0,0,0,0,2,0,1,7,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",17,"Chloe Salcedo","DS",3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",13,"Sarah Thiessen","L/DS",3,0,0,0,1,0,3,0,2,16,0,0,0,0,0,0,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",9,"Aixa Vigil","OH",3,0,7,6,25,0.04,2,4,1,13,1,0,3,0,1.5,12.5,0
"Oral Roberts","2021-2022",2021-03-20,"Oral Roberts","Summit League","South Dakota St.","Summit League","Home",7,"Jaxie Wakley","MB",3,0,10,1,14,0.643,1,0,3,1,0,0,2,0,1,11,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",1,"Aimee Adams","OH",3,0,2,3,20,-0.05,0,0,0,12,0,0,0,1,1,2,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",9,"Brooklyn Bollweg","DS",3,0,0,0,0,0,0,2,2,9,0,0,0,0,0,2,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",8,"Evelyn Diederich","OH",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",2,"Claire Gerdes","MB",3,0,2,1,8,0.125,0,0,0,2,0,0,2,0,1,3,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",5,"Mattie Johnson","OH",3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",6,"Elizabeth Juhnke","OH",3,0,9,5,34,0.118,1,0,0,12,0,1,1,0,1.5,10.5,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",4,"Madison Jurgens","S",3,0,1,1,5,0,27,2,2,11,0,1,0,1,2,4,4
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",3,"Sami Slaughter","OH",3,0,10,6,28,0.143,0,0,0,0,0,0,3,0,1.5,11.5,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",14,"Lolo Weideman","DS",3,0,0,0,0,0,2,0,1,8,1,0,0,0,0,0,0
"South Dakota","2021-2022",2021-01-22,"South Dakota","Summit League","Wichita St.","The American","Home",18,"Maddie Wiedenfeld","MB",3,0,9,0,16,0.563,0,0,1,2,0,0,2,0,1,10,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",1,"Aimee Adams","OH",4,0,6,4,19,0.105,2,0,1,14,1,0,2,0,1,7,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",9,"Brooklyn Bollweg","DS",4,0,0,0,0,0,1,3,2,6,0,0,0,0,0,3,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",8,"Evelyn Diederich","OH",4,0,1,4,10,-0.3,0,0,0,1,0,0,0,2,2,1,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",7,"Madison Harms","MB",4,0,6,4,18,0.111,0,0,0,0,0,2,5,1,5.5,10.5,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",5,"Mattie Johnson","OH",3,0,12,2,24,0.417,0,0,0,1,1,0,0,1,1,12,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",4,"Madison Jurgens","S",4,0,3,0,5,0.6,48,1,0,12,0,0,2,0,1,5,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",16,"Laura Petterson","DS",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",12,"Brooklyn Schram","S",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",3,"Sami Slaughter","OH",4,0,20,5,45,0.333,0,0,1,7,2,1,4,1,4,23,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",14,"Lolo Weideman","DS",4,0,0,0,2,0,2,0,1,26,1,0,0,0,0,0,0
"South Dakota","2021-2022",2021-02-28,"South Dakota","Summit League","South Dakota St.","Summit League","Away",18,"Maddie Wiedenfeld","MB",4,0,9,2,23,0.304,0,2,1,1,0,0,3,0,1.5,12.5,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",1,"Aimee Adams","OH",3,0,7,1,13,0.462,1,0,0,7,1,0,3,0,1.5,8.5,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",9,"Brooklyn Bollweg","DS",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",8,"Evelyn Diederich","OH",3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",11,"Ally Grothusen","MB",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",7,"Madison Harms","MB",3,0,7,4,12,0.25,0,0,0,1,0,0,6,0,3,10,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",6,"Elizabeth Juhnke","OH",3,0,12,1,29,0.379,1,0,1,11,2,0,2,0,1,13,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",4,"Madison Jurgens","S",3,0,3,1,4,0.5,33,1,0,7,0,0,1,0,0.5,4.5,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",16,"Laura Petterson","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",3,"Sami Slaughter","OH",3,0,10,1,33,0.273,0,0,0,6,0,0,2,1,2,11,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",14,"Lolo Weideman","DS",3,0,0,0,0,0,5,0,2,17,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-01,"South Dakota","Summit League","South Dakota St.","Summit League","Away",18,"Maddie Wiedenfeld","MB",3,0,5,1,10,0.4,0,0,1,2,0,0,2,0,1,6,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",1,"Aimee Adams","OH",3,0,5,3,15,0.133,1,0,0,2,1,0,2,0,1,6,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",9,"Brooklyn Bollweg","DS",3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",15,"Atley Carey","MB",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",8,"Evelyn Diederich","OH",3,0,0,1,2,-0.5,0,0,0,0,1,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",2,"Claire Gerdes","MB",1,0,1,2,4,-0.25,0,0,0,0,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",11,"Ally Grothusen","MB",1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",7,"Madison Harms","MB",3,0,3,1,5,0.4,0,0,0,0,0,1,4,0,3,6,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",6,"Elizabeth Juhnke","OH",3,0,18,3,35,0.429,0,0,1,2,2,0,5,0,2.5,20.5,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",4,"Madison Jurgens","S",3,0,1,1,2,0,38,1,3,11,0,0,0,0,0,2,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",16,"Laura Petterson","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",12,"Brooklyn Schram","S",3,0,0,0,0,0,0,3,1,5,0,0,0,0,0,3,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",3,"Sami Slaughter","OH",3,0,4,1,10,0.3,0,0,0,0,1,0,4,0,2,6,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",14,"Lolo Weideman","DS",3,0,0,0,0,0,3,1,1,13,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-26,"South Dakota","Summit League","Western Ill.","Summit League","Away",18,"Maddie Wiedenfeld","MB",3,0,9,1,13,0.615,0,0,0,0,0,1,5,0,3.5,12.5,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",1,"Aimee Adams","OH",3,0,9,0,15,0.6,0,0,0,7,2,0,0,0,0,9,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",9,"Brooklyn Bollweg","DS",3,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",2,"Claire Gerdes","MB",1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,2,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",11,"Ally Grothusen","MB",1,0,0,1,3,-0.333,0,0,0,1,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",7,"Madison Harms","MB",3,0,11,1,18,0.556,0,0,0,0,0,2,2,0,3,14,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",5,"Mattie Johnson","OH",1,0,0,2,3,-0.667,0,0,0,0,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",6,"Elizabeth Juhnke","OH",3,0,17,3,35,0.4,0,1,0,9,2,0,4,0,2,20,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",4,"Madison Jurgens","S",3,0,1,1,4,0,36,0,0,10,0,0,0,0,0,1,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",12,"Brooklyn Schram","S",3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",3,"Sami Slaughter","OH",3,0,6,3,22,0.136,0,0,0,0,2,1,3,1,3.5,8.5,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",14,"Lolo Weideman","DS",3,0,1,0,1,1,7,3,2,11,2,0,0,0,0,4,0
"South Dakota","2021-2022",2021-03-27,"South Dakota","Summit League","Western Ill.","Summit League","Away",18,"Maddie Wiedenfeld","MB",3,0,5,2,12,0.25,0,0,1,1,0,0,5,1,3.5,7.5,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",14,"Brooke Amann","OH",3,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",15,"Sydney Andrews","MB",3,0,3,0,3,1,0,0,0,1,0,0,1,1,1.5,3.5,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",1,"Jada Barnes","DS",3,0,0,0,0,0,1,1,1,7,1,0,0,0,0,1,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",3,"Hailee Blau","OH",3,0,9,2,17,0.412,0,0,0,2,0,1,2,0,2,11,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",9,"Crystal Burk","OH",3,0,14,4,30,0.333,2,1,0,1,0,0,0,1,1,15,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",10,"Akeela Jefferson","OH",3,0,10,4,28,0.214,0,1,1,3,0,0,0,0,0,11,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",5,"Tatum Pickar","L",3,0,1,0,1,1,4,3,0,14,0,0,0,0,0,4,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",7,"Tori Thompson","MB",3,0,7,1,15,0.4,0,0,2,3,0,1,1,0,1.5,8.5,0
"South Dakota St.","2021-2022",2021-01-31,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",13,"Carly Wedel","S",3,0,3,0,3,1,34,1,0,5,0,0,0,0,0,4,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",14,"Brooke Amann","OH",3,0,1,0,2,0.5,0,0,0,5,1,0,0,0,0,1,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",15,"Sydney Andrews","MB",3,0,9,0,14,0.643,0,2,0,4,0,0,0,0,0,11,1
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",1,"Jada Barnes","DS",3,0,0,0,1,0,1,0,0,8,1,0,0,0,0,0,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",3,"Hailee Blau","OH",3,0,6,2,17,0.235,0,0,0,3,0,0,0,0,0,6,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",9,"Crystal Burk","OH",3,0,12,4,38,0.211,0,1,1,11,0,2,1,2,4.5,15.5,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",18,"Maddie Fay","S",1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",10,"Akeela Jefferson","OH",3,0,9,3,29,0.207,0,1,0,8,0,0,0,0,0,10,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",17,"Kate Nelson","OH",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,0.5,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",11,"Anna Nerad","MB",2,0,6,4,17,0.118,0,0,0,0,0,0,1,0,0.5,6.5,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",5,"Tatum Pickar","L",3,0,0,0,1,0,2,0,1,19,0,0,0,0,0,0,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",7,"Tori Thompson","MB",2,0,1,3,5,-0.4,0,0,0,0,0,0,1,1,1.5,1.5,0
"South Dakota St.","2021-2022",2021-02-01,"South Dakota St.","Summit League","Western Ill.","Summit League","Home",13,"Carly Wedel","S",3,0,3,0,6,0.5,39,1,1,7,0,0,0,0,0,4,1
"App State","2020-2021",2020-10-09,"App State","Sun Belt","South Alabama","Sun Belt","Home",24,"Daryn Armstrong","MB",2,0,1,0,3,0.333,0,0,0,1,0,0,0,0,0,1,0
"App State","2020-2021",2020-10-09,"App State","Sun Belt","South Alabama","Sun Belt","Home",21,"Madison Baldridge","OH",1,0,3,2,11,0.091,0,0,0,0,1,0,0,0,0,3,0
"App State","2020-2021",2020-10-09,"App State","Sun Belt","South Alabama","Sun Belt","Home",17,"Sam Bickley","S",2,0,1,0,1,1,5,0,0,3,0,0,0,0,0,1,0
"App State","2020-2021",2020-10-09,"App State","Sun Belt","South Alabama","Sun Belt","Home",20,"Sophie Cain","S",2,0,0,0,1,0,14,2,1,6,0,0,1,0,0.5,2.5,0
"App State","2020-2021",2020-10-09,"App State","Sun Belt","South Alabama","Sun Belt","Home",12,"Morgan Flores","L",3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"App State","2020-2021",2020-10-09,"App State","Sun Belt","South Alabama","Sun Belt","Home",1,"Amya Giger","OH",2,0,1,0,6,0.167,0,1,3,1,0,0,1,0,0.5,2.5,0
