"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2022-2023","01/07/2023","UCLA","MPSF","@ UC Santa Barbara","W 3-0",3,NA,35,7,66,0.424,33,6,19,26,3,1,13,NA,48.5,NA
"2022-2023","01/13/2023","UCLA","MPSF","Princeton","W 3-1",4,NA,42,14,90,0.311,39,8,14,32,7,1,25,2,63.5,NA
"2022-2023","01/20/2023","UCLA","MPSF","UC Santa Barbara","W 3-0",3,NA,46,14,104,0.308,43,2,14,52,4,2,12,1,56,3
"2022-2023","01/21/2023","UCLA","MPSF","UC San Diego","W 3-0",3,NA,46,8,86,0.442,40,4,10,34,1,3,10,1,58,2
"2022-2023","01/27/2023","UCLA","MPSF","@ CSUN","W 3-0",3,NA,43,8,69,0.507,43,6,15,23,3,NA,7,1,52.5,NA
"2022-2023","01/31/2023","UCLA","MPSF","@ George Mason","W 3-0",3,NA,31,12,75,0.253,31,7,14,29,1,2,19,NA,49.5,1
"2022-2023","02/03/2023","UCLA","MPSF","Ohio St. @University Park, PA","W 3-1",4,NA,53,14,122,0.32,51,11,23,34,3,NA,19,NA,73.5,NA
"2022-2023","02/04/2023","UCLA","MPSF","@ Penn St.","L 1-3",4,NA,51,20,105,0.295,50,3,20,36,6,3,8,1,61,1
"2022-2023","02/09/2023","UCLA","MPSF","Long Beach St.","W 3-0",3,NA,44,6,69,0.551,44,6,23,18,3,5,7,NA,58.5,NA
"2022-2023","02/10/2023","UCLA","MPSF","@ Long Beach St.","W 3-1",4,NA,43,16,98,0.276,41,6,15,21,3,3,16,2,60,NA
"2022-2023","02/17/2023","UCLA","MPSF","BYU","W 3-0",3,NA,41,10,72,0.431,40,5,19,15,2,2,12,NA,54,NA
"2022-2023","02/18/2023","UCLA","MPSF","BYU","W 3-0",3,NA,46,7,81,0.481,42,5,13,21,1,2,14,1,60,NA
"2022-2023","02/24/2023","UCLA","MPSF","@ UC Irvine","W 3-1",4,NA,53,14,107,0.364,50,10,19,32,9,2,17,1,73.5,1
"2022-2023","02/26/2023","UCLA","MPSF","UC Irvine","W 3-1",4,NA,54,10,106,0.415,49,4,19,27,6,3,10,1,66,1
"2022-2023","03/01/2023","UCLA","MPSF","CUI","W 3-0",3,NA,41,6,78,0.449,39,4,19,27,NA,NA,23,1,56.5,NA
"2022-2023","03/03/2023","UCLA","MPSF","@ CUI","W 3-0",3,NA,43,9,75,0.453,38,13,14,27,4,2,12,1,64,NA
"2022-2023","03/09/2023","UCLA","MPSF","Penn St. @Honolulu, HI","W 3-2",5,NA,53,23,117,0.256,49,6,23,37,7,2,22,1,72,NA
"2022-2023","03/10/2023","UCLA","MPSF","Purdue Fort Wayne @Honolulu, Hawaii","W 3-0",3,NA,38,7,67,0.463,37,10,17,18,2,2,15,3,57.5,NA
"2022-2023","03/11/2023","UCLA","MPSF","@ Hawaii","L 1-3",4,NA,58,24,127,0.268,56,6,25,26,5,3,17,1,75.5,NA
"2022-2023","03/17/2023","UCLA","MPSF","@ Stanford","W 3-0",3,NA,33,4,54,0.537,32,8,15,22,1,4,22,1,56,NA
"2022-2023","03/18/2023","UCLA","MPSF","@ Stanford","W 3-0",3,NA,35,12,72,0.319,32,11,15,20,3,2,16,3,56,NA
"2022-2023","03/31/2023","UCLA","MPSF","@ Grand Canyon","W 3-1",4,NA,59,9,114,0.439,54,7,21,30,1,9,4,NA,77,NA
"2022-2023","04/01/2023","UCLA","MPSF","@ Grand Canyon","W 3-0",3,NA,48,9,87,0.448,45,2,15,20,2,7,2,2,58,NA
"2022-2023","04/06/2023","UCLA","MPSF","Southern California","W 3-0",3,NA,38,17,80,0.263,37,7,15,28,2,1,13,NA,52.5,NA
"2022-2023","04/08/2023","UCLA","MPSF","@ Southern California","W 3-0",3,NA,44,12,81,0.395,44,3,14,34,4,1,19,1,57.5,NA
"2022-2023","04/13/2023","UCLA","MPSF","@ Pepperdine","W 3-1",4,NA,54,17,106,0.349,53,5,26,30,3,3,25,5,74.5,NA
"2022-2023","04/15/2023","UCLA","MPSF","Pepperdine","W 3-1",4,NA,58,14,105,0.419,54,6,22,30,1,2,33,NA,82.5,NA
"2022-2023","04/20/2023","UCLA","MPSF","#4 Grand Canyon @Stanford, CA (2023 MPSF MVB Tournament)","W 3-0",3,NA,46,10,79,0.456,44,5,12,22,5,3,10,3,59,NA
"2022-2023","04/22/2023","UCLA","MPSF","@#3 Stanford 2023 MPSF MVB Tournament","W 3-0",3,NA,39,11,75,0.373,38,5,18,25,7,2,16,3,54,NA
"2022-2023","05/04/2023","UCLA","MPSF","Long Beach St. @Fairfax, VA (2023 NC MVB Championship)","W 3-0",3,NA,47,9,83,0.458,45,5,6,28,2,1,9,NA,57.5,NA
"2022-2023","05/06/2023","UCLA","MPSF","Hawaii @Fairfax, VA (2023 NC MVB Championship)","W 3-1",4,NA,67,18,139,0.353,65,10,22,47,3,2,7,3,82.5,NA
"2022-2023","01/09/2023","D'Youville","NEC","Princeton","L 0-3",3,NA,25,16,74,0.122,25,1,14,25,7,3,2,2,30,1
"2022-2023","01/14/2023","D'Youville","NEC","Belmont Abbey @Charleston, WV","W 3-0",3,NA,36,15,82,0.256,32,4,16,30,2,1,15,NA,48.5,1
"2022-2023","01/15/2023","D'Youville","NEC","@ Charleston (WV)","L 0-3",3,NA,32,16,82,0.195,30,NA,17,25,1,NA,7,NA,35.5,1
"2022-2023","01/20/2023","D'Youville","NEC","American Int'l","W 3-0",3,NA,37,4,59,0.559,35,7,18,21,1,3,4,1,49,NA
"2022-2023","01/27/2023","D'Youville","NEC","Central St. (OH)","W 3-1",4,NA,55,21,131,0.26,52,4,19,52,3,1,7,3,63.5,NA
"2022-2023","02/10/2023","D'Youville","NEC","Daemen","L 0-3",3,NA,24,15,68,0.132,23,2,17,16,9,1,2,NA,28,NA
"2022-2023","02/17/2023","D'Youville","NEC","@ Sacred Heart","L 0-3",3,NA,29,19,77,0.13,28,1,13,16,5,NA,10,NA,35,NA
"2022-2023","02/18/2023","D'Youville","NEC","@ Merrimack","L 2-3",5,NA,43,26,120,0.142,40,6,16,51,8,6,NA,3,55,1
"2022-2023","02/23/2023","D'Youville","NEC","@ Daemen","L 1-3",4,NA,44,22,108,0.204,39,1,14,36,12,5,6,1,53,2
"2022-2023","02/25/2023","D'Youville","NEC","St. Francis Brooklyn","L 0-3",3,NA,35,17,100,0.18,31,4,14,27,4,2,8,3,45,NA
"2022-2023","03/03/2023","D'Youville","NEC","Alderson Broaddus","W 3-1",4,NA,46,13,91,0.363,44,8,23,30,10,2,10,1,61,1
"2022-2023","03/08/2023","D'Youville","NEC","LIU","L 1-3",4,NA,53,16,103,0.359,50,NA,17,22,6,1,7,2,57.5,1
"2022-2023","03/10/2023","D'Youville","NEC","@ American Int'l","W 3-1",4,NA,60,20,124,0.323,56,1,12,48,3,2,20,3,73,1
"2022-2023","03/11/2023","D'Youville","NEC","@ American Int'l","W 3-0",3,NA,37,14,86,0.267,34,3,9,36,3,2,10,1,47,NA
"2022-2023","03/18/2023","D'Youville","NEC","Elmira","W 3-1",4,NA,51,22,143,0.203,50,3,14,47,1,2,12,5,62,NA
"2022-2023","03/24/2023","D'Youville","NEC","Saint Francis","L 0-3",3,NA,23,23,73,NA,23,3,14,15,6,NA,6,1,29,NA
"2022-2023","03/25/2023","D'Youville","NEC","FDU","W 3-2",5,NA,62,19,122,0.352,60,10,14,43,2,1,12,3,79,NA
"2022-2023","03/31/2023","D'Youville","NEC","@ St. Francis Brooklyn","W 3-2",5,NA,54,22,144,0.222,50,8,19,40,4,1,10,1,68,NA
"2022-2023","04/01/2023","D'Youville","NEC","@ LIU","L 1-3",4,NA,54,20,127,0.268,50,5,15,34,2,NA,8,1,63,NA
"2022-2023","04/07/2023","D'Youville","NEC","Merrimack","W 3-1",4,NA,48,11,101,0.366,48,7,25,27,3,1,6,2,59,NA
"2022-2023","04/08/2023","D'Youville","NEC","Sacred Heart","L 1-3",4,NA,47,27,106,0.189,44,5,19,22,1,NA,4,NA,54,NA
"2022-2023","04/14/2023","D'Youville","NEC","@ Saint Francis","L 0-3",3,NA,15,20,69,-0.072,15,NA,16,18,6,1,5,2,18.5,NA
"2022-2023","04/15/2023","D'Youville","NEC","@ FDU","L 0-3",3,NA,28,15,83,0.157,27,3,13,24,8,3,8,2,38,NA
"2022-2023","01/10/2023","Daemen","NEC","Princeton","W 3-1",4,NA,53,22,116,0.267,46,11,15,41,5,6,2,1,71,NA
"2022-2023","01/13/2023","Daemen","NEC","@ Penn St.","L 0-3",3,NA,24,21,60,0.05,24,1,10,14,7,NA,6,2,28,1
"2022-2023","01/21/2023","Daemen","NEC","American Int'l","W 3-0",3,NA,38,14,70,0.343,30,9,18,18,NA,6,6,1,56,1
"2022-2023","01/28/2023","Daemen","NEC","Central St. (OH)","W 3-0",3,NA,41,12,82,0.354,34,8,9,39,2,2,6,1,54,NA
"2022-2023","01/29/2023","Daemen","NEC","@ St. John Fisher","W 3-2 
            *",5,NA,69,28,143,0.287,67,5,19,51,5,1,12,1,81,NA
"2022-2023","02/03/2023","Daemen","NEC","@ Harvard","W 3-1",4,NA,54,17,110,0.336,47,9,14,24,8,2,10,NA,70,NA
"2022-2023","02/04/2023","Daemen","NEC","@ American Int'l","W 3-0",3,NA,37,8,68,0.426,32,6,9,23,1,2,12,1,51,NA
"2022-2023","02/10/2023","Daemen","NEC","@ D'Youville","W 3-0",3,NA,34,12,63,0.349,32,9,14,22,2,4,2,1,48,NA
"2022-2023","02/17/2023","Daemen","NEC","@ Merrimack","W 3-2",5,NA,49,19,132,0.227,44,8,22,39,2,7,2,2,65,NA
"2022-2023","02/19/2023","Daemen","NEC","@ Sacred Heart","W 3-2",5,NA,69,24,144,0.313,64,5,22,36,5,4,20,NA,88,NA
"2022-2023","02/23/2023","Daemen","NEC","D'Youville","W 3-1",4,NA,43,14,99,0.293,37,12,11,36,1,3,8,1,62,NA
"2022-2023","02/26/2023","Daemen","NEC","St. Francis Brooklyn","W 3-0",3,NA,38,9,85,0.341,35,6,13,34,3,7,6,NA,54,NA
"2022-2023","03/04/2023","Daemen","NEC","Alderson Broaddus","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/09/2023","Daemen","NEC","LIU","W 3-0",3,NA,43,18,103,0.243,38,5,12,37,4,5,14,NA,60,1
"2022-2023","03/15/2023","Daemen","NEC","@ CUI","L 0-3",3,NA,38,15,98,0.235,35,4,17,32,8,2,NA,NA,44,1
"2022-2023","03/17/2023","Daemen","NEC","@ Pepperdine","L 0-3",3,NA,26,15,68,0.162,26,2,12,15,8,1,11,1,34.5,NA
"2022-2023","03/18/2023","Daemen","NEC","@ CSUN","W 3-2",5,NA,57,19,128,0.297,56,4,17,40,2,4,4,2,67,NA
"2022-2023","03/24/2023","Daemen","NEC","FDU","W 3-0",3,NA,38,5,69,0.478,35,9,14,27,8,3,4,1,52,1
"2022-2023","03/25/2023","Daemen","NEC","Saint Francis","L 2-3",5,NA,59,19,133,0.301,55,3,19,54,9,NA,NA,NA,76,NA
"2022-2023","03/31/2023","Daemen","NEC","@ LIU","W 3-2",5,NA,63,18,152,0.296,61,2,18,58,2,4,12,2,75,1
"2022-2023","04/01/2023","Daemen","NEC","@ St. Francis Brooklyn","W 3-2",5,NA,63,24,NA,0.22,62,12,14,61,5,7,2,1,83,NA
"2022-2023","04/07/2023","Daemen","NEC","Sacred Heart","W 3-1",4,NA,58,12,111,0.414,54,3,14,33,4,3,14,NA,71,NA
"2022-2023","04/08/2023","Daemen","NEC","Merrimack","W 3-0",3,NA,37,13,85,0.282,27,6,9,27,2,3,10,1,51,NA
"2022-2023","04/14/2023","Daemen","NEC","@ FDU","L 1-3",4,NA,47,19,101,0.277,47,3,20,25,4,2,8,NA,56,NA
"2022-2023","04/15/2023","Daemen","NEC","@ Saint Francis","L 1-3",4,NA,42,19,104,0.221,40,5,14,32,5,1,4,1,50,1
"2022-2023","04/20/2023","Daemen","NEC","#3 LIU @Loretto, PA (2023 NEC MVB Tournament)","L 0-3",3,NA,45,19,99,0.263,41,NA,13,31,6,NA,12,2,51,NA
"2022-2023","01/06/2023","FDU","NEC","Eastern Nazarene @Atlantic City, NJ","W 3-0 
            *",3,NA,39,11,74,0.378,33,4,20,20,3,2,16,1,53,1
"2022-2023","01/07/2023","FDU","NEC","Belmont Abbey @Atlantic City, NJ","W 3-1",4,NA,46,21,98,0.255,39,11,21,37,8,2,12,2,65,NA
"2022-2023","01/13/2023","FDU","NEC","@ American Int'l","W 3-0",3,NA,34,14,84,0.238,32,2,11,41,4,2,10,NA,43,NA
"2022-2023","01/14/2023","FDU","NEC","American Int'l","W 3-0",3,NA,41,17,96,0.25,33,2,10,40,1,1,16,3,52,1
"2022-2023","01/20/2023","FDU","NEC","@ BYU","L 0-3",3,NA,23,22,69,0.014,21,2,14,18,5,2,9,1,31.5,NA
"2022-2023","01/21/2023","FDU","NEC","@ BYU","L 0-3",3,NA,24,23,81,0.012,22,2,16,20,1,NA,9,2,30.5,1
"2022-2023","02/10/2023","FDU","NEC","Saint Francis","L 0-3",3,NA,32,12,74,0.27,30,NA,13,23,5,3,2,2,36,1
"2022-2023","02/11/2023","FDU","NEC","CSUN","L 0-3",3,NA,24,25,68,-0.015,21,1,10,12,6,NA,6,1,28,NA
"2022-2023","02/17/2023","FDU","NEC","@ LIU","L 0-3",3,NA,33,20,88,0.148,32,1,11,24,2,1,NA,NA,35,NA
"2022-2023","02/18/2023","FDU","NEC","@ St. Francis Brooklyn","L 1-3",4,NA,47,25,111,0.198,41,3,16,39,5,5,5,1,57.5,1
"2022-2023","02/24/2023","FDU","NEC","Merrimack","W 3-2",5,NA,62,22,125,0.32,59,8,14,40,4,NA,10,3,75,1
"2022-2023","02/25/2023","FDU","NEC","Sacred Heart","L 1-3",4,NA,54,22,124,0.258,54,3,12,40,4,3,4,4,62,2
"2022-2023","03/03/2023","FDU","NEC","@ Princeton","L 0-3",3,NA,21,17,64,0.063,19,3,14,22,11,2,3,1,27.5,NA
"2022-2023","03/10/2023","FDU","NEC","@ Saint Francis","L 0-3",3,NA,36,15,87,0.241,33,2,15,28,7,NA,8,NA,42,NA
"2022-2023","03/16/2023","FDU","NEC","@ Belmont Abbey","L 2-3",5,NA,65,24,161,0.255,63,3,16,61,7,1,15,1,76.5,NA
"2022-2023","03/17/2023","FDU","NEC","@ George Mason","L 1-3",4,NA,49,16,118,0.28,46,2,21,42,8,3,12,NA,60,NA
"2022-2023","03/18/2023","FDU","NEC","@ George Mason","L 0-3",3,NA,33,18,84,0.179,31,7,13,34,7,1,4,NA,43,2
"2022-2023","03/24/2023","FDU","NEC","@ Daemen","L 0-3",3,NA,22,16,69,0.087,21,8,9,21,9,3,NA,2,33,2
"2022-2023","03/25/2023","FDU","NEC","@ D'Youville","L 2-3",5,NA,61,16,127,0.354,61,2,16,34,10,3,11,6,71.5,NA
"2022-2023","03/31/2023","FDU","NEC","@ Merrimack","L 1-3",4,NA,41,26,113,0.133,40,6,22,55,10,7,NA,3,54,1
"2022-2023","04/01/2023","FDU","NEC","@ Sacred Heart","W 3-2",5,NA,57,18,110,0.355,55,6,23,36,2,2,24,2,77,NA
"2022-2023","04/07/2023","FDU","NEC","LIU","L 1-3",4,NA,52,30,135,0.163,44,5,16,37,3,2,12,2,65,NA
"2022-2023","04/08/2023","FDU","NEC","St. Francis Brooklyn","L 1-3",4,NA,58,21,119,0.311,56,4,13,46,7,NA,8,3,66,NA
"2022-2023","04/14/2023","FDU","NEC","Daemen","W 3-1",4,NA,52,12,96,0.417,46,4,13,26,3,4,6,1,63,2
"2022-2023","04/15/2023","FDU","NEC","D'Youville","W 3-0",3,NA,38,17,82,0.256,36,8,10,28,3,1,6,1,50,NA
"2022-2023","01/10/2023","LIU","NEC","@ Belmont Abbey","W 3-0",3,NA,43,11,85,0.376,38,8,16,27,3,NA,11,1,56.5,1
"2022-2023","01/11/2023","LIU","NEC","@ Queens (NC)","W 3-1",4,NA,51,16,108,0.324,46,7,23,37,5,NA,14,1,65,NA
"2022-2023","01/12/2023","LIU","NEC","@ Limestone","L 1-3",4,NA,57,27,124,0.242,54,5,14,40,11,10,4,1,74,NA
"2022-2023","01/19/2023","LIU","NEC","@ George Mason","W 3-1",4,NA,48,16,103,0.311,45,4,20,33,5,3,27,NA,68.5,NA
"2022-2023","01/20/2023","LIU","NEC","Long Beach St. @Fairfax, VA","L 0-3",3,NA,15,18,65,-0.046,15,1,7,20,13,NA,2,NA,17,NA
"2022-2023","01/21/2023","LIU","NEC","Loyola Chicago","L 1-3",4,NA,48,21,111,0.243,46,7,17,32,9,NA,8,1,59,NA
"2022-2023","02/03/2023","LIU","NEC","@ Lindenwood","W 3-0",3,NA,34,6,78,0.359,34,5,13,27,3,3,6,4,45,NA
"2022-2023","02/04/2023","LIU","NEC","@ McKendree","L 0-3",3,NA,37,18,97,0.196,35,5,17,29,2,1,11,2,48.5,NA
"2022-2023","02/10/2023","LIU","NEC","@ Edward Waters","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","02/11/2023","LIU","NEC","@ Edward Waters","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","02/17/2023","LIU","NEC","FDU","W 3-0",3,NA,41,4,72,0.514,39,2,14,27,1,NA,16,2,51,1
"2022-2023","02/18/2023","LIU","NEC","Saint Francis","W 3-2",5,NA,48,17,125,0.248,46,3,10,48,8,4,27,2,68.5,2
"2022-2023","02/22/2023","LIU","NEC","@ Hawaii","L 0-3",3,NA,27,27,76,NA,26,NA,7,20,6,1,13,NA,34.5,NA
"2022-2023","02/24/2023","LIU","NEC","@ Hawaii","L 0-3",3,NA,18,20,77,-0.026,18,3,7,10,4,4,8,NA,29,NA
"2022-2023","03/03/2023","LIU","NEC","@ American Int'l","W 3-0",3,NA,39,9,81,0.37,38,6,12,41,3,1,10,2,51,1
"2022-2023","03/04/2023","LIU","NEC","@ Harvard","L 1-3",4,NA,44,24,103,0.194,40,6,9,38,8,4,14,NA,61,1
"2022-2023","03/08/2023","LIU","NEC","@ D'Youville","W 3-1",4,NA,57,15,96,0.438,55,6,15,26,NA,2,10,NA,70,1
"2022-2023","03/09/2023","LIU","NEC","@ Daemen","L 0-3",3,NA,31,21,97,0.103,29,4,4,34,5,8,2,1,44,NA
"2022-2023","03/14/2023","LIU","NEC","St. Francis Brooklyn","W 3-1",4,NA,47,19,125,0.224,45,4,12,36,2,5,25,1,68.5,1
"2022-2023","03/16/2023","LIU","NEC","@ St. Francis Brooklyn","W 3-2",5,NA,56,24,134,0.239,50,4,13,42,3,3,20,1,73,1
"2022-2023","03/18/2023","LIU","NEC","American Int'l","W 3-0",3,NA,29,9,65,0.308,27,4,12,15,3,NA,NA,NA,50,NA
"2022-2023","03/24/2023","LIU","NEC","@ Merrimack","W 3-1",4,NA,38,11,92,0.293,36,7,12,25,10,5,NA,3,50,NA
"2022-2023","03/25/2023","LIU","NEC","@ Sacred Heart","W 3-1",4,NA,50,15,112,0.313,48,5,12,43,4,2,22,NA,68,NA
"2022-2023","03/31/2023","LIU","NEC","Daemen","L 2-3",5,NA,68,28,162,0.247,62,2,17,57,2,2,10,3,77,1
"2022-2023","04/01/2023","LIU","NEC","D'Youville","W 3-1",4,NA,54,12,107,0.393,50,2,10,43,5,3,19,2,68.5,1
"2022-2023","04/07/2023","LIU","NEC","@ FDU","W 3-1",4,NA,48,15,120,0.275,44,3,10,36,5,2,10,1,58,NA
"2022-2023","04/08/2023","LIU","NEC","@ Saint Francis","L 0-3",3,NA,34,13,78,0.269,32,4,11,19,3,NA,4,NA,40,NA
"2022-2023","04/14/2023","LIU","NEC","Merrimack","W 3-0",3,NA,24,13,69,0.159,23,10,13,25,4,2,15,2,43.5,NA
"2022-2023","04/15/2023","LIU","NEC","Sacred Heart","L 2-3",5,NA,74,26,170,0.282,67,3,17,54,4,NA,22,3,88,1
"2022-2023","04/19/2023","LIU","NEC","#6 Merrimack 2023 NEC MVB Tournament","W 3-1",4,NA,48,18,97,0.309,47,5,13,35,5,1,8,5,58,NA
"2022-2023","04/20/2023","LIU","NEC","#2 Daemen @Loretto, PA (2023 NEC MVB Tournament)","W 3-0",3,NA,37,8,82,0.354,35,6,8,29,NA,1,17,5,52.5,NA
"2022-2023","04/22/2023","LIU","NEC","@#1 Saint Francis 2023 NEC MVB Tournament","W 3-0",3,NA,40,12,82,0.341,39,2,11,30,NA,1,11,2,48.5,NA
"2022-2023","01/14/2023","Merrimack","NEC","@ Penn St.","L 0-3",3,NA,14,15,52,-0.019,12,2,12,12,NA,NA,5,1,18.5,NA
"2022-2023","01/17/2023","Merrimack","NEC","Harvard","L 0-3",3,NA,21,18,71,0.042,19,3,15,19,6,8,NA,NA,32,2
"2022-2023","01/20/2023","Merrimack","NEC","@ Mount Olive","L 0-3",3,NA,33,18,83,0.181,31,7,15,27,5,3,2,NA,44,NA
"2022-2023","01/21/2023","Merrimack","NEC","@ Barton","W 3-1",4,NA,56,27,144,0.201,54,4,22,50,2,5,8,NA,69,NA
"2022-2023","01/22/2023","Merrimack","NEC","@ Queens (NC)","W 3-2",5,NA,53,29,145,0.166,50,10,25,39,12,3,21,3,76.5,NA
"2022-2023","01/29/2023","Merrimack","NEC","Central St. (OH)","W 3-2",5,NA,53,25,152,0.184,46,7,25,60,5,9,NA,7,69,1
"2022-2023","02/03/2023","Merrimack","NEC","@ American Int'l","W 3-1",4,NA,54,19,97,0.361,52,7,22,29,6,NA,10,NA,66,1
"2022-2023","02/04/2023","Merrimack","NEC","Fisher","W 3-0",3,NA,35,5,53,0.566,32,NA,13,22,1,2,NA,NA,60,NA
"2022-2023","02/08/2023","Merrimack","NEC","@ Harvard","L 0-3",3,NA,31,13,69,0.261,31,5,20,13,6,1,6,1,40,1
"2022-2023","02/17/2023","Merrimack","NEC","Daemen","L 2-3",5,NA,48,24,142,0.169,41,2,20,34,8,9,2,2,60,NA
"2022-2023","02/18/2023","Merrimack","NEC","D'Youville","W 3-2",5,NA,50,14,117,0.308,49,8,26,50,6,10,NA,5,68,NA
"2022-2023","02/24/2023","Merrimack","NEC","@ FDU","L 2-3",5,NA,56,16,118,0.339,55,4,20,29,8,1,11,2,66.5,2
"2022-2023","02/25/2023","Merrimack","NEC","@ Saint Francis","L 0-3",3,NA,28,14,71,0.197,26,1,20,18,7,2,2,1,32,1
"2022-2023","03/04/2023","Merrimack","NEC","NJIT","L 0-3",3,NA,28,16,78,0.154,26,6,22,23,3,5,NA,3,39,1
"2022-2023","03/10/2023","Merrimack","NEC","@ Sacred Heart","L 2-3",5,NA,45,23,113,0.195,43,4,26,21,5,3,8,3,56,NA
"2022-2023","03/17/2023","Merrimack","NEC","American Int'l","W 3-1",4,NA,51,17,116,0.293,48,5,22,46,3,13,NA,NA,69,NA
"2022-2023","03/18/2023","Merrimack","NEC","Sacred Heart","W 3-1",4,NA,48,23,116,0.216,46,6,19,43,4,10,2,1,65,1
"2022-2023","03/24/2023","Merrimack","NEC","LIU","L 1-3",4,NA,44,16,97,0.289,42,10,NA,22,7,6,NA,3,60,1
"2022-2023","03/25/2023","Merrimack","NEC","St. Francis Brooklyn","L 0-3",3,NA,32,20,99,0.121,30,4,15,50,6,4,NA,5,40,NA
"2022-2023","03/31/2023","Merrimack","NEC","FDU","W 3-1",4,NA,37,14,107,0.215,36,10,24,45,6,12,NA,8,59,NA
"2022-2023","04/01/2023","Merrimack","NEC","Saint Francis","L 1-3",4,NA,35,18,106,0.16,34,6,13,45,4,4,NA,2,45,NA
"2022-2023","04/07/2023","Merrimack","NEC","@ D'Youville","L 1-3",4,NA,45,16,96,0.302,43,3,21,30,7,1,4,6,51,1
"2022-2023","04/08/2023","Merrimack","NEC","@ Daemen","L 0-3",3,NA,27,14,79,0.165,22,2,11,17,6,NA,2,NA,30,NA
"2022-2023","04/14/2023","Merrimack","NEC","@ LIU","L 0-3",3,NA,30,25,85,0.059,28,4,17,26,10,3,6,1,40,2
"2022-2023","04/15/2023","Merrimack","NEC","@ St. Francis Brooklyn","W 3-1",4,NA,36,14,93,0.237,43,9,24,29,4,6,4,1,53,NA
"2022-2023","04/19/2023","Merrimack","NEC","@#3 LIU 2023 NEC MVB Tournament","L 1-3",4,NA,46,18,107,0.262,40,5,22,27,5,2,13,2,59.5,NA
"2022-2023","01/13/2023","Sacred Heart","NEC","Harvard","L 1-3",4,NA,32,20,74,0.162,31,3,19,23,5,3,6,1,41,NA
"2022-2023","01/14/2023","Sacred Heart","NEC","@ NJIT","L 0-3",3,NA,29,21,68,0.118,28,3,12,14,8,1,15,NA,40.5,NA
"2022-2023","01/18/2023","Sacred Heart","NEC","Stevens","W 3-2",5,NA,68,27,142,0.289,63,13,NA,39,5,5,10,2,NA,NA
"2022-2023","01/27/2023","Sacred Heart","NEC","@ Purdue Fort Wayne","L 0-3",3,NA,32,16,70,0.229,29,4,15,18,9,NA,6,2,39,NA
"2022-2023","01/28/2023","Sacred Heart","NEC","@ Ball St.","L 0-3",3,NA,29,22,76,0.092,25,1,18,13,2,NA,2,NA,31,NA
"2022-2023","02/03/2023","Sacred Heart","NEC","@ Princeton","L 1-3",4,NA,45,19,102,0.255,42,3,21,27,NA,NA,14,NA,55,NA
"2022-2023","02/07/2023","Sacred Heart","NEC","@ American Int'l","W 3-1",4,NA,53,19,114,0.298,49,4,16,47,9,9,8,3,70,NA
"2022-2023","02/17/2023","Sacred Heart","NEC","D'Youville","W 3-0",3,NA,38,11,70,0.386,36,5,11,26,1,4,14,3,54,NA
"2022-2023","02/19/2023","Sacred Heart","NEC","Daemen","L 2-3",5,NA,50,29,126,0.167,43,5,13,43,5,1,18,1,65,NA
"2022-2023","02/24/2023","Sacred Heart","NEC","@ Saint Francis","L 0-3",3,NA,29,20,87,0.103,26,4,15,27,3,NA,4,NA,35,NA
"2022-2023","02/25/2023","Sacred Heart","NEC","@ FDU","W 3-1",4,NA,49,16,110,0.3,48,4,9,37,3,3,10,3,61,1
"2022-2023","03/10/2023","Sacred Heart","NEC","Merrimack","W 3-2",5,NA,54,22,104,0.308,51,5,19,36,4,2,16,3,69,1
"2022-2023","03/18/2023","Sacred Heart","NEC","@ Merrimack","L 1-3",4,NA,35,22,103,0.126,33,4,14,41,6,4,6,1,46,NA
"2022-2023","03/22/2023","Sacred Heart","NEC","@ Harvard","W 3-2",5,NA,53,24,117,0.248,49,9,17,37,6,3,18,2,74,NA
"2022-2023","03/24/2023","Sacred Heart","NEC","St. Francis Brooklyn","W 3-0",3,NA,46,13,91,0.363,46,8,12,33,1,1,18,1,64,NA
"2022-2023","03/25/2023","Sacred Heart","NEC","LIU","L 1-3",4,NA,53,23,135,0.222,51,4,18,38,5,1,12,2,64,2
"2022-2023","03/31/2023","Sacred Heart","NEC","Saint Francis","L 0-3",3,NA,30,21,74,0.122,30,NA,14,25,7,1,4,2,33,NA
"2022-2023","04/01/2023","Sacred Heart","NEC","FDU","L 2-3",5,NA,59,25,129,0.264,52,2,20,26,6,3,6,NA,67,1
"2022-2023","04/04/2023","Sacred Heart","NEC","American Int'l","W 3-0",3,NA,34,10,55,0.436,33,7,12,20,1,NA,16,1,49,1
"2022-2023","04/07/2023","Sacred Heart","NEC","@ Daemen","L 1-3",4,NA,46,23,116,0.198,40,4,11,20,3,2,4,NA,54,1
"2022-2023","04/08/2023","Sacred Heart","NEC","@ D'Youville","W 3-1",4,NA,49,15,89,0.382,49,1,21,23,5,2,26,3,65,NA
