"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2021-2022","02/18/2022","Charleston (WV)","EIVA","@ Princeton","L 1-3",4,NA,31,20,98,0.112,28,2,17,30,10,NA,8,1,46,NA
"2021-2022","02/19/2022","Charleston (WV)","EIVA","@ Princeton","L 0-3",3,NA,34,9,78,0.321,33,NA,15,13,6,1,4,2,37,NA
"2021-2022","02/25/2022","Charleston (WV)","EIVA","Sacred Heart","W 3-1",4,NA,46,12,96,0.354,45,5,14,28,5,4,8,NA,59,NA
"2021-2022","02/26/2022","Charleston (WV)","EIVA","Sacred Heart","L 2-3",5,NA,56,22,135,0.252,54,6,25,42,4,3,12,NA,71,NA
"2021-2022","03/04/2022","Charleston (WV)","EIVA","@ Penn St.","L 0-3",3,NA,18,20,64,-0.031,16,NA,11,16,4,NA,7,NA,21.5,NA
"2021-2022","03/05/2022","Charleston (WV)","EIVA","@ Saint Francis","L 1-3",4,NA,29,11,87,0.207,26,4,21,40,13,1,13,NA,40.5,NA
"2021-2022","03/11/2022","Charleston (WV)","EIVA","Purdue Fort Wayne","L 0-3",3,NA,23,15,67,0.119,21,2,13,19,8,5,8,NA,34,NA
"2021-2022","03/12/2022","Charleston (WV)","EIVA","King (TN)","L 2-3",5,NA,65,17,148,0.324,62,2,15,53,1,5,24,NA,84,NA
"2021-2022","03/18/2022","Charleston (WV)","EIVA","@ NJIT","L 0-3",3,NA,33,21,79,0.152,32,NA,6,24,4,NA,6,2,36,NA
"2021-2022","03/19/2022","Charleston (WV)","EIVA","@ NJIT","L 2-3",5,NA,64,22,130,0.323,61,2,12,33,8,4,6,NA,73,NA
"2021-2022","04/01/2022","Charleston (WV)","EIVA","George Mason","L 1-3",4,NA,47,23,125,0.192,47,2,16,40,5,1,12,NA,56,NA
"2021-2022","04/02/2022","Charleston (WV)","EIVA","George Mason","L 2-3",5,NA,44,28,123,0.13,41,7,12,29,6,1,20,NA,62,NA
"2021-2022","04/05/2022","Charleston (WV)","EIVA","Central St. (OH)","W 3-0",3,NA,35,14,81,0.259,33,5,10,37,7,3,4,NA,45,NA
"2021-2022","04/08/2022","Charleston (WV)","EIVA","@ Harvard","W 3-1",4,NA,48,13,111,0.315,43,5,25,41,2,2,20,2,65,NA
"2021-2022","04/09/2022","Charleston (WV)","EIVA","@ Harvard","W 3-2",5,NA,49,20,113,0.257,46,4,16,39,7,2,10,5,60,NA
"2021-2022","04/15/2022","Charleston (WV)","EIVA","Penn St.","L 1-3",4,NA,41,18,99,0.232,41,3,13,41,8,NA,9,NA,48.5,NA
"2021-2022","04/16/2022","Charleston (WV)","EIVA","Saint Francis","W 3-1",4,NA,47,17,112,0.268,44,2,16,54,4,1,2,NA,51,NA
"2021-2022","01/14/2022","George Mason","EIVA","@ Barton","W 3-0",3,NA,26,14,57,0.211,23,11,12,17,6,1,10,NA,43,NA
"2021-2022","01/15/2022","George Mason","EIVA","@ Mount Olive","L 2-3",5,NA,64,29,142,0.246,NA,2,16,57,4,2,6,NA,71,NA
"2021-2022","01/20/2022","George Mason","EIVA","@ Purdue Fort Wayne","W 3-2",5,NA,59,23,129,0.279,56,4,20,47,3,1,17,3,72.5,NA
"2021-2022","01/21/2022","George Mason","EIVA","@ Ball St.","L 0-3",3,NA,18,17,74,0.014,18,1,4,20,6,NA,2,NA,20,NA
"2021-2022","01/29/2022","George Mason","EIVA","North Greenville","W 3-1",4,NA,57,20,133,0.278,50,5,25,49,1,2,5,NA,66.5,1
"2021-2022","02/04/2022","George Mason","EIVA","@ Saint Francis","L 0-3",3,NA,35,17,86,0.209,33,3,14,26,5,NA,6,NA,41,NA
"2021-2022","02/05/2022","George Mason","EIVA","@ Penn St.","L 0-3",3,NA,19,11,67,0.119,17,1,10,24,8,1,13,1,27.5,NA
"2021-2022","02/11/2022","George Mason","EIVA","@ NJIT","L 0-3",3,NA,33,14,75,0.253,29,2,7,16,7,NA,10,NA,40,NA
"2021-2022","02/12/2022","George Mason","EIVA","@ St. Francis Brooklyn","L 2-3",5,NA,57,15,126,0.333,52,10,20,54,5,8,8,4,79,2
"2021-2022","02/19/2022","George Mason","EIVA","Queens (NC)","W 3-2",5,NA,51,21,128,0.234,45,NA,18,36,8,4,14,3,77,NA
"2021-2022","02/25/2022","George Mason","EIVA","FDU","W 3-1",4,NA,52,19,114,0.289,52,8,20,30,2,1,20,1,71,1
"2021-2022","02/26/2022","George Mason","EIVA","Princeton","L 2-3",5,NA,51,19,117,0.274,47,5,24,34,11,NA,22,NA,67,NA
"2021-2022","03/04/2022","George Mason","EIVA","@ Sacred Heart","W 3-1",4,NA,53,16,104,0.356,50,5,14,34,5,1,24,NA,71,NA
"2021-2022","03/05/2022","George Mason","EIVA","@ Sacred Heart","W 3-2",5,NA,60,26,137,0.248,58,6,15,40,9,NA,12,NA,72,1
"2021-2022","03/09/2022","George Mason","EIVA","@ Southern California","L 0-3",3,NA,24,18,71,0.085,22,3,16,23,5,NA,2,NA,28,NA
"2021-2022","03/11/2022","George Mason","EIVA","@ Pepperdine","L 0-3",3,NA,30,27,86,0.035,27,5,11,18,4,1,2,NA,37,NA
"2021-2022","03/12/2022","George Mason","EIVA","@ UC Irvine","L 1-3",4,NA,50,22,122,0.23,49,4,19,40,10,NA,23,NA,65.5,NA
"2021-2022","03/18/2022","George Mason","EIVA","Saint Francis","W 3-0",3,NA,38,6,75,0.427,34,3,18,21,4,NA,11,2,46.5,NA
"2021-2022","","George Mason","EIVA","Defensive Totals","",3,NA,33,13,70,0.286,28,4,20,22,3,1,4,10,40,NA
"2021-2022","03/20/2022","George Mason","EIVA","Penn St.","L 0-3",3,NA,26,18,69,0.116,23,1,11,19,11,1,NA,2,28,NA
"2021-2022","03/25/2022","George Mason","EIVA","NJIT","W 3-1",4,NA,54,26,129,0.217,51,6,18,43,5,NA,24,10,72,1
"2021-2022","03/26/2022","George Mason","EIVA","St. Francis Brooklyn","W 3-2",5,NA,61,NA,176,0.17,60,4,18,NA,7,2,23,11,78.5,1
"2021-2022","04/01/2022","George Mason","EIVA","@ Charleston (WV)","W 3-1",4,NA,49,16,107,0.308,45,5,10,46,2,2,18,NA,65,NA
"2021-2022","04/02/2022","George Mason","EIVA","@ Charleston (WV)","W 3-2",5,NA,55,18,111,0.333,49,6,20,39,7,2,26,NA,76,NA
"2021-2022","04/08/2022","George Mason","EIVA","@ FDU","W 3-0",3,NA,42,11,83,0.373,39,3,17,29,NA,NA,13,NA,51.5,NA
"2021-2022","04/09/2022","George Mason","EIVA","@ Princeton","L 0-3",3,NA,30,19,71,0.155,26,3,10,17,8,NA,12,1,39,NA
"2021-2022","04/15/2022","George Mason","EIVA","Harvard","L 2-3",5,NA,62,30,146,0.219,60,2,12,57,4,NA,4,3,66,NA
"2021-2022","04/16/2022","George Mason","EIVA","Harvard","L 0-3",3,NA,43,11,97,0.33,40,NA,19,30,3,1,2,12,45,NA
"2021-2022","","George Mason","EIVA","Defensive Totals","",3,NA,47,9,90,0.422,43,3,16,36,NA,1,10,5,56,1
"2021-2022","04/20/2022","George Mason","EIVA","#3 NJIT @State College, PA (2022 EIVA MVB)","L 1-3",4,NA,54,26,113,0.248,53,3,17,35,7,1,13,2,64.5,NA
"2021-2022","01/12/2022","Harvard","EIVA","@ UC Irvine","L 0-3",3,NA,33,13,70,0.286,30,3,24,20,5,1,6,1,40,NA
"2021-2022","01/14/2022","Harvard","EIVA","@ UC San Diego","L 1-3",4,NA,39,24,109,0.138,37,3,14,42,4,NA,16,NA,50,NA
"2021-2022","01/15/2022","Harvard","EIVA","@ Long Beach St.","L 0-3",3,NA,30,13,67,0.254,27,2,13,10,8,1,5,3,35.5,1
"2021-2022","01/21/2022","Harvard","EIVA","Queens (NC)","W 3-0",3,NA,37,10,70,0.386,36,10,14,17,1,NA,10,2,52,NA
"2021-2022","01/22/2022","Harvard","EIVA","King (TN)","W 3-0",3,NA,38,10,72,0.389,33,9,19,18,1,NA,5,NA,49.5,NA
"2021-2022","02/05/2022","Harvard","EIVA","Purdue Fort Wayne","L 1-3",4,NA,43,27,109,0.147,39,11,18,29,7,1,5,1,57.5,NA
"2021-2022","02/11/2022","Harvard","EIVA","Penn St.","L 0-3",3,NA,33,10,73,0.315,31,2,21,18,5,NA,10,2,40,NA
"2021-2022","02/12/2022","Harvard","EIVA","Saint Francis","L 1-3",4,NA,46,12,104,0.327,44,4,21,51,9,1,12,1,57,2
"2021-2022","02/18/2022","Harvard","EIVA","St. Francis Brooklyn","W 3-1",4,NA,48,16,113,0.283,48,5,19,45,8,2,12,4,61,NA
"2021-2022","02/19/2022","Harvard","EIVA","NJIT","W 3-1",4,NA,47,10,90,0.411,42,8,24,20,4,3,19,3,67.5,NA
"2021-2022","03/04/2022","Harvard","EIVA","Princeton","W 3-1",4,NA,47,14,113,0.292,45,4,26,41,6,3,16,1,62,1
"2021-2022","03/05/2022","Harvard","EIVA","Princeton","W 3-1",4,NA,41,19,101,0.218,37,4,24,49,6,4,15,NA,56.5,NA
"2021-2022","03/12/2022","Harvard","EIVA","@ Grand Canyon","L 0-3",3,NA,31,13,76,0.237,28,2,15,14,4,1,4,NA,36,NA
"2021-2022","03/13/2022","Harvard","EIVA","@ Grand Canyon","L 0-3",3,NA,31,29,106,0.019,28,3,11,34,3,1,4,NA,37,NA
"2021-2022","03/18/2022","Harvard","EIVA","@ Sacred Heart","W 3-1",4,NA,52,14,114,0.333,49,3,21,44,5,4,6,1,62,1
"2021-2022","03/19/2022","Harvard","EIVA","Sacred Heart","W 3-1",4,NA,55,18,101,0.366,48,8,17,32,5,2,12,5,71,NA
"2021-2022","03/25/2022","Harvard","EIVA","@ Penn St.","L 0-3",3,NA,23,14,63,0.143,20,3,10,19,10,1,2,1,28,NA
"2021-2022","03/26/2022","Harvard","EIVA","@ Saint Francis","W 3-1",4,NA,64,18,132,0.348,54,3,28,43,11,2,6,1,72,2
"2021-2022","04/01/2022","Harvard","EIVA","@ St. Francis Brooklyn","W 3-0",3,NA,40,6,91,0.374,38,4,17,41,2,NA,6,1,47,NA
"2021-2022","04/02/2022","Harvard","EIVA","@ NJIT","L 0-3",3,NA,35,11,79,0.304,31,NA,12,23,12,NA,7,NA,38.5,1
"2021-2022","04/08/2022","Harvard","EIVA","Charleston (WV)","L 1-3",4,NA,60,25,137,0.255,56,3,29,44,6,NA,17,5,71.5,NA
"2021-2022","04/09/2022","Harvard","EIVA","Charleston (WV)","L 2-3",5,NA,61,19,132,0.318,55,7,24,39,4,2,10,2,75,NA
"2021-2022","04/15/2022","Harvard","EIVA","@ George Mason","W 3-2",5,NA,56,14,137,0.307,48,4,21,43,2,7,27,4,80.5,NA
"2021-2022","04/16/2022","Harvard","EIVA","@ George Mason","W 3-0",3,NA,47,9,90,0.422,43,3,16,36,NA,1,10,5,56,1
"2021-2022","","Harvard","EIVA","Defensive Totals","",3,NA,43,11,97,0.33,40,NA,19,30,3,1,2,12,45,NA
"2021-2022","04/21/2022","Harvard","EIVA","#3 NJIT @State College, PA (2022 EIVA MVB)","L 1-3",4,NA,48,12,112,0.321,45,5,20,31,5,3,23,NA,67.5,NA
"2021-2022","01/14/2022","NJIT","EIVA","@ Lewis","L 1-3",4,NA,47,21,112,0.232,45,5,17,23,5,1,14,1,60,1
"2021-2022","01/15/2022","NJIT","EIVA","@ Loyola Chicago","L 1-3",4,NA,45,21,106,0.226,44,5,19,22,8,2,6,3,55,NA
"2021-2022","01/23/2022","NJIT","EIVA","Purdue Fort Wayne","W 3-0",3,NA,46,10,79,0.456,42,7,12,32,3,1,16,NA,62,NA
"2021-2022","01/28/2022","NJIT","EIVA","UC San Diego","W 3-2",5,NA,59,20,134,0.291,56,7,12,44,4,3,15,1,76.5,2
"2021-2022","02/04/2022","NJIT","EIVA","LIU","W 3-0",3,NA,37,10,69,0.391,34,8,10,29,1,5,16,NA,58,1
"2021-2022","02/05/2022","NJIT","EIVA","LIU @Hackensack, NJ","W 3-0",3,NA,40,13,88,0.307,35,6,5,35,5,1,14,1,54,2
"2021-2022","02/11/2022","NJIT","EIVA","George Mason","W 3-0",3,NA,46,12,80,0.425,45,7,13,22,2,3,16,3,64,NA
"2021-2022","02/12/2022","NJIT","EIVA","Princeton","W 3-1",4,NA,42,19,87,0.264,41,4,17,30,7,1,25,1,59.5,1
"2021-2022","02/18/2022","NJIT","EIVA","@ Sacred Heart","W 3-0",3,NA,37,11,75,0.347,35,7,17,17,2,1,11,1,50.5,NA
"2021-2022","02/19/2022","NJIT","EIVA","@ Harvard","L 1-3",4,NA,47,21,96,0.271,46,4,21,28,8,3,6,2,57,1
"2021-2022","02/25/2022","NJIT","EIVA","Saint Francis","W 3-0",3,NA,35,9,79,0.329,32,2,12,27,8,3,4,2,42,1
"2021-2022","02/26/2022","NJIT","EIVA","Penn St.","L 2-3",5,NA,54,27,126,0.214,53,2,21,54,8,4,21,4,70.5,NA
"2021-2022","03/03/2022","NJIT","EIVA","@ CSUN","W 3-0",3,NA,40,13,81,0.333,38,4,14,25,4,5,9,2,53.5,NA
"2021-2022","03/04/2022","NJIT","EIVA","@ Long Beach St.","L 1-3",4,NA,38,29,116,0.078,37,3,9,32,6,NA,24,6,53,NA
"2021-2022","03/11/2022","NJIT","EIVA","Ball St.","L 1-3",4,NA,59,30,130,0.223,54,3,18,34,2,1,21,1,73.5,NA
"2021-2022","03/18/2022","NJIT","EIVA","Charleston (WV)","W 3-0",3,NA,45,11,82,0.415,43,4,16,19,NA,NA,22,1,60,NA
"2021-2022","03/19/2022","NJIT","EIVA","Charleston (WV)","W 3-2",5,NA,NA,20,130,0.362,NA,8,12,37,2,NA,20,1,NA,NA
"2021-2022","03/25/2022","NJIT","EIVA","@ George Mason","L 1-3",4,NA,54,24,128,0.234,51,5,22,35,6,5,22,NA,75,1
"2021-2022","03/26/2022","NJIT","EIVA","@ Princeton","L 1-3",4,NA,50,24,109,0.239,48,6,11,26,4,NA,21,3,66.5,1
"2021-2022","04/01/2022","NJIT","EIVA","Sacred Heart","W 3-0",3,NA,42,7,75,0.467,39,6,13,35,1,NA,2,1,49,NA
"2021-2022","04/02/2022","NJIT","EIVA","Harvard","W 3-0",3,NA,39,9,76,0.395,37,12,16,27,NA,3,10,NA,59,NA
"2021-2022","04/08/2022","NJIT","EIVA","@ Saint Francis","L 2-3",5,NA,44,13,112,0.277,42,3,20,30,8,NA,16,NA,55,NA
"2021-2022","04/09/2022","NJIT","EIVA","@ Penn St.","L 0-3",3,NA,33,13,75,0.267,32,2,14,27,7,2,13,2,43.5,NA
"2021-2022","04/15/2022","NJIT","EIVA","St. Francis Brooklyn","W 3-1",4,NA,54,7,117,0.402,51,6,23,35,5,1,10,NA,66,NA
"2021-2022","04/16/2022","NJIT","EIVA","@ St. Francis Brooklyn","W 3-0",3,NA,34,5,69,0.42,30,9,13,25,1,5,2,6,49,NA
"2021-2022","04/20/2022","NJIT","EIVA","#6 George Mason @State College, PA (2022 EIVA MVB)","W 3-1",4,NA,55,14,107,0.383,52,7,27,27,3,3,22,4,76,NA
"2021-2022","04/21/2022","NJIT","EIVA","#2 Harvard @State College, PA (2022 EIVA MVB)","W 3-1",4,NA,55,19,111,0.324,54,5,13,42,5,2,8,3,66,NA
"2021-2022","04/23/2022","NJIT","EIVA","#4 Princeton @State College, PA (2022 EIVA MVB)","L 1-3",4,NA,55,23,128,0.25,53,2,14,29,5,NA,17,1,65.5,NA
"2021-2022","01/06/2022","Penn St.","EIVA","BYU","W 3-0",3,NA,35,12,63,0.365,32,9,11,18,1,3,12,3,53,NA
"2021-2022","01/08/2022","Penn St.","EIVA","BYU","W 3-0",3,NA,34,9,62,0.403,31,8,18,21,4,NA,11,1,47.5,NA
"2021-2022","01/13/2022","Penn St.","EIVA","Grand Canyon","W 3-0",3,NA,39,8,67,0.463,38,4,12,26,6,3,8,1,50,NA
"2021-2022","01/15/2022","Penn St.","EIVA","Grand Canyon","W 3-0",3,NA,45,13,83,0.386,41,11,13,21,NA,NA,8,1,60,NA
"2021-2022","01/21/2022","Penn St.","EIVA","Southern California @Los Angeles, CA","L 1-3",4,NA,47,17,108,0.278,47,5,17,37,6,2,4,2,56,NA
"2021-2022","01/22/2022","Penn St.","EIVA","@ UCLA","L 1-3",4,NA,45,25,129,0.155,45,3,13,51,2,3,7,1,54.5,2
"2021-2022","01/28/2022","Penn St.","EIVA","@ UC Santa Barbara","L 0-3",3,NA,33,14,77,0.247,33,NA,16,22,4,2,4,1,37,1
"2021-2022","01/29/2022","Penn St.","EIVA","@ Long Beach St.","W 3-2",5,NA,60,22,126,0.302,56,6,22,34,3,2,10,1,73,2
"2021-2022","02/04/2022","Penn St.","EIVA","Princeton","W 3-0",3,NA,33,12,70,0.3,30,7,12,16,1,1,17,1,49.5,NA
"2021-2022","02/05/2022","Penn St.","EIVA","George Mason","W 3-0",3,NA,46,13,87,0.379,43,8,22,32,1,1,8,3,59,NA
"2021-2022","02/11/2022","Penn St.","EIVA","@ Harvard","W 3-0",3,NA,40,14,81,0.321,37,5,18,26,2,NA,NA,2,45,NA
"2021-2022","02/12/2022","Penn St.","EIVA","@ Sacred Heart","W 3-0",3,NA,42,13,78,0.372,39,7,8,29,1,1,12,1,56,NA
"2021-2022","02/19/2022","Penn St.","EIVA","Saint Francis","W 3-0",3,NA,45,7,76,0.5,44,4,15,24,2,2,7,1,54.5,NA
"2021-2022","02/25/2022","Penn St.","EIVA","@ St. Francis Brooklyn","W 3-0",3,NA,40,11,75,0.387,37,6,16,25,1,1,4,3,49,NA
"2021-2022","02/26/2022","Penn St.","EIVA","@ NJIT","W 3-2",5,NA,47,27,133,0.15,46,8,18,38,2,4,23,2,70.5,NA
"2021-2022","03/04/2022","Penn St.","EIVA","Charleston (WV)","W 3-0",3,NA,39,7,64,0.5,37,4,19,23,NA,2,18,1,54,NA
"2021-2022","03/08/2022","Penn St.","EIVA","@ Ohio St.","W 3-0",3,NA,34,8,84,0.31,32,4,18,32,2,2,14,2,47,NA
"2021-2022","03/13/2022","Penn St.","EIVA","Ohio St.","W 3-1",4,NA,55,9,97,0.474,50,8,23,20,3,NA,6,NA,66,NA
"2021-2022","03/18/2022","Penn St.","EIVA","@ Princeton","W 3-1",4,NA,49,15,98,0.347,46,4,15,31,7,2,14,3,62,NA
"2021-2022","03/20/2022","Penn St.","EIVA","@ George Mason","W 3-0",3,NA,33,8,67,0.373,30,11,16,23,1,2,24,NA,58,NA
"2021-2022","03/25/2022","Penn St.","EIVA","Harvard","W 3-0",3,NA,41,5,67,0.537,37,10,18,21,3,3,12,2,60,NA
"2021-2022","03/26/2022","Penn St.","EIVA","Sacred Heart","W 3-0",3,NA,44,18,91,0.286,43,6,18,28,2,1,8,NA,55,NA
"2021-2022","04/02/2022","Penn St.","EIVA","@ Saint Francis","W 3-0",3,NA,34,15,69,0.275,34,9,18,18,NA,1,2,2,45,NA
"2021-2022","04/08/2022","Penn St.","EIVA","St. Francis Brooklyn","W 3-0",3,NA,45,7,83,0.458,43,9,12,38,3,3,4,NA,59,NA
"2021-2022","04/09/2022","Penn St.","EIVA","NJIT","W 3-0",3,NA,40,12,81,0.346,36,7,16,24,2,1,15,1,55.5,NA
"2021-2022","04/15/2022","Penn St.","EIVA","@ Charleston (WV)","W 3-1",4,NA,46,14,105,0.305,39,8,13,39,3,3,8,NA,61,NA
"2021-2022","04/21/2022","Penn St.","EIVA","#4 Princeton 2022 EIVA MVB","L 2-3",5,NA,61,24,128,0.289,58,5,20,39,7,NA,12,5,72,NA
"2021-2022","01/12/2022","Princeton","EIVA","@ Southern California","L 0-3",3,NA,40,14,88,0.295,34,1,23,21,5,4,8,NA,49,NA
"2021-2022","01/15/2022","Princeton","EIVA","@ UCLA","L 0-3",3,NA,30,17,79,0.165,28,4,15,23,7,1,NA,2,35,NA
"2021-2022","01/17/2022","Princeton","EIVA","@ Pepperdine","L 0-3",3,NA,32,12,69,0.29,32,5,12,17,6,NA,5,NA,39.5,NA
"2021-2022","01/19/2022","Princeton","EIVA","@ UC Santa Barbara","W 3-1",4,NA,49,18,99,0.313,45,12,23,29,6,3,23,2,75.5,NA
"2021-2022","01/19/2022","Princeton","EIVA","@ CSUN","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/23/2022","Princeton","EIVA","Daemen","L 2-3",5,NA,52,21,115,0.27,50,9,11,36,10,7,4,6,70,1
"2021-2022","01/29/2022","Princeton","EIVA","UC San Diego","L 2-3",5,NA,55,22,130,0.254,43,10,19,37,9,4,8,2,73,NA
"2021-2022","02/04/2022","Princeton","EIVA","@ Penn St.","L 0-3",3,NA,22,21,61,0.016,22,1,14,17,7,NA,11,1,28.5,NA
"2021-2022","02/05/2022","Princeton","EIVA","@ Saint Francis","L 1-3",4,NA,43,24,105,0.181,38,3,21,33,3,1,4,2,49,NA
"2021-2022","02/12/2022","Princeton","EIVA","@ NJIT","L 1-3",4,NA,47,25,110,0.2,41,7,21,22,4,3,12,1,63,NA
"2021-2022","02/13/2022","Princeton","EIVA","@ St. Francis Brooklyn","W 3-1",4,NA,54,20,132,0.258,48,5,18,51,5,2,18,1,70,NA
"2021-2022","02/18/2022","Princeton","EIVA","Charleston (WV)","W 3-1",4,NA,49,25,112,0.214,47,10,24,39,2,3,8,1,66,NA
"2021-2022","02/19/2022","Princeton","EIVA","Charleston (WV)","W 3-0",3,NA,45,14,73,0.425,40,6,11,25,NA,NA,11,NA,56.5,NA
"2021-2022","02/26/2022","Princeton","EIVA","@ George Mason","W 3-2",5,NA,54,22,118,0.271,47,11,25,30,5,NA,20,1,75,NA
"2021-2022","03/04/2022","Princeton","EIVA","@ Harvard","L 1-3",4,NA,47,23,117,0.205,46,6,22,43,4,1,6,3,57,NA
"2021-2022","03/05/2022","Princeton","EIVA","@ Harvard","L 1-3",4,NA,29,23,111,0.054,26,6,28,32,4,1,14,4,43,1
"2021-2022","03/12/2022","Princeton","EIVA","Ball St.","L 0-3",3,NA,33,15,77,0.234,30,4,10,26,10,3,6,2,43,NA
"2021-2022","03/18/2022","Princeton","EIVA","Penn St.","L 1-3",4,NA,48,22,109,0.239,44,7,21,24,4,1,16,1,64,NA
"2021-2022","03/19/2022","Princeton","EIVA","Saint Francis","W 3-0",3,NA,41,10,76,0.408,39,5,18,20,5,3,3,1,50.5,NA
"2021-2022","03/23/2022","Princeton","EIVA","St. Francis Brooklyn","W 3-0",3,NA,42,11,84,0.369,39,2,13,30,6,5,19,1,58.5,NA
"2021-2022","03/26/2022","Princeton","EIVA","NJIT","W 3-1",4,NA,54,19,104,0.337,50,4,12,25,6,6,18,6,73,NA
"2021-2022","04/02/2022","Princeton","EIVA","@ FDU","W 3-1",4,NA,60,18,128,0.328,54,3,20,41,5,1,27,4,77.5,1
"2021-2022","04/09/2022","Princeton","EIVA","George Mason","W 3-0",3,NA,38,11,72,0.375,32,8,12,16,3,2,NA,1,62,NA
"2021-2022","04/15/2022","Princeton","EIVA","Sacred Heart","W 3-0",3,NA,33,16,76,0.224,26,12,12,27,3,2,14,1,54,NA
"2021-2022","04/16/2022","Princeton","EIVA","Sacred Heart","W 3-0",3,NA,38,7,73,0.425,36,8,11,27,4,1,15,1,54.5,NA
"2021-2022","04/20/2022","Princeton","EIVA","#5 Saint Francis @State College, PA (2022 EIVA MVB)","W 3-0",3,NA,38,14,87,0.276,38,4,10,37,3,1,4,1,45,NA
"2021-2022","04/21/2022","Princeton","EIVA","@#1 Penn St. 2022 EIVA MVB","W 3-2",5,NA,56,19,116,0.319,56,7,19,37,5,4,15,2,74.5,NA
"2021-2022","04/23/2022","Princeton","EIVA","#3 NJIT @State College, PA (2022 EIVA MVB)","W 3-1",4,NA,60,22,116,0.328,57,5,14,37,2,4,25,4,81.5,NA
"2021-2022","05/01/2022","Princeton","EIVA","North Greenville @Los Angeles, CA (2022 NC MVB Championship )","L 0-3",3,NA,44,26,103,0.175,42,7,16,28,6,1,11,5,57.5,NA
"2021-2022","01/12/2022","Sacred Heart","EIVA","Springfield","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/22/2022","Sacred Heart","EIVA","Vassar","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/22/2022","Sacred Heart","EIVA","Daemen","W 3-2",5,NA,45,19,100,0.26,41,5,15,36,8,5,10,NA,60,NA
"2021-2022","01/28/2022","Sacred Heart","EIVA","Emmanuel (GA) @Springfield, MA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/28/2022","Sacred Heart","EIVA","Lasell","W 3-0",3,NA,39,14,73,0.342,36,8,12,25,2,1,10,1,53,NA
"2021-2022","01/29/2022","Sacred Heart","EIVA","@ American Int'l","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","02/02/2022","Sacred Heart","EIVA","FDU","W 3-0",3,NA,41,11,77,0.39,37,5,17,22,3,2,12,1,54,NA
"2021-2022","02/05/2022","Sacred Heart","EIVA","Purdue Fort Wayne","L 1-3",4,NA,45,25,121,0.165,39,6,14,35,11,NA,12,1,57,NA
"2021-2022","02/11/2022","Sacred Heart","EIVA","Saint Francis","L 2-3",5,NA,50,24,135,0.193,47,3,16,35,11,1,15,NA,61.5,NA
"2021-2022","02/12/2022","Sacred Heart","EIVA","Penn St.","L 0-3",3,NA,23,20,76,0.039,20,1,5,19,7,3,4,1,29,1
"2021-2022","02/15/2022","Sacred Heart","EIVA","@ American Int'l","W 3-0",3,NA,38,14,68,0.353,37,11,7,24,2,NA,13,NA,55.5,NA
"2021-2022","02/18/2022","Sacred Heart","EIVA","NJIT","L 0-3",3,NA,28,17,66,0.167,25,2,11,23,7,2,6,1,35,NA
"2021-2022","02/19/2022","Sacred Heart","EIVA","St. Francis Brooklyn","L 2-3",5,NA,56,NA,140,0.179,55,14,18,49,6,2,8,3,76,NA
"2021-2022","02/25/2022","Sacred Heart","EIVA","@ Charleston (WV)","L 1-3",4,NA,52,26,122,0.213,46,5,15,30,5,1,NA,NA,58,NA
"2021-2022","02/26/2022","Sacred Heart","EIVA","@ Charleston (WV)","W 3-2",5,NA,49,21,131,0.214,46,4,22,39,6,4,11,NA,62.5,NA
"2021-2022","03/04/2022","Sacred Heart","EIVA","George Mason","L 1-3",4,NA,49,25,119,0.202,44,5,14,31,5,2,10,1,61,NA
"2021-2022","03/05/2022","Sacred Heart","EIVA","George Mason","L 2-3",5,NA,55,22,122,0.27,51,9,13,37,6,5,22,3,80,1
"2021-2022","03/08/2022","Sacred Heart","EIVA","American Int'l","W 3-0",3,NA,40,8,68,0.471,35,10,12,24,NA,1,8,NA,55,NA
"2021-2022","03/11/2022","Sacred Heart","EIVA","LIU","L 2-3",5,NA,56,18,118,0.322,51,8,22,33,4,2,8,1,70,1
"2021-2022","03/18/2022","Sacred Heart","EIVA","Harvard","L 1-3",4,NA,35,26,118,0.076,32,5,16,34,3,2,8,3,46,1
"2021-2022","03/19/2022","Sacred Heart","EIVA","@ Harvard","L 1-3",4,NA,43,14,97,0.299,40,4,19,22,7,1,8,3,52,NA
"2021-2022","03/22/2022","Sacred Heart","EIVA","Eastern Nazarene","W 3-1",4,NA,52,21,122,0.254,44,10,19,33,2,5,19,3,76.5,1
"2021-2022","03/25/2022","Sacred Heart","EIVA","@ Saint Francis","W 3-2",5,NA,49,23,108,0.241,41,3,21,50,7,3,10,NA,60,NA
