"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2021-2022","01/06/2022","CSUN","Big West","CUI @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/07/2022","CSUN","Big West","Southern California @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/08/2022","CSUN","Big West","UCLA @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/12/2022","CSUN","Big West","St. Xavier","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/15/2022","CSUN","Big West","Erskine","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/19/2022","CSUN","Big West","Princeton","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/27/2022","CSUN","Big West","@ UCLA","L 0-3",3,NA,36,12,79,0.304,31,3,17,15,9,1,16,1,48,1
"2021-2022","01/28/2022","CSUN","Big West","Cal Lutheran","W 3-0",3,NA,38,8,66,0.455,34,4,13,21,3,NA,11,1,47.5,NA
"2021-2022","","CSUN","Big West","Defensive Totals","",3,NA,18,22,65,-0.062,16,3,8,15,4,2,2,NA,24,1
"2021-2022","02/04/2022","CSUN","Big West","UC Merced","W 3-1",4,NA,44,14,83,0.361,36,10,16,18,4,3,10,NA,62,NA
"2021-2022","02/09/2022","CSUN","Big West","Vanguard","W 3-0",3,NA,36,7,67,0.433,32,9,11,24,NA,2,7,2,50.5,NA
"2021-2022","02/10/2022","CSUN","Big West","@ Southern California","L 0-3",3,NA,35,24,92,0.12,32,2,11,34,2,1,8,2,42,NA
"2021-2022","02/18/2022","CSUN","Big West","@ Stanford","L 0-3",3,NA,30,16,74,0.189,27,2,11,21,5,NA,6,NA,35,NA
"2021-2022","02/23/2022","CSUN","Big West","St. Katherine","W 3-0",3,NA,31,11,58,0.345,28,5,17,13,NA,NA,16,NA,44,NA
"2021-2022","02/26/2022","CSUN","Big West","Stanford","W 3-1",4,NA,46,15,106,0.292,42,10,23,40,6,4,18,1,69,NA
"2021-2022","03/03/2022","CSUN","Big West","NJIT","L 0-3",3,NA,42,17,91,0.275,35,4,20,23,4,1,10,NA,52,NA
"2021-2022","03/10/2022","CSUN","Big West","@ UC Santa Barbara","L 0-3",3,NA,30,10,71,0.282,29,2,14,22,8,1,4,1,35,1
"2021-2022","03/11/2022","CSUN","Big West","UC Santa Barbara","L 0-3",3,NA,35,19,84,0.19,33,2,9,22,4,NA,4,1,39,NA
"2021-2022","03/16/2022","CSUN","Big West","@ Pepperdine","L 0-3",3,NA,31,15,74,0.216,31,2,11,14,5,1,12,2,40,NA
"2021-2022","03/18/2022","CSUN","Big West","Pepperdine","L 0-3",3,NA,25,21,76,0.053,24,NA,10,9,2,NA,6,2,28,NA
"2021-2022","03/25/2022","CSUN","Big West","@ Hawaii","L 1-3",4,NA,52,21,111,0.279,49,10,11,33,7,1,13,NA,69.5,NA
"2021-2022","03/26/2022","CSUN","Big West","@ Hawaii","L 0-3",3,NA,27,18,75,0.12,26,4,11,17,6,NA,10,NA,36,NA
"2021-2022","03/31/2022","CSUN","Big West","@ UC San Diego","W 3-0",3,NA,43,11,87,0.368,38,3,19,34,2,2,11,NA,53.5,2
"2021-2022","04/02/2022","CSUN","Big West","UC San Diego","L 0-3",3,NA,34,15,78,0.244,33,6,13,23,6,4,6,2,47,NA
"2021-2022","04/08/2022","CSUN","Big West","UC Irvine","L 1-3",4,NA,55,19,107,0.336,51,2,15,30,7,1,5,NA,60.5,NA
"2021-2022","04/09/2022","CSUN","Big West","@ UC Irvine","L 0-3",3,NA,36,20,94,0.17,36,3,12,17,5,NA,4,NA,41,NA
"2021-2022","04/15/2022","CSUN","Big West","@ Long Beach St.","L 2-3",5,NA,61,14,121,0.388,54,9,16,43,10,2,9,2,76.5,1
"2021-2022","04/16/2022","CSUN","Big West","Long Beach St.","L 0-3",3,NA,49,16,106,0.311,44,2,10,28,4,NA,6,2,54,NA
"2021-2022","04/21/2022","CSUN","Big West","#3 UC Santa Barbara @Honolulu, HI (2022 Big West MVB)","L 0-3",3,NA,41,18,97,0.237,40,1,10,34,4,NA,8,2,46,NA
"2021-2022","01/05/2022","Hawaii","Big West","Loyola Chicago","W 3-0",3,NA,42,10,84,0.381,40,6,12,31,NA,1,17,NA,57.5,NA
"2021-2022","01/07/2022","Hawaii","Big West","Loyola Chicago","W 3-1",4,NA,48,14,96,0.354,44,8,11,26,3,1,16,NA,65,NA
"2021-2022","01/14/2022","Hawaii","Big West","Edward Waters","W 3-0",3,NA,35,4,55,0.564,30,11,4,21,1,NA,15,NA,53.5,1
"2021-2022","01/16/2022","Hawaii","Big West","Edward Waters","W 3-0",3,NA,36,3,48,NA,31,14,8,8,NA,1,18,1,60,NA
"2021-2022","01/29/2022","Hawaii","Big West","@ Ball St.","L 0-3",3,NA,29,16,82,0.159,27,1,11,17,1,1,10,1,36,NA
"2021-2022","01/31/2022","Hawaii","Big West","@ Ball St.","L 2-3",5,NA,57,12,123,0.366,51,9,13,41,8,NA,20,3,76,NA
"2021-2022","02/04/2022","Hawaii","Big West","FDU @Austin, TX","W 3-0",3,NA,37,8,72,0.403,36,8,8,32,NA,1,18,NA,55,NA
"2021-2022","02/04/2022","Hawaii","Big West","Queens (NC) @Austin, TX","W 3-0",3,NA,32,9,62,0.371,25,17,3,23,2,1,19,1,59.5,NA
"2021-2022","02/05/2022","Hawaii","Big West","Stanford @Austin, TX","W 3-1",4,NA,49,17,113,0.283,47,6,10,40,3,2,23,NA,68.5,NA
"2021-2022","02/08/2022","Hawaii","Big West","LIU","W 3-0",3,NA,31,9,64,0.344,30,10,7,20,3,2,25,NA,55.5,NA
"2021-2022","02/09/2022","Hawaii","Big West","LIU","W 3-0",3,NA,32,4,52,0.538,32,8,8,15,3,2,20,1,52,1
"2021-2022","02/11/2022","Hawaii","Big West","LIU","W 3-1",4,NA,37,18,80,0.238,35,NA,10,28,5,6,25,1,75.5,NA
"2021-2022","02/18/2022","Hawaii","Big West","Lincoln Memorial","W 3-0",3,NA,37,13,79,0.304,34,5,8,17,4,5,4,NA,49,NA
"2021-2022","02/19/2022","Hawaii","Big West","Lincoln Memorial","W 3-0",3,NA,39,13,69,0.377,37,4,10,26,1,3,14,2,53,NA
"2021-2022","02/20/2022","Hawaii","Big West","Lincoln Memorial","W 3-1",4,NA,53,14,109,0.358,46,6,14,33,2,2,11,NA,66.5,NA
"2021-2022","03/02/2022","Hawaii","Big West","@ UC San Diego","L 2-3",5,NA,47,22,130,0.192,42,4,12,37,4,6,14,NA,64,NA
"2021-2022","03/04/2022","Hawaii","Big West","@ UC San Diego","W 3-0",3,NA,43,10,77,0.429,40,1,10,21,2,4,8,NA,52,1
"2021-2022","03/10/2022","Hawaii","Big West","Lewis","W 3-0",3,NA,47,11,85,0.424,44,5,9,21,NA,2,5,1,56.5,1
"2021-2022","03/12/2022","Hawaii","Big West","Lewis","W 3-1",4,NA,45,17,121,0.231,40,8,18,47,8,NA,18,NA,69,NA
"2021-2022","03/25/2022","Hawaii","Big West","CSUN","W 3-1",4,NA,59,11,114,0.421,54,7,11,31,10,2,10,1,73,NA
"2021-2022","03/26/2022","Hawaii","Big West","CSUN","W 3-0",3,NA,41,11,72,0.417,38,6,10,25,4,5,15,2,59.5,NA
"2021-2022","04/01/2022","Hawaii","Big West","@ Long Beach St.","L 1-3",4,NA,50,18,121,0.264,44,1,11,47,8,2,13,NA,59.5,NA
"2021-2022","04/02/2022","Hawaii","Big West","@ Long Beach St.","L 1-3",4,NA,52,28,138,0.174,50,7,13,46,5,NA,17,1,67.5,NA
"2021-2022","04/08/2022","Hawaii","Big West","UC Santa Barbara","W 3-0",3,NA,38,13,90,0.278,36,6,10,34,4,2,8,1,50,NA
"2021-2022","04/09/2022","Hawaii","Big West","UC Santa Barbara","W 3-2",5,NA,64,11,137,0.387,58,7,12,41,9,1,16,4,80,1
"2021-2022","04/15/2022","Hawaii","Big West","@ UC Irvine","W 3-0",3,NA,42,10,82,0.39,41,5,7,22,6,2,15,1,56.5,NA
"2021-2022","04/16/2022","Hawaii","Big West","@ UC Irvine","W 3-2",5,NA,66,24,129,0.326,62,6,18,37,5,3,25,1,NA,1
"2021-2022","04/22/2022","Hawaii","Big West","#3 UC Santa Barbara 2022 Big West MVB","W 3-0",3,NA,41,8,85,0.388,37,4,9,32,3,3,20,NA,58,NA
"2021-2022","04/23/2022","Hawaii","Big West","#1 Long Beach St. 2022 Big West MVB","W 3-0",3,NA,53,14,106,0.368,49,3,14,35,3,1,14,NA,64,NA
"2021-2022","05/03/2022","Hawaii","Big West","North Greenville @Los Angeles, CA (2022 NC MVB Championship )","W 3-0",3,NA,36,9,63,0.429,32,5,14,20,2,2,17,1,51.5,NA
"2021-2022","05/05/2022","Hawaii","Big West","#2 Ball St. @Los Angeles, CA (2022 NC MVB Championship )","W 3-2",5,NA,64,NA,141,0.241,61,13,18,51,7,1,18,1,87,2
"2021-2022","05/07/2022","Hawaii","Big West","#1 Long Beach St. @Los Angeles, CA (2022 NC MVB Championship )","W 3-0",3,NA,44,8,83,0.434,38,3,9,16,5,1,14,1,55,NA
"2021-2022","01/07/2022","Long Beach St.","Big West","Juniata @Loretto, PA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/08/2022","Long Beach St.","Big West","@ Saint Francis","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/15/2022","Long Beach St.","Big West","Harvard","W 3-0",3,NA,38,12,63,0.413,35,8,12,20,2,1,6,2,50,NA
"2021-2022","01/17/2022","Long Beach St.","Big West","Erskine","W 3-0",3,NA,35,5,59,0.508,34,10,11,16,2,2,16,2,55,NA
"2021-2022","01/21/2022","Long Beach St.","Big West","@ Lewis","W 3-1",4,NA,52,18,110,0.309,47,3,13,42,7,1,NA,1,71,NA
"2021-2022","01/22/2022","Long Beach St.","Big West","@ Loyola Chicago","W 3-0",3,NA,41,6,68,0.515,39,5,12,25,5,1,10,1,52,NA
"2021-2022","01/28/2022","Long Beach St.","Big West","Ohio St.","W 3-1",4,NA,59,12,109,0.431,54,6,13,26,2,NA,20,2,75,NA
"2021-2022","01/29/2022","Long Beach St.","Big West","Penn St.","L 2-3",5,NA,58,26,123,0.26,55,3,16,33,6,1,23,1,73.5,1
"2021-2022","02/04/2022","Long Beach St.","Big West","Southern California","W 3-1",4,NA,51,15,101,0.356,48,6,14,37,6,1,9,NA,62.5,1
"2021-2022","02/11/2022","Long Beach St.","Big West","UCLA","W 3-0",3,NA,40,10,75,0.4,36,4,10,33,2,3,8,3,51,1
"2021-2022","02/19/2022","Long Beach St.","Big West","@ UCLA","L 2-3",5,NA,58,22,126,0.286,48,2,17,32,4,NA,20,3,70,NA
"2021-2022","02/25/2022","Long Beach St.","Big West","Stanford","W 3-0",3,NA,29,12,84,0.202,28,7,11,34,1,1,16,1,45,NA
"2021-2022","03/04/2022","Long Beach St.","Big West","NJIT","W 3-1",4,NA,53,21,114,0.281,50,6,14,42,3,3,22,2,73,1
"2021-2022","03/05/2022","Long Beach St.","Big West","LIU","W 3-0",3,NA,33,4,52,0.558,33,7,12,23,2,3,17,NA,51.5,NA
"2021-2022","03/10/2022","Long Beach St.","Big West","@ UC Irvine","L 2-3",5,NA,52,20,119,0.269,49,5,16,27,12,NA,24,2,69,1
"2021-2022","03/11/2022","Long Beach St.","Big West","UC Irvine","W 3-0",3,NA,36,12,76,0.316,34,3,10,23,1,NA,29,NA,53.5,2
"2021-2022","03/18/2022","Long Beach St.","Big West","CUI","W 3-0",3,NA,47,15,100,0.32,46,8,10,42,1,1,12,2,62,NA
"2021-2022","03/25/2022","Long Beach St.","Big West","@ UC Santa Barbara","W 3-0",3,NA,49,14,100,0.35,47,2,11,38,3,1,16,1,60,NA
"2021-2022","03/26/2022","Long Beach St.","Big West","UC Santa Barbara","W 3-1",4,NA,63,10,115,0.461,61,NA,17,36,4,3,20,2,76,NA
"2021-2022","04/01/2022","Long Beach St.","Big West","Hawaii","W 3-1",4,NA,63,19,136,0.324,60,8,26,42,1,NA,24,1,83,NA
"2021-2022","04/02/2022","Long Beach St.","Big West","Hawaii","W 3-1",4,NA,50,9,117,0.35,49,5,17,47,7,4,25,3,71.5,NA
"2021-2022","04/08/2022","Long Beach St.","Big West","UC San Diego","W 3-0",3,NA,38,12,69,0.377,35,7,13,15,1,2,23,3,58.5,NA
"2021-2022","04/09/2022","Long Beach St.","Big West","@ UC San Diego","L 2-3",5,NA,53,19,123,0.276,49,11,12,33,7,1,24,NA,77,NA
"2021-2022","04/15/2022","Long Beach St.","Big West","CSUN","W 3-2",5,NA,59,16,124,0.347,56,10,19,35,9,NA,6,3,72,NA
"2021-2022","04/16/2022","Long Beach St.","Big West","@ CSUN","W 3-0",3,NA,52,7,98,0.459,48,4,14,32,2,4,4,3,62,1
"2021-2022","04/22/2022","Long Beach St.","Big West","#5 UC Irvine @Honolulu, HI (2022 Big West MVB)","W 3-1",4,NA,63,14,119,0.412,61,5,16,39,6,NA,9,1,72.5,NA
"2021-2022","04/23/2022","Long Beach St.","Big West","@#2 Hawaii 2022 Big West MVB","L 0-3",3,NA,43,15,102,0.275,41,3,9,32,3,2,10,2,53,NA
"2021-2022","05/05/2022","Long Beach St.","Big West","@ UCLA 2022 NC MVB Championship","W 3-2",5,NA,49,9,97,0.412,46,7,20,26,6,4,8,1,64,1
"2021-2022","05/07/2022","Long Beach St.","Big West","Hawaii @Los Angeles, CA (2022 NC MVB Championship )","L 0-3",3,NA,41,17,79,0.304,40,5,9,26,3,1,NA,5,47,1
"2021-2022","01/01/2022","UC Irvine","Big West","@ Loyola Chicago","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/02/2022","UC Irvine","Big West","@ Lewis","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/07/2022","UC Irvine","Big West","Lindenwood @Stanford, CA","W 3-0",3,NA,43,14,85,0.341,40,6,14,22,2,NA,8,NA,53,NA
"2021-2022","01/08/2022","UC Irvine","Big West","@ Stanford","L 2-3",5,NA,63,NA,141,0.234,63,7,23,43,6,2,27,NA,85.5,NA
"2021-2022","01/12/2022","UC Irvine","Big West","Harvard","W 3-0",3,NA,33,11,68,0.324,30,5,15,22,3,NA,12,NA,44,NA
"2021-2022","01/14/2022","UC Irvine","Big West","Stanford","W 3-1",4,NA,51,18,110,0.3,51,6,21,40,4,NA,20,3,67,1
"2021-2022","01/21/2022","UC Irvine","Big West","@ BYU","L 2-3",5,NA,63,22,127,0.323,62,2,24,42,9,1,22,3,77,1
"2021-2022","01/22/2022","UC Irvine","Big West","@ BYU","L 0-3",3,NA,32,18,75,0.187,31,1,10,20,3,NA,15,1,40.5,NA
"2021-2022","01/26/2022","UC Irvine","Big West","@ Southern California","L 0-3",3,NA,29,21,76,0.105,29,2,9,25,5,1,2,1,33,1
"2021-2022","01/28/2022","UC Irvine","Big West","Southern California","L 2-3",5,NA,64,20,131,0.336,62,5,25,33,8,2,18,1,80,NA
"2021-2022","02/04/2022","UC Irvine","Big West","UCLA","L 1-3",4,NA,42,18,106,0.226,41,8,13,29,2,NA,19,1,59.5,NA
"2021-2022","02/05/2022","UC Irvine","Big West","@ UCLA","L 2-3",5,NA,49,12,100,0.37,45,5,12,25,8,NA,7,NA,57.5,1
"2021-2022","02/09/2022","UC Irvine","Big West","@ Pepperdine","L 0-3",3,NA,37,21,83,0.193,36,1,13,15,6,1,20,1,49,NA
"2021-2022","02/11/2022","UC Irvine","Big West","Pepperdine","W 3-1",4,NA,49,16,106,0.311,47,7,7,27,6,2,5,2,60.5,1
"2021-2022","02/18/2022","UC Irvine","Big West","CUI","W 3-0",3,NA,48,20,113,0.248,46,4,11,45,2,2,19,1,63.5,NA
"2021-2022","02/19/2022","UC Irvine","Big West","UC Santa Cruz","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","03/05/2022","UC Irvine","Big West","@ CUI","W 3-2",5,NA,67,27,140,0.286,64,8,17,44,3,5,10,NA,85,NA
"2021-2022","03/10/2022","UC Irvine","Big West","Long Beach St.","W 3-2",5,NA,58,25,123,0.268,57,12,17,36,5,1,15,4,78.5,1
"2021-2022","03/11/2022","UC Irvine","Big West","@ Long Beach St.","L 0-3",3,NA,34,24,96,0.104,33,1,11,24,3,1,4,1,38,NA
"2021-2022","03/12/2022","UC Irvine","Big West","George Mason","W 3-1",4,NA,47,19,110,0.255,45,10,11,37,4,1,29,2,72.5,NA
"2021-2022","03/25/2022","UC Irvine","Big West","@ UC San Diego","L 1-3",4,NA,53,20,113,0.292,52,6,17,30,3,3,8,1,66,1
"2021-2022","03/26/2022","UC Irvine","Big West","UC San Diego","L 2-3",5,NA,56,25,120,0.258,54,4,14,29,6,3,17,1,71.5,NA
"2021-2022","03/30/2022","UC Irvine","Big West","UC Santa Barbara","L 1-3",4,NA,58,27,126,0.246,54,3,11,31,5,NA,12,NA,67,NA
"2021-2022","04/01/2022","UC Irvine","Big West","@ UC Santa Barbara","L 0-3",3,NA,36,16,76,0.263,35,3,15,18,7,1,12,5,46,1
"2021-2022","04/08/2022","UC Irvine","Big West","@ CSUN","W 3-1",4,NA,55,15,110,0.364,51,7,19,24,2,4,12,4,72,NA
"2021-2022","04/09/2022","UC Irvine","Big West","CSUN","W 3-0",3,NA,41,11,76,0.395,40,5,11,28,3,1,20,1,57,NA
"2021-2022","04/15/2022","UC Irvine","Big West","Hawaii","L 0-3",3,NA,38,20,90,0.2,36,6,8,25,5,NA,14,NA,51,NA
"2021-2022","04/16/2022","UC Irvine","Big West","Hawaii","L 2-3",5,NA,53,23,136,0.221,50,5,14,32,6,3,26,6,74,1
"2021-2022","04/21/2022","UC Irvine","Big West","#4 UC San Diego @Honolulu, HI (2022 Big West MVB)","W 3-0",3,NA,44,10,84,0.405,42,4,20,29,4,1,14,1,56,NA
"2021-2022","04/22/2022","UC Irvine","Big West","#1 Long Beach St. @Honolulu, HI (2022 Big West MVB)","L 1-3",4,NA,58,14,120,0.367,51,6,19,35,5,1,15,2,72.5,NA
"2021-2022","01/07/2022","UC San Diego","Big West","Southern California @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/07/2022","UC San Diego","Big West","UCLA @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/08/2022","UC San Diego","Big West","@ UC Santa Barbara","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/08/2022","UC San Diego","Big West","CUI @Isla Vista, CA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/14/2022","UC San Diego","Big West","Harvard","W 3-1",4,NA,49,23,121,0.215,48,4,16,40,3,3,18,NA,65,NA
"2021-2022","01/15/2022","UC San Diego","Big West","Stanford","W 3-0",3,NA,39,12,90,0.3,37,8,16,34,5,NA,12,1,53,NA
"2021-2022","01/21/2022","UC San Diego","Big West","Grand Canyon","L 1-3",4,NA,49,26,125,0.184,46,4,19,33,7,2,12,NA,61,NA
"2021-2022","01/28/2022","UC San Diego","Big West","@ NJIT","L 2-3",5,NA,65,25,146,0.274,61,4,19,48,7,1,10,NA,75,NA
"2021-2022","01/29/2022","UC San Diego","Big West","@ Princeton","W 3-2",5,NA,54,14,116,0.345,51,9,16,31,10,5,6,3,71,NA
"2021-2022","02/02/2022","UC San Diego","Big West","@ Southern California","L 0-3",3,NA,42,18,106,0.226,40,2,7,43,5,NA,6,NA,47,NA
"2021-2022","02/04/2022","UC San Diego","Big West","CUI","L 1-3",4,NA,53,15,119,0.319,49,2,8,44,4,3,6,2,61,1
"2021-2022","02/09/2022","UC San Diego","Big West","UCLA","L 1-3",4,NA,41,15,99,0.263,40,4,13,30,NA,3,6,NA,51,NA
"2021-2022","02/11/2022","UC San Diego","Big West","@ BYU","W 3-2",5,NA,67,20,135,0.348,64,3,NA,42,4,NA,24,2,82,NA
"2021-2022","02/12/2022","UC San Diego","Big West","@ BYU","W 3-2",5,NA,57,21,112,0.321,53,5,19,37,3,NA,15,3,69.5,NA
"2021-2022","02/18/2022","UC San Diego","Big West","UC Santa Cruz","W 3-0",3,NA,46,15,89,0.348,39,2,14,30,1,3,17,1,59.5,1
"2021-2022","02/19/2022","UC San Diego","Big West","Central St. (OH)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","02/19/2022","UC San Diego","Big West","CUI","W 3-0",3,NA,49,14,82,0.427,48,5,17,36,4,NA,8,NA,58,NA
"2021-2022","02/25/2022","UC San Diego","Big West","@ UC Santa Barbara","L 1-3",4,NA,39,24,117,0.128,38,5,23,40,5,2,14,1,53,2
"2021-2022","03/02/2022","UC San Diego","Big West","Hawaii","W 3-2",5,NA,NA,NA,143,0.28,NA,4,22,56,4,2,12,NA,82,1
"2021-2022","03/04/2022","UC San Diego","Big West","Hawaii","L 0-3",3,NA,38,20,81,0.222,36,2,11,18,1,2,4,2,44,NA
"2021-2022","03/09/2022","UC San Diego","Big West","@ CUI","W 3-1",4,NA,61,27,133,0.256,58,8,15,49,5,3,16,NA,80,NA
"2021-2022","03/25/2022","UC San Diego","Big West","UC Irvine","W 3-1",4,NA,60,17,111,0.387,53,3,18,36,6,1,11,1,69.5,1
"2021-2022","03/26/2022","UC San Diego","Big West","@ UC Irvine","W 3-2",5,NA,63,22,122,0.336,57,6,16,33,4,NA,13,1,75.5,NA
"2021-2022","03/31/2022","UC San Diego","Big West","CSUN","L 0-3",3,NA,29,17,85,0.141,28,2,11,25,3,NA,6,1,34,1
"2021-2022","04/02/2022","UC San Diego","Big West","@ CSUN","W 3-0",3,NA,48,16,90,0.356,44,6,15,24,6,3,NA,NA,57,NA
"2021-2022","04/08/2022","UC San Diego","Big West","@ Long Beach St.","L 0-3",3,NA,33,16,70,0.243,31,1,16,16,7,1,5,1,37.5,NA
"2021-2022","04/09/2022","UC San Diego","Big West","Long Beach St.","W 3-2",5,NA,64,22,127,0.331,59,7,15,40,11,4,11,1,80.5,NA
"2021-2022","04/16/2022","UC San Diego","Big West","UC Santa Barbara","L 1-3",4,NA,51,22,125,0.232,48,3,17,46,4,1,10,NA,60,1
"2021-2022","04/21/2022","UC San Diego","Big West","#5 UC Irvine @Honolulu, HI (2022 Big West MVB)","L 0-3",3,NA,37,17,87,0.23,37,4,14,26,4,NA,7,NA,44.5,NA
"2021-2022","01/06/2022","UC Santa Barbara","Big West","UCLA","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/06/2022","UC Santa Barbara","Big West","Southern California","L 2-3",5,NA,52,15,111,0.333,51,5,14,39,8,NA,20,1,67,NA
"2021-2022","01/07/2022","UC Santa Barbara","Big West","Southern California","L 1-3",4,NA,45,21,117,0.205,42,3,21,33,3,1,2,1,50,1
"2021-2022","01/08/2022","UC Santa Barbara","Big West","UC San Diego","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-2022","01/11/2022","UC Santa Barbara","Big West","St. Xavier","W 3-0",3,NA,38,8,62,0.484,36,12,17,23,5,NA,7,3,53.5,NA
"2021-2022","01/19/2022","UC Santa Barbara","Big West","Princeton","L 1-3",4,NA,38,22,98,0.163,38,6,19,24,12,2,19,NA,55.5,NA
"2021-2022","01/21/2022","UC Santa Barbara","Big West","@ Pepperdine","W 3-2",5,NA,43,19,101,0.238,41,7,15,32,8,2,28,1,66,NA
"2021-2022","01/28/2022","UC Santa Barbara","Big West","Penn St.","W 3-0",3,NA,38,6,68,0.471,37,4,15,26,NA,2,8,NA,48,NA
"2021-2022","01/29/2022","UC Santa Barbara","Big West","Ohio St.","W 3-1",4,NA,45,11,89,0.382,44,3,20,24,2,1,23,2,60.5,NA
"2021-2022","02/04/2022","UC Santa Barbara","Big West","Pepperdine","W 3-1",4,NA,49,17,108,0.296,42,5,16,36,1,3,NA,5,72,1
"2021-2022","02/09/2022","UC Santa Barbara","Big West","@ Southern California","L 0-3",3,NA,36,17,111,0.171,34,1,13,43,4,2,18,2,48,NA
"2021-2022","02/11/2022","UC Santa Barbara","Big West","@ Grand Canyon","W 3-2",5,NA,59,24,NA,0.229,56,9,23,52,8,2,4,1,72,NA
"2021-2022","02/12/2022","UC Santa Barbara","Big West","@ Grand Canyon","W 3-2",5,NA,61,24,152,0.243,57,4,18,NA,4,3,16,NA,76,NA
"2021-2022","02/18/2022","UC Santa Barbara","Big West","BYU","W 3-0",3,NA,36,15,83,0.253,32,6,10,26,4,1,25,2,55.5,1
"2021-2022","02/19/2022","UC Santa Barbara","Big West","BYU","W 3-1",4,NA,56,15,117,0.35,55,5,22,36,4,NA,16,2,69,NA
"2021-2022","02/25/2022","UC Santa Barbara","Big West","UC San Diego","W 3-1",4,NA,42,20,105,0.21,41,5,18,44,5,NA,20,1,57,NA
"2021-2022","03/03/2022","UC Santa Barbara","Big West","Cal Lutheran","W 3-0",3,NA,35,9,61,0.426,31,7,11,25,2,2,6,3,47,NA
"2021-2022","03/04/2022","UC Santa Barbara","Big West","LIU","W 3-0",3,NA,33,10,67,0.343,32,6,14,27,1,NA,15,2,46.5,NA
"2021-2022","03/10/2022","UC Santa Barbara","Big West","CSUN","W 3-0",3,NA,41,8,77,0.429,37,8,11,26,2,NA,11,2,54.5,NA
"2021-2022","03/11/2022","UC Santa Barbara","Big West","@ CSUN","W 3-0",3,NA,43,10,84,0.393,40,4,13,22,2,2,16,1,57,NA
"2021-2022","03/25/2022","UC Santa Barbara","Big West","Long Beach St.","L 0-3",3,NA,37,12,95,0.263,35,3,13,31,2,1,9,1,45.5,NA
"2021-2022","03/26/2022","UC Santa Barbara","Big West","@ Long Beach St.","L 1-3",4,NA,45,18,111,0.243,43,4,13,29,NA,NA,8,NA,53,1
"2021-2022","03/30/2022","UC Santa Barbara","Big West","@ UC Irvine","W 3-1",4,NA,56,11,110,0.409,55,5,15,32,3,1,20,2,72,NA
"2021-2022","04/01/2022","UC Santa Barbara","Big West","UC Irvine","W 3-0",3,NA,36,11,72,0.347,33,7,13,21,3,NA,12,2,49,NA
"2021-2022","04/08/2022","UC Santa Barbara","Big West","@ Hawaii","L 0-3",3,NA,38,15,95,0.242,35,4,16,34,6,1,15,1,50.5,1
"2021-2022","04/09/2022","UC Santa Barbara","Big West","@ Hawaii","L 2-3",5,NA,66,21,143,0.315,64,9,14,49,7,NA,8,1,79,1
"2021-2022","04/15/2022","UC Santa Barbara","Big West","@ CUI","W 3-0",3,NA,40,10,91,0.33,39,2,13,39,4,1,24,NA,55,NA
"2021-2022","04/16/2022","UC Santa Barbara","Big West","@ UC San Diego","W 3-1",4,NA,48,14,118,0.288,43,4,12,42,3,1,19,4,62.5,2
