"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2020-2021","02/26/2021","Limestone","DI Independent","Tusculum","W 3-1",4,NA,52,15,113,0.327,49,6,14,47,5,4,6,1,65,1
"2020-2021","03/02/2021","Limestone","DI Independent","Lees-McRae","W 3-0",3,NA,43,15,92,0.304,41,9,13,30,NA,2,4,4,56,NA
"2020-2021","03/05/2021","Limestone","DI Independent","Belmont Abbey","W 3-2",5,NA,53,30,135,0.17,50,5,12,48,2,7,22,NA,76,NA
"2020-2021","03/10/2021","Limestone","DI Independent","Barton","W 3-1",4,NA,46,22,131,0.183,42,3,14,45,5,5,19,1,63.5,NA
"2020-2021","03/13/2021","Limestone","DI Independent","Jamestown","L 2-3",5,NA,60,24,153,0.235,57,4,11,50,6,3,19,1,76.5,NA
"2020-2021","03/14/2021","Limestone","DI Independent","Lincoln Memorial","L 0-3",3,NA,38,19,88,0.216,36,3,11,19,4,5,12,1,52,NA
"2020-2021","03/17/2021","Limestone","DI Independent","@ North Greenville","L 0-3",3,NA,31,12,66,0.288,31,NA,9,21,11,1,8,2,36,NA
"2020-2021","03/19/2021","Limestone","DI Independent","@ King (TN)","W 3-0",3,NA,46,19,102,0.265,45,3,4,38,3,1,20,NA,60,1
"2020-2021","03/23/2021","Limestone","DI Independent","@ Lees-McRae","W 3-1",4,NA,58,22,120,0.3,51,8,12,38,8,2,12,3,74,1
"2020-2021","03/26/2021","Limestone","DI Independent","@ Lincoln Memorial","L 2-3",5,NA,54,NA,149,0.141,47,2,10,49,4,2,20,NA,68,3
"2020-2021","03/30/2021","Limestone","DI Independent","@ Emmanuel (GA)","L 0-3",3,NA,31,17,72,0.194,26,2,11,19,NA,NA,6,4,36,NA
"2020-2021","04/09/2021","Limestone","DI Independent","Queens (NC)","W 3-2",5,NA,57,22,132,0.265,54,4,16,51,7,5,17,3,74.5,NA
"2020-2021","04/13/2021","Limestone","DI Independent","@ Tusculum","W 3-1",4,NA,50,18,98,0.327,48,4,16,31,2,2,8,4,60,2
"2020-2021","04/16/2021","Limestone","DI Independent","@ Queens (NC)","L 0-3",3,NA,31,18,95,0.137,29,2,9,35,1,1,17,3,42.5,4
"2020-2021","04/17/2021","Limestone","DI Independent","Tusculum @Charlotte, N.C.","L 0-3",3,NA,36,17,83,0.229,32,6,14,27,6,NA,6,1,45,1
"2020-2021","01/16/2021","Lincoln Memorial","DI Independent","Lees-McRae","W 3-0",3,NA,34,4,53,NA,33,NA,13,23,5,NA,6,1,50,NA
"2020-2021","01/22/2021","Lincoln Memorial","DI Independent","@ Loyola Chicago","L 1-3",4,NA,48,25,117,0.197,43,5,14,48,7,2,12,3,61,NA
"2020-2021","01/23/2021","Lincoln Memorial","DI Independent","@ Lewis","L 0-3",3,NA,36,17,87,0.218,35,3,8,27,3,1,8,NA,44,NA
"2020-2021","01/24/2021","Lincoln Memorial","DI Independent","@ McKendree","L 0-3",3,NA,31,22,82,0.11,27,1,10,28,5,NA,16,NA,40,NA
"2020-2021","01/28/2021","Lincoln Memorial","DI Independent","@ Ball St.","L 0-3",3,NA,29,14,80,0.188,27,NA,10,21,2,1,8,2,34,1
"2020-2021","01/29/2021","Lincoln Memorial","DI Independent","@ Ball St.","L 1-3",4,NA,45,22,112,0.205,44,4,11,38,6,3,20,3,62,NA
"2020-2021","01/30/2021","Lincoln Memorial","DI Independent","Lindenwood","L 1-3",4,NA,47,22,108,0.231,43,1,15,33,10,1,10,2,54,NA
"2020-2021","02/05/2021","Lincoln Memorial","DI Independent","@ Tusculum","W 3-2",5,NA,55,19,123,0.293,48,3,20,36,4,1,12,1,65,1
"2020-2021","02/09/2021","Lincoln Memorial","DI Independent","@ King (TN)","W 3-0",3,NA,36,10,78,0.333,34,2,13,31,1,1,21,2,49.5,NA
"2020-2021","02/13/2021","Lincoln Memorial","DI Independent","@ Emmanuel (GA)","L 1-3",4,NA,39,20,93,0.204,35,6,14,27,6,2,10,5,52,NA
"2020-2021","03/04/2021","Lincoln Memorial","DI Independent","Erskine","W 3-0",3,NA,38,14,81,0.296,36,5,13,26,4,1,10,NA,49,NA
"2020-2021","03/09/2021","Lincoln Memorial","DI Independent","Emmanuel (GA)","W 3-0",3,NA,35,15,72,0.278,34,4,12,23,7,1,12,NA,46,NA
"2020-2021","03/13/2021","Lincoln Memorial","DI Independent","@ Queens (NC)","L 2-3",5,NA,67,30,161,0.23,63,2,13,52,2,4,16,1,81,NA
"2020-2021","03/14/2021","Lincoln Memorial","DI Independent","@ Limestone","W 3-0",3,NA,45,20,90,0.278,43,4,8,26,3,2,16,1,59,NA
"2020-2021","03/16/2021","Lincoln Memorial","DI Independent","King (TN)","W 3-0",3,NA,40,18,94,0.234,36,3,7,39,3,2,4,NA,47,NA
"2020-2021","03/19/2021","Lincoln Memorial","DI Independent","Tusculum","W 3-0",3,NA,44,9,76,0.461,38,2,13,28,1,NA,10,NA,51,NA
"2020-2021","03/26/2021","Lincoln Memorial","DI Independent","Limestone","W 3-2",5,NA,61,22,142,0.275,55,4,15,51,2,1,16,NA,74,NA
"2020-2021","03/27/2021","Lincoln Memorial","DI Independent","Queens (NC)","W 3-0",3,NA,39,13,79,0.329,39,8,10,23,3,2,10,NA,54,NA
"2020-2021","04/03/2021","Lincoln Memorial","DI Independent","@ Lees-McRae","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/10/2021","Lincoln Memorial","DI Independent","Alderson Broaddus","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/10/2021","Lincoln Memorial","DI Independent","Tusculum","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/16/2021","Lincoln Memorial","DI Independent","Tusculum @Charlotte, NC","W 3-0",3,NA,39,15,89,0.27,38,5,13,38,3,4,8,2,52,NA
"2020-2021","04/17/2021","Lincoln Memorial","DI Independent","@ Queens (NC)","W 3-0",3,NA,47,13,96,0.354,46,2,12,33,1,4,10,2,58,NA
"2020-2021","01/15/2021","Queens (NC)","DI Independent","Saint Francis","W 3-2",5,NA,44,18,117,0.222,44,11,16,49,9,5,13,2,66.5,NA
"2020-2021","01/16/2021","Queens (NC)","DI Independent","Saint Francis","L 1-3",4,NA,42,20,109,0.202,40,3,17,40,11,4,10,3,54,1
"2020-2021","01/21/2021","Queens (NC)","DI Independent","@ Lourdes","L 2-3",5,NA,44,18,127,0.205,43,4,17,38,5,3,NA,5,65,1
"2020-2021","01/22/2021","Queens (NC)","DI Independent","@ Lewis","L 0-3",3,NA,28,15,71,0.183,28,2,17,25,4,NA,NA,1,30,NA
"2020-2021","01/23/2021","Queens (NC)","DI Independent","@ Loyola Chicago","L 0-3",3,NA,28,14,79,0.177,27,2,10,24,8,1,6,NA,34,1
"2020-2021","01/28/2021","Queens (NC)","DI Independent","Belmont Abbey","L 2-3",5,NA,60,23,149,0.248,55,11,23,47,2,5,14,5,NA,2
"2020-2021","01/29/2021","Queens (NC)","DI Independent","@ Mount Olive","L 2-3",5,NA,46,19,127,0.213,45,5,20,52,7,4,4,NA,57,NA
"2020-2021","02/04/2021","Queens (NC)","DI Independent","Limestone","W 3-2",5,NA,NA,19,NA,0.298,NA,7,15,60,5,2,8,2,NA,3
"2020-2021","02/06/2021","Queens (NC)","DI Independent","King (TN)","L 0-3",3,NA,34,22,90,0.133,31,3,6,22,5,NA,10,2,42,NA
"2020-2021","02/09/2021","Queens (NC)","DI Independent","Emmanuel (GA)","W 3-2",5,NA,62,25,149,0.248,56,7,21,54,4,2,6,NA,74,1
"2020-2021","02/12/2021","Queens (NC)","DI Independent","Alderson Broaddus","W 3-0",3,NA,34,11,67,0.343,31,11,9,21,NA,1,6,NA,49,NA
"2020-2021","02/17/2021","Queens (NC)","DI Independent","@ Barton","L 2-3",5,NA,59,23,133,0.271,55,8,18,33,4,NA,8,2,80,1
"2020-2021","02/20/2021","Queens (NC)","DI Independent","@ Lees-McRae","W 3-0",3,NA,35,14,74,0.284,33,9,8,24,5,3,10,3,52,NA
"2020-2021","02/27/2021","Queens (NC)","DI Independent","Tusculum","W 3-2",5,NA,54,19,134,0.261,48,7,16,48,5,2,8,3,67,NA
"2020-2021","03/03/2021","Queens (NC)","DI Independent","@ Belmont Abbey","W 3-0",3,NA,34,10,71,0.338,33,6,6,18,2,4,11,3,49.5,NA
"2020-2021","03/06/2021","Queens (NC)","DI Independent","@ North Greenville","L 1-3",4,NA,46,25,116,0.181,43,4,10,42,4,3,12,3,59,NA
"2020-2021","03/09/2021","Queens (NC)","DI Independent","Lees-McRae","W 3-0",3,NA,34,16,81,0.222,32,9,7,34,NA,3,16,NA,54,NA
"2020-2021","03/10/2021","Queens (NC)","DI Independent","@ King (TN)","W 3-0",3,NA,42,14,98,0.286,36,3,9,34,1,1,6,2,49,1
"2020-2021","03/13/2021","Queens (NC)","DI Independent","Lincoln Memorial","W 3-2",5,NA,66,26,159,0.252,62,2,8,57,2,5,18,4,82,NA
"2020-2021","03/18/2021","Queens (NC)","DI Independent","Mount Olive","W 3-0",3,NA,38,10,92,0.304,38,4,8,38,1,2,10,1,49,NA
"2020-2021","03/20/2021","Queens (NC)","DI Independent","Barton","W 3-1",4,NA,57,16,120,0.342,53,6,13,45,2,1,6,4,67,NA
"2020-2021","03/27/2021","Queens (NC)","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,38,16,79,0.278,36,3,11,23,8,NA,10,NA,46,2
"2020-2021","04/06/2021","Queens (NC)","DI Independent","@ Tusculum","W 3-1",4,NA,59,22,115,0.322,55,3,14,42,1,2,4,2,66,NA
"2020-2021","04/09/2021","Queens (NC)","DI Independent","@ Limestone","L 2-3",5,NA,54,25,140,0.207,53,7,16,45,4,3,2,2,65,1
"2020-2021","04/16/2021","Queens (NC)","DI Independent","Limestone","W 3-0",3,NA,45,20,111,0.225,44,1,11,38,2,5,8,1,55,1
"2020-2021","04/17/2021","Queens (NC)","DI Independent","Lincoln Memorial","L 0-3",3,NA,39,17,90,0.244,37,1,9,30,2,2,6,1,45,NA
"2020-2021","03/13/2021(1)","St. Francis Brooklyn","DI Independent","D'Youville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/13/2021(2)","St. Francis Brooklyn","DI Independent","D'Youville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/30/2021(1)","St. Francis Brooklyn","DI Independent","Sacred Heart","L 1-3",4,NA,40,20,109,0.183,38,5,18,29,5,2,4,1,49,NA
"2020-2021","03/30/2021(2)","St. Francis Brooklyn","DI Independent","Sacred Heart","W 3-2",5,NA,54,28,128,0.203,52,5,25,50,8,1,10,1,65,1
"2020-2021","04/02/2021","St. Francis Brooklyn","DI Independent","Daemen","L 1-3",4,NA,39,26,115,0.113,36,3,16,38,7,1,6,1,46,1
"2020-2021","04/03/2021","St. Francis Brooklyn","DI Independent","Daemen","L 1-3",4,NA,43,24,108,0.176,41,2,9,32,9,NA,6,NA,48,1
"2020-2021","04/06/2021(1)","St. Francis Brooklyn","DI Independent","@ Sacred Heart","W 3-0",3,NA,39,12,77,0.351,35,8,12,32,4,2,6,2,52,NA
"2020-2021","04/06/2021(2)","St. Francis Brooklyn","DI Independent","@ Sacred Heart","W 3-1",4,NA,56,25,118,0.263,53,2,15,40,3,1,10,3,64,1
"2020-2021","01/14/2021","Tusculum","DI Independent","@ North Greenville","L 1-3",4,NA,32,26,101,0.059,32,8,21,33,7,NA,4,NA,42,NA
"2020-2021","01/15/2021","Tusculum","DI Independent","@ King (TN)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/16/2021","Tusculum","DI Independent","Lourdes @Campbellsville, KY","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/16/2021","Tusculum","DI Independent","@ Campbellsville","L 0-3",3,NA,25,18,72,0.097,23,5,11,19,4,1,10,6,36,3
"2020-2021","01/22/2021","Tusculum","DI Independent","Emmanuel (GA)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/26/2021","Tusculum","DI Independent","Lees-McRae","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/30/2021","Tusculum","DI Independent","Belmont Abbey","L 0-3",3,NA,30,14,67,0.239,30,3,17,13,6,3,2,3,37,3
"2020-2021","02/05/2021","Tusculum","DI Independent","Kentucky St.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/05/2021","Tusculum","DI Independent","Lincoln Memorial","L 2-3",5,NA,58,27,127,0.244,56,4,23,43,3,NA,14,3,69,1
"2020-2021","02/12/2021","Tusculum","DI Independent","Georgetown (KY)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/14/2021","Tusculum","DI Independent","@ Emmanuel (GA)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/19/2021","Tusculum","DI Independent","@ Georgetown (KY)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/26/2021","Tusculum","DI Independent","@ Limestone","L 1-3",4,NA,40,22,112,0.161,38,5,18,37,6,3,6,1,51,NA
"2020-2021","02/27/2021","Tusculum","DI Independent","@ Queens (NC)","L 2-3",5,NA,58,24,149,0.228,52,5,22,50,7,3,11,3,71.5,2
"2020-2021","03/05/2021","Tusculum","DI Independent","Bluefield Univ.","W 3-0",3,NA,33,14,79,0.241,27,10,14,17,5,NA,8,2,47,1
"2020-2021","03/05/2021","Tusculum","DI Independent","Erskine","L 0-3",3,NA,34,14,86,0.233,34,3,18,20,5,1,4,2,40,NA
"2020-2021","03/10/2021","Tusculum","DI Independent","Emmanuel (GA)","L 1-3",4,NA,40,22,110,0.164,38,7,18,40,3,6,NA,2,53,1
"2020-2021","03/12/2021","Tusculum","DI Independent","@ Randolph-Macon","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/17/2021","Tusculum","DI Independent","@ Belmont Abbey","L 0-3",3,NA,23,21,65,0.031,22,1,14,12,7,NA,2,2,25,1
"2020-2021","03/19/2021","Tusculum","DI Independent","@ Lincoln Memorial","L 0-3",3,NA,32,19,82,0.159,28,1,9,22,2,2,6,NA,38,NA
"2020-2021","03/21/2021","Tusculum","DI Independent","Kentucky St. @Philippi, WV","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/21/2021","Tusculum","DI Independent","@ Alderson Broaddus","W 3-1",4,NA,39,21,80,0.225,32,9,13,38,5,2,6,NA,53,NA
"2020-2021","03/30/2021","Tusculum","DI Independent","North Greenville","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/06/2021","Tusculum","DI Independent","Queens (NC)","L 1-3",4,NA,49,21,120,0.233,47,1,13,29,3,3,12,1,59,NA
"2020-2021","04/09/2021","Tusculum","DI Independent","Alderson Broaddus","W 3-1",4,NA,36,26,106,0.094,35,5,14,42,5,2,12,1,49,NA
"2020-2021","04/10/2021","Tusculum","DI Independent","@ Lincoln Memorial","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/13/2021","Tusculum","DI Independent","Limestone","L 1-3",4,NA,46,20,111,0.234,42,2,17,27,4,1,10,3,54,NA
"2020-2021","04/16/2021","Tusculum","DI Independent","Alderson Broaddus @Charlotte, N.C.","W 3-0",3,NA,33,7,68,0.382,29,8,10,25,3,1,17,1,50.5,1
"2020-2021","04/16/2021","Tusculum","DI Independent","Lincoln Memorial @Charlotte, NC","L 0-3",3,NA,32,19,92,0.141,32,3,11,30,5,3,10,5,43,NA
"2020-2021","04/17/2021","Tusculum","DI Independent","Limestone @Charlotte, N.C.","W 3-0",3,NA,36,11,81,0.309,33,6,12,24,6,1,8,NA,47,NA
"2020-2021","02/05/2021","Charleston (WV)","EIVA","@ George Mason","L 2-3",5,NA,49,28,128,0.164,43,8,19,40,1,2,11,NA,64.5,NA
"2020-2021","02/06/2021","Charleston (WV)","EIVA","@ George Mason","L 0-3",3,NA,33,10,80,0.288,31,4,16,18,4,2,8,NA,43,NA
"2020-2021","02/12/2021","Charleston (WV)","EIVA","@ Saint Francis","W 3-2",5,NA,53,25,144,0.194,47,7,18,50,4,2,7,1,65.5,NA
"2020-2021","02/13/2021","Charleston (WV)","EIVA","@ Saint Francis","W 3-0",3,NA,40,17,87,0.264,36,1,14,30,3,1,12,NA,48,1
"2020-2021","02/19/2021","Charleston (WV)","EIVA","NJIT","L 1-3",4,NA,39,22,119,0.143,34,5,15,24,8,1,16,NA,53,NA
"2020-2021","02/20/2021","Charleston (WV)","EIVA","NJIT","L 1-3",4,NA,42,18,88,0.273,36,4,12,20,9,1,5,NA,49.5,NA
"2020-2021","02/26/2021","Charleston (WV)","EIVA","Sacred Heart","W 3-0",3,NA,38,14,88,0.273,32,1,14,29,4,1,8,NA,44,NA
"2020-2021","02/27/2021","Charleston (WV)","EIVA","Sacred Heart","W 3-1",4,NA,47,16,106,0.292,45,5,14,37,5,3,8,NA,59,NA
"2020-2021","03/05/2021","Charleston (WV)","EIVA","@ Penn St.","L 0-3",3,NA,28,10,70,0.257,27,NA,22,20,7,1,6,NA,32,NA
"2020-2021","03/06/2021","Charleston (WV)","EIVA","@ Penn St.","L 0-3",3,NA,43,11,76,0.421,39,5,24,16,6,1,NA,1,49,1
"2020-2021","03/12/2021","Charleston (WV)","EIVA","George Mason","L 1-3",4,NA,45,23,100,0.22,43,3,16,40,10,3,4,NA,53,NA
"2020-2021","03/13/2021","Charleston (WV)","EIVA","George Mason","L 0-3",3,NA,33,20,89,0.146,33,8,8,28,5,NA,12,NA,47,NA
"2020-2021","03/19/2021","Charleston (WV)","EIVA","Saint Francis","L 2-3",5,NA,39,21,114,0.158,34,7,18,36,NA,1,10,NA,52,NA
"2020-2021","03/20/2021","Charleston (WV)","EIVA","Saint Francis","L 0-3",3,NA,25,16,86,0.105,23,2,14,25,5,NA,4,NA,29,NA
"2020-2021","03/26/2021","Charleston (WV)","EIVA","@ NJIT","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/27/2021","Charleston (WV)","EIVA","@ NJIT","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/02/2021","Charleston (WV)","EIVA","@ Sacred Heart","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/03/2021","Charleston (WV)","EIVA","@ Sacred Heart","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/09/2021","Charleston (WV)","EIVA","Penn St.","L 0-3",3,NA,19,18,64,0.016,16,4,13,15,13,NA,4,NA,25,NA
"2020-2021","04/10/2021","Charleston (WV)","EIVA","Penn St.","L 0-3",3,NA,10,19,49,-0.184,10,3,14,8,13,NA,2,NA,14,NA
"2020-2021","04/17/2021","Charleston (WV)","EIVA","@#4 Saint Francis 2021 EIVA MVB Tournament","L 1-3",4,NA,46,26,108,0.185,38,4,18,29,7,2,12,NA,58,NA
"2020-2021","01/22/2021","George Mason","EIVA","Ball St.","W 3-2",5,NA,61,24,137,0.27,57,3,15,NA,5,3,21,NA,77.5,NA
"2020-2021","01/23/2021","George Mason","EIVA","Ball St.","L 1-3",4,NA,53,21,122,0.262,48,1,13,44,7,5,18,NA,68,1
"2020-2021","01/29/2021","George Mason","EIVA","Southern Va.","W 3-0",3,NA,45,10,82,0.427,41,3,15,24,3,4,4,1,54,NA
"2020-2021","01/30/2021","George Mason","EIVA","Barton","W 3-0",3,NA,41,11,67,0.448,38,12,9,27,1,1,11,NA,59.5,1
"2020-2021","02/05/2021","George Mason","EIVA","Charleston (WV)","W 3-2",5,NA,58,14,120,0.367,55,1,20,41,8,3,19,2,71.5,NA
"2020-2021","02/06/2021","George Mason","EIVA","Charleston (WV)","W 3-0",3,NA,45,14,81,0.383,42,4,14,30,4,NA,2,NA,50,NA
"2020-2021","02/12/2021","George Mason","EIVA","@ Sacred Heart","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/13/2021","George Mason","EIVA","@ Sacred Heart","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/19/2021","George Mason","EIVA","Saint Francis","W 3-0",3,NA,38,10,86,0.326,32,8,13,38,3,2,10,NA,53,NA
"2020-2021","02/20/2021","George Mason","EIVA","Saint Francis","W 3-0",3,NA,33,12,81,0.259,31,4,7,31,2,3,5,2,42.5,2
"2020-2021","02/26/2021","George Mason","EIVA","@ Penn St.","L 1-3",4,NA,46,22,116,0.207,41,4,17,40,9,1,7,1,54.5,NA
"2020-2021","02/27/2021","George Mason","EIVA","@ Penn St.","L 0-3",3,NA,32,14,72,0.25,28,2,15,22,6,2,6,1,39,1
"2020-2021","03/05/2021","George Mason","EIVA","NJIT","L 1-3",4,NA,53,24,111,0.261,52,7,21,35,7,2,5,1,64.5,NA
"2020-2021","03/06/2021","George Mason","EIVA","NJIT","L 0-3",3,NA,36,20,84,0.19,34,2,8,28,3,2,7,NA,43.5,NA
"2020-2021","03/12/2021","George Mason","EIVA","@ Charleston (WV)","W 3-1",4,NA,45,15,106,0.283,40,10,24,25,3,5,6,1,63,NA
"2020-2021","03/13/2021","George Mason","EIVA","@ Charleston (WV)","W 3-0",3,NA,38,11,83,0.325,37,5,13,29,8,NA,12,NA,49,NA
"2020-2021","03/21/2021(1)","George Mason","EIVA","Sacred Heart","W 3-0",3,NA,43,14,89,0.326,39,5,16,39,3,2,15,2,57.5,NA
"2020-2021","03/21/2021(2)","George Mason","EIVA","Sacred Heart","W 3-0",3,NA,44,13,108,0.287,41,3,19,49,1,NA,13,NA,53.5,1
"2020-2021","03/26/2021","George Mason","EIVA","@ Saint Francis","W 3-2",5,NA,56,22,141,0.241,49,6,12,53,9,2,8,1,68,NA
"2020-2021","03/27/2021","George Mason","EIVA","@ Saint Francis","W 3-0",3,NA,34,10,84,0.286,31,3,17,28,5,2,17,NA,47.5,NA
"2020-2021","04/02/2021","George Mason","EIVA","Penn St.","L 0-3",3,NA,28,23,89,0.056,25,3,15,27,9,2,6,NA,36,2
"2020-2021","04/03/2021","George Mason","EIVA","Penn St.","W 3-2",5,NA,56,17,116,0.336,54,6,18,44,8,2,12,NA,70,1
"2020-2021","04/09/2021","George Mason","EIVA","@ NJIT","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/10/2021","George Mason","EIVA","@ NJIT","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/16/2021","George Mason","EIVA","#6 Sacred Heart 2021 EIVA MVB Tournament","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/22/2021","George Mason","EIVA","#2 NJIT @State College, PA (2021 EIVA MVB Tournament)","W 3-0",3,NA,40,16,89,0.27,38,5,9,34,3,2,18,3,56,2
"2020-2021","04/24/2021","George Mason","EIVA","@#1 Penn St. 2021 EIVA MVB Tournament","L 1-3",4,NA,55,25,128,0.234,51,3,14,49,7,2,10,2,65,NA
"2020-2021","No data available in table","Harvard","EIVA","No data available in table","No data available in table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/30/2021","NJIT","EIVA","Lewis @Loretto, PA","L 2-3",5,NA,57,21,134,0.269,51,6,18,42,3,NA,10,1,75,1
"2020-2021","01/30/2021","NJIT","EIVA","Loyola Chicago @Loretto, PA","L 0-3",3,NA,44,12,95,0.337,39,1,12,22,3,NA,7,NA,48.5,NA
"2020-2021","02/04/2021","NJIT","EIVA","Sacred Heart","W 3-0",3,NA,35,8,73,0.37,33,5,13,22,2,2,19,1,51.5,NA
"2020-2021","02/05/2021","NJIT","EIVA","Sacred Heart","W 3-0",3,NA,36,9,69,0.391,32,7,10,30,2,NA,13,NA,49.5,NA
"2020-2021","02/13/2021","NJIT","EIVA","@ Penn St.","L 1-3",4,NA,46,10,85,0.424,46,1,22,23,12,1,13,2,54.5,NA
"2020-2021","02/14/2021","NJIT","EIVA","@ Penn St.","W 3-0",3,NA,38,7,75,0.413,38,10,10,27,2,5,6,1,56,NA
"2020-2021","02/19/2021","NJIT","EIVA","@ Charleston (WV)","W 3-1",4,NA,46,16,105,0.286,42,8,10,37,5,2,6,NA,59,NA
"2020-2021","02/20/2021","NJIT","EIVA","@ Charleston (WV)","W 3-1",4,NA,56,13,112,0.384,47,9,21,19,4,2,6,NA,70,NA
"2020-2021","02/25/2021","NJIT","EIVA","Saint Francis","W 3-0",3,NA,30,11,68,0.279,24,3,12,22,4,2,19,1,44.5,NA
"2020-2021","02/26/2021","NJIT","EIVA","Saint Francis","W 3-0",3,NA,38,12,81,0.321,34,9,9,35,3,2,8,1,53,NA
"2020-2021","03/05/2021","NJIT","EIVA","@ George Mason","W 3-1",4,NA,43,11,95,0.337,37,7,18,20,7,1,19,NA,60.5,1
"2020-2021","03/06/2021","NJIT","EIVA","@ George Mason","W 3-0",3,NA,44,12,88,0.364,41,3,10,23,2,3,16,NA,58,NA
"2020-2021","03/12/2021","NJIT","EIVA","@ Sacred Heart","W 3-0",3,NA,37,18,86,0.221,34,2,15,24,3,2,10,NA,46,NA
"2020-2021","03/13/2021","NJIT","EIVA","@ Sacred Heart","W 3-0",3,NA,37,8,73,0.397,33,8,15,20,6,2,8,3,51,2
"2020-2021","03/19/2021","NJIT","EIVA","Penn St.","L 0-3",3,NA,37,16,101,0.208,34,1,21,34,1,2,9,1,44.5,NA
"2020-2021","03/20/2021","NJIT","EIVA","Penn St.","L 0-3",3,NA,36,16,88,0.227,35,4,15,25,2,NA,6,2,43,NA
"2020-2021","03/26/2021","NJIT","EIVA","Charleston (WV)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/27/2021","NJIT","EIVA","Charleston (WV)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/02/2021","NJIT","EIVA","@ Saint Francis","W 3-2",5,NA,53,21,109,0.294,48,10,22,28,6,2,4,3,67,NA
"2020-2021","04/03/2021","NJIT","EIVA","@ Saint Francis","W 3-0",3,NA,35,8,75,0.36,33,5,9,33,2,1,10,3,46,NA
"2020-2021","04/09/2021","NJIT","EIVA","George Mason","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
